ID,Text
cGameSceneNPCScriptReference229C,ろうやに　ひとがいるぞ……<BR>……しつもんしてみよう。
cGameSceneNPCScriptReference229D,すみません。<BR>あなたは　ひと　ですか?
cGameSceneNPCScriptReference229E,あたりめーじゃねーかウガ。<BR>なにいってやがんでぇいウガ。<BR>はやくここから　だしウガ<BR>やがれウガ!
cGameSceneNPCScriptReference229F,たすけない
cGameSceneNPCScriptReference22A1,たすける
cGameSceneNPCScriptReference22A3,ウガってなんだ?<BR>もしかしたら　まものじゃ<BR>ないのか?
cGameSceneNPCScriptReference22A4,ヤバそうだから<BR>たすけるの　ヤメよう。
cGameSceneNPCScriptReference22A5,かわいそうに……<BR>こんなところに<BR>とじこめられて　いたから<BR>ことばを　わすれたんだね。
cGameSceneNPCScriptReference22A6,はやく　だしてあげなきゃ。
cGameSceneNPCScriptReference22A7,あっ!<BR>まものだったのか!!
cGameSceneNPCScriptReference22A9,まものの　ワナだったのか……<BR>こんどから　きをつけよう。
cGameSceneNPCScriptReference22AA,ろうやに　ひとがいるわ……<BR>……しつもんしてみましょう。
cGameSceneNPCScriptReference22AB,すみません。<BR>あなたは　ひと　ですか?
cGameSceneNPCScriptReference22AC,みたら　わかるギャオ?<BR>おまえは　アホかギャオ。<BR>はやく　ここからだすギャオ。<BR>ギャオーーーン!!
cGameSceneNPCScriptReference22AD,たすけない
cGameSceneNPCScriptReference22AF,たすける
cGameSceneNPCScriptReference22B1,ギャオってなに?<BR>もしかしたら……<BR>まもの……　じゃないかしら。
cGameSceneNPCScriptReference22B2,たすけるのは<BR>ヤメときましょう。
cGameSceneNPCScriptReference22B3,かわいそうに……<BR>こんなところに<BR>とじこめられていたから<BR>ことばを　わすれたのね。
cGameSceneNPCScriptReference22B4,はやく　だしてあげなきゃ。
cGameSceneNPCScriptReference22B5,あっ!<BR>まものだったのね!!
cGameSceneNPCScriptReference22B7,まものの　ワナだったのね……<BR>こんどから<BR>きをつけましょう。
