ID,Text
cGameSceneNPCScriptReference1FDC,あっ!!
cGameSceneNPCScriptReference1FDD,アイリス!　あれ!<BR>ほのおの　まんなかに!!
cGameSceneNPCScriptReference1FDE,あっ!<BR>あれは『まじんき』の<BR>『たま』だ!!
cGameSceneNPCScriptReference1FDF,でも……<BR>ひにかこまれて<BR>とりに　いけないわ……
cGameSceneNPCScriptReference1FE0,う〜ん……………………………<BR>……………………………………
cGameSceneNPCScriptReference1FE1,どうしよう………………………
cGameSceneNPCScriptReference1FE5,ちょすいプールについてはなす
cGameSceneNPCScriptReference1FE7,しょうかきを　さがす
cGameSceneNPCScriptReference1FE9,いきを　ふきかける
cGameSceneNPCScriptReference1FEB,たしか……となりの　とうの<BR>おくじょうに　みずが<BR>たくさんあったわよね。
cGameSceneNPCScriptReference1FEC,あれと　おなじものが<BR>このとうにも<BR>あるんじゃないかしら?
cGameSceneNPCScriptReference1FED,おみず?…………………………<BR>あっ　そうか!
cGameSceneNPCScriptReference1FEE,あれだけ　たくさんの<BR>おみずが　あれば<BR>このほのおを<BR>けせるかもしれないね!!
cGameSceneNPCScriptReference1FEF,<NAME>　あったまいー!
cGameSceneNPCScriptReference1FF0,じゃあ　おくじょうへ<BR>レッツ　ゴー!!
cGameSceneNPCScriptReference1FF1,しょうかきを<BR>さがしましょう。
cGameSceneNPCScriptReference1FF2,しょうかき?<BR>ダメだよ。<BR>このほのおは　しょうかき<BR>なんかじゃ　きえないよ。
cGameSceneNPCScriptReference1FF3,しょうぼうしゃ　みたいに<BR>たくさんの　おみずを<BR>かけないと　きえないよ<BR>きっと。
cGameSceneNPCScriptReference1FF4,う〜ん……<BR>どうしようかなぁ〜……………<BR>……………………………………
cGameSceneNPCScriptReference1FF6,フーフー　ふいて<BR>みましょうか?
cGameSceneNPCScriptReference1FF7,フーフーふく?
cGameSceneNPCScriptReference1FF8,おたんじょうケーキの<BR>ロウソクじゃないんだよ!
cGameSceneNPCScriptReference1FF9,そんなので　このほのおが<BR>きえるわけ　ないでしょ!!
cGameSceneNPCScriptReference1FFA,う〜ん……　どうしよう……
cGameSceneNPCScriptReference1FFB,…………………………
cGameSceneNPCScriptReference1FFC,かじ　みたいだから<BR>しょうぼうしゃ　みたいに　<BR>たくさんの　おみずを　<BR>かけたら　きえるかもね……
cGameSceneNPCScriptReference1FFD,う〜ん……　どうしよう……
cGameSceneNPCScriptReference1FFE,そうだ!!<BR>おくじょうだ!!!
cGameSceneNPCScriptReference1FFF,となりの　とうのおくじょうに<BR>おみずが　たくさん<BR>あったよね!
cGameSceneNPCScriptReference2000,あれだけの　おみずがあれば<BR>この　ほのおを<BR>けせるんじゃ　ないかな〜。
cGameSceneNPCScriptReference2001,こっちのとうにも<BR>おみずが　あるかどうか<BR>しらべにいこうよ!!
cGameSceneNPCScriptReference2002,うう〜ん……<BR>こんなに　ほのおが<BR>もえてるんじゃ……
cGameSceneNPCScriptReference2003,かじ　みたいだから<BR>しょうぼうしゃ　みたいに　<BR>たくさんの　おみずを　<BR>かけたら　きえるかもね……
cGameSceneNPCScriptReference2004,………………………う〜ん……<BR>かんがえてても<BR>しょうがないね。
cGameSceneNPCScriptReference2005,さきに　すすんでみようよ<BR><NAME>。
cGameSceneNPCScriptReference2006,ちょすいプールについてはなす
cGameSceneNPCScriptReference2008,しょうかきを　さがす
cGameSceneNPCScriptReference200A,いきを　ふきかける
cGameSceneNPCScriptReference200C,たしか……この　とうの<BR>おくじょうに<BR>みずが　たくさん<BR>あったわよね。
cGameSceneNPCScriptReference200D,おみず?…………………………<BR>あっ　そうか!
cGameSceneNPCScriptReference200E,あのプールいっぱいの<BR>おみずを　つかえば<BR>このほのおを<BR>けせるかもしれないね!!
cGameSceneNPCScriptReference200F,<NAME>　あったまいー!
cGameSceneNPCScriptReference2010,じゃあ　おくじょうへ<BR>レッツ　ゴー!!
cGameSceneNPCScriptReference2011,しょうかきを<BR>さがしましょう。
cGameSceneNPCScriptReference2012,しょうかき?<BR>ダメだよ。<BR>このほのおは　しょうかき<BR>なんかじゃ　きえないよ。
cGameSceneNPCScriptReference2013,しょうぼうしゃ　みたいに<BR>たくさんの　おみずを<BR>かけないと　きえないよ<BR>きっと。
cGameSceneNPCScriptReference2014,う〜ん……<BR>どうしようかなぁ〜……………<BR>……………………………………
cGameSceneNPCScriptReference2016,フーフー　ふいて<BR>みましょうか?
cGameSceneNPCScriptReference2017,フーフーふく?
cGameSceneNPCScriptReference2018,おたんじょうケーキの<BR>ロウソクじゃないんだよ!
cGameSceneNPCScriptReference2019,そんなので　このほのおが<BR>きえるわけ　ないでしょ!!
cGameSceneNPCScriptReference201A,う〜ん……　どうしよう……
cGameSceneNPCScriptReference201B,…………………………
cGameSceneNPCScriptReference201C,かじ　みたいだから<BR>しょうぼうしゃ　みたいに　<BR>たくさんの　おみずを　<BR>かけたら　きえるかもね……
cGameSceneNPCScriptReference201D,う〜ん……　どうしよう……
cGameSceneNPCScriptReference201E,そうだ!!<BR>おくじょうだ!!!
cGameSceneNPCScriptReference201F,このとうの　おくじょうに<BR>おみずが　たくさん<BR>あったよね!
cGameSceneNPCScriptReference2020,あれだけの　おみずがあれば<BR>この　ほのおを<BR>けせるんじゃ　ないかな〜。
cGameSceneNPCScriptReference2021,もういちど　おくじょうへ<BR>いって　しらべてみようよ!
cGameSceneNPCScriptReference2022,あっ!!
cGameSceneNPCScriptReference2023,アイリス!　あれ!<BR>ほのおの　まんなかに!!
cGameSceneNPCScriptReference2024,あっ!<BR>あれは『まじんき』の<BR>『たま』だ!!
cGameSceneNPCScriptReference2025,でも……<BR>ひにかこまれて<BR>とりに　いけない……
cGameSceneNPCScriptReference2026,う〜ん……………………………<BR>……………………………………
cGameSceneNPCScriptReference2027,どうしよう………………………
cGameSceneNPCScriptReference202B,ちょすいプールについてはなす
cGameSceneNPCScriptReference202D,しょうかきを　さがす
cGameSceneNPCScriptReference202F,いきを　ふきかける
cGameSceneNPCScriptReference2031,たしか……となりの　とうの<BR>おくじょうに<BR>みずが　たくさんあったよね。
cGameSceneNPCScriptReference2032,あれと　おなじものが<BR>このとうにも<BR>あるんじゃないかな?
cGameSceneNPCScriptReference2033,おみず?…………………………<BR>あっ　そうか!
cGameSceneNPCScriptReference2034,あれだけ　たくさんの<BR>おみずが　あれば<BR>このほのおを<BR>けせるかもしれないね!!
cGameSceneNPCScriptReference2035,<NAME>　あったまいー!
cGameSceneNPCScriptReference2036,じゃあ　おくじょうへ<BR>レッツ　ゴー!!
cGameSceneNPCScriptReference2037,しょうかきを<BR>さがそうか。
cGameSceneNPCScriptReference2038,しょうかき?<BR>ダメだよ。<BR>このほのおは　しょうかき<BR>なんかじゃ　きえないよ。
cGameSceneNPCScriptReference2039,しょうぼうしゃ　みたいに<BR>たくさんの　おみずを<BR>かけないと　きえないよ<BR>きっと。
cGameSceneNPCScriptReference203A,う〜ん……<BR>どうしようかなぁ〜……………<BR>……………………………………
cGameSceneNPCScriptReference203C,フーフー　ふいてみようか?
cGameSceneNPCScriptReference203D,フーフーふく?
cGameSceneNPCScriptReference203E,おたんじょうケーキの<BR>ロウソクじゃないんだよ!
cGameSceneNPCScriptReference203F,そんなので　このほのおが<BR>きえるわけ　ないでしょ!!
cGameSceneNPCScriptReference2040,う〜ん……　どうしよう……
cGameSceneNPCScriptReference2041,…………………………
cGameSceneNPCScriptReference2042,かじ　みたいだから<BR>しょうぼうしゃ　みたいに　<BR>たくさんの　おみずを　<BR>かけたら　きえるかもね……
cGameSceneNPCScriptReference2043,う〜ん……　どうしよう……
cGameSceneNPCScriptReference2044,そうだ!!<BR>おくじょうだ!!!
cGameSceneNPCScriptReference2045,となりの　とうのおくじょうに<BR>おみずが　たくさん<BR>あったよね!
cGameSceneNPCScriptReference2046,あれだけの　おみずがあれば<BR>この　ほのおを<BR>けせるんじゃ　ないかな〜。
cGameSceneNPCScriptReference2047,こっちのとうにも<BR>おみずが　あるかどうか<BR>しらべにいこうよ!!
cGameSceneNPCScriptReference2048,うう〜ん……<BR>こんなに　ほのおが<BR>もえてるんじゃ……
cGameSceneNPCScriptReference2049,かじ　みたいだから<BR>しょうぼうしゃ　みたいに　<BR>たくさんの　おみずを　<BR>かけたら　きえるかもね……
cGameSceneNPCScriptReference204A,………………………う〜ん……<BR>かんがえてても<BR>しょうがないね。
cGameSceneNPCScriptReference204B,さきに　すすんでみようよ<BR><NAME>。
cGameSceneNPCScriptReference204C,ちょすいプールについてはなす
cGameSceneNPCScriptReference204E,しょうかきを　さがす
cGameSceneNPCScriptReference2050,いきを　ふきかける
cGameSceneNPCScriptReference2052,たしか……この　とうの<BR>おくじょうに<BR>みずが　たくさんあったよね。
cGameSceneNPCScriptReference2053,おみず?…………………………<BR>あっ　そうか!
cGameSceneNPCScriptReference2054,あのプールいっぱいの<BR>おみずを　つかえば<BR>このほのおを<BR>けせるかもしれないね!!
cGameSceneNPCScriptReference2055,<NAME>　あったまいー!
cGameSceneNPCScriptReference2056,じゃあ　おくじょうへ<BR>レッツ　ゴー!!
cGameSceneNPCScriptReference2057,しょうかきを<BR>さがそうか。
cGameSceneNPCScriptReference2058,しょうかき?<BR>ダメだよ。<BR>このほのおは　しょうかき<BR>なんかじゃ　きえないよ。
cGameSceneNPCScriptReference2059,しょうぼうしゃ　みたいに<BR>たくさんの　おみずを<BR>かけないと　きえないよ<BR>きっと。
cGameSceneNPCScriptReference205A,う〜ん……<BR>どうしようかなぁ〜……………<BR>……………………………………
cGameSceneNPCScriptReference205C,フーフー　ふいてみようか?
cGameSceneNPCScriptReference205D,フーフーふく?
cGameSceneNPCScriptReference205E,おたんじょうケーキの<BR>ロウソクじゃないんだよ!
cGameSceneNPCScriptReference205F,そんなので　このほのおが<BR>きえるわけ　ないでしょ!!
cGameSceneNPCScriptReference2060,う〜ん……　どうしよう……
cGameSceneNPCScriptReference2061,…………………………
cGameSceneNPCScriptReference2062,かじ　みたいだから<BR>しょうぼうしゃ　みたいに　<BR>たくさんの　おみずを　<BR>かけたら　きえるかもね……
cGameSceneNPCScriptReference2063,う〜ん……　どうしよう……
cGameSceneNPCScriptReference2064,そうだ!!<BR>おくじょうだ!!!
cGameSceneNPCScriptReference2065,このとうの　おくじょうに<BR>おみずが　たくさん<BR>あったよね!
cGameSceneNPCScriptReference2066,あれだけの　おみずがあれば<BR>この　ほのおを<BR>けせるんじゃ　ないかな〜。
cGameSceneNPCScriptReference2067,もういちど　おくじょうへ<BR>いって　しらべてみようよ!
cGameSceneNPCScriptReference2068,あっ!!
cGameSceneNPCScriptReference2069,カンナさん!　あれ!<BR>ほのおの　まんなかに!!
cGameSceneNPCScriptReference206A,おおっ!<BR>あれは『まじんき』の<BR>『たま』じゃねーか!!
cGameSceneNPCScriptReference206B,でも……<BR>ほのおに　かこまれて<BR>とりに　いけません!
cGameSceneNPCScriptReference206C,う〜ん……　『けん』のときの<BR>こおりといい<BR>この『たま』の　ほのおといい<BR>やっかいだぜ……
cGameSceneNPCScriptReference206D,さて…………<BR>どうしよう………………
cGameSceneNPCScriptReference2071,ちょすいプールについてはなす
cGameSceneNPCScriptReference2073,しょうかきを　さがす
cGameSceneNPCScriptReference2075,いきを　ふきかける
cGameSceneNPCScriptReference2077,となりの　とうの<BR>おくじょうに<BR>みずが　たくさん<BR>ありましたよね。
cGameSceneNPCScriptReference2078,あれと　おなじものが<BR>このとうにも<BR>あるんじゃないでしょうか?
cGameSceneNPCScriptReference2079,みず?……………………………<BR>そうか!
cGameSceneNPCScriptReference207A,あれだけの　みずがあれば<BR>このほのおを<BR>けせるかもしれない!!
cGameSceneNPCScriptReference207B,さすがだぜ　<NAME>!!
cGameSceneNPCScriptReference207C,よし!<BR>おくじょうへ<BR>いってみようぜ!
cGameSceneNPCScriptReference207D,しょうかきを<BR>さがしましょう。
cGameSceneNPCScriptReference207E,しょうかき?<BR>ダメだ　ダメだ。<BR>この　ほのおは　しょうかき<BR>ていどじゃ　きえないぜ。
cGameSceneNPCScriptReference207F,う〜ん……<BR>どうしようかな…………………<BR>……………………………………
cGameSceneNPCScriptReference2081,フーフー　いきを<BR>ふきかけてみたら<BR>どうでしょう。
cGameSceneNPCScriptReference2082,フーフーいきを<BR>ふきかける?!
cGameSceneNPCScriptReference2083,<NAME>……<BR>ロウソクのひを<BR>けすんじゃないんだぜ。
cGameSceneNPCScriptReference2084,いきを　ふきかけたぐらいで<BR>きえるわけ　ないだろ?<BR>この　ほのおが!!
cGameSceneNPCScriptReference2085,まあ　こうらんなら<BR>よろこびそうな<BR>ボケだけどな。
cGameSceneNPCScriptReference2086,う〜ん……<BR>どうしようかな…………………<BR>……………………………………
cGameSceneNPCScriptReference2087,…………………………
cGameSceneNPCScriptReference2088,う〜ん……<BR>どうしようかな…………………<BR>……………………………………
cGameSceneNPCScriptReference2089,そうだ!!<BR>おくじょうだ!!!
cGameSceneNPCScriptReference208A,となりの　とうのおくじょうに<BR>みずが　たっぷり<BR>あったじゃないか!!
cGameSceneNPCScriptReference208B,あれだけの　みずがあれば<BR>この　ほのおも<BR>なんとか　なるんじゃねーか。
cGameSceneNPCScriptReference208C,こっちのとうにも<BR>みずが　あるかどうか<BR>しらべにいこうぜ!
cGameSceneNPCScriptReference208D,うう〜ん……<BR>こんなに　ほのおが<BR>もえてるんじゃ……
cGameSceneNPCScriptReference208E,だよな〜<BR>いっきにみずを　ドバッと<BR>かけれれば<BR>いいんだけどなぁ〜。
cGameSceneNPCScriptReference208F,こんなところで<BR>かんがえこんでも<BR>しかたない。
cGameSceneNPCScriptReference2090,いけるところまで<BR>いってみよう!
cGameSceneNPCScriptReference2091,ちょすいプールについてはなす
