ID,Text
cGameSceneNPCScriptReference1645,だいじょうぶか!?<BR><NAME>はん!!
cGameSceneNPCScriptReference1646,もうすこしで<BR>おぼれるところやったで。
cGameSceneNPCScriptReference1649,だいじょうぶか!?<BR><NAME>はん!!
cGameSceneNPCScriptReference164A,もうすこしで<BR>おぼれるところやったで。
cGameSceneNPCScriptReference164D,だいじょうぶ　<NAME>!<BR>しっかりしなさい!!
cGameSceneNPCScriptReference164E,もうすこしで<BR>おぼれるところ<BR>だったわよ。
cGameSceneNPCScriptReference1651,だいじょうぶ!?<BR><NAME>くん!!
cGameSceneNPCScriptReference1652,もうすこしで<BR>おぼれるところ<BR>だったわよ。
cGameSceneNPCScriptReference1655,おい!<BR>だいじょうぶか<BR><NAME>くん。
cGameSceneNPCScriptReference1656,もうすこしで<BR>おぼれるところだったぞ。
cGameSceneNPCScriptReference1659,おい!<BR>だいじょうぶか<BR><NAME>くん。
cGameSceneNPCScriptReference165A,もうすこしで<BR>おぼれるところだったぞ。
