ID,Text
cGameSceneNPCScriptReference0119,よし!<BR>そろそろ　ミカサじょうくうへ<BR>とうちゃくするな……
cGameSceneNPCScriptReference011A,ミカサへ　こうかするまえに<BR>おしえて　おくことがある。
cGameSceneNPCScriptReference011B,<NAME>くんの　こうぶの<BR>バックパックには<BR>ひととおりの　アイテムを<BR>いれておいた。
cGameSceneNPCScriptReference011C,もし　こうぶに<BR>なにかあったら<BR>バックパックの　アイテムを<BR>つかうといい。
cGameSceneNPCScriptReference011D,バックパックの　つかいかたは<BR>マップのうえで<BR>スタートボタンを　おすんだ。
cGameSceneNPCScriptReference011E,ウィンドウが　ひらいたら<BR>じゅうじボタンで<BR>メニューをえらんで<BR>Aボタンを　おすんだ。
cGameSceneNPCScriptReference011F,そうすると　えらんだメニュー<BR>の　なかに　はいれる。<BR>わかったかな?
cGameSceneNPCScriptReference0120,はい
cGameSceneNPCScriptReference0122,いいえ
cGameSceneNPCScriptReference0124,はい!　わかりました!!
cGameSceneNPCScriptReference0125,よし!<BR>では　こうかようい!
cGameSceneNPCScriptReference0126,いいか　<NAME>くん。<BR>こうぶに　のっているとは<BR>いっても　ちゃくちの<BR>しょうげきは　おおきい。
cGameSceneNPCScriptReference0127,くうちゅうで　バランスを<BR>くずさない　ようにして<BR>ちゃくちの　しょうげきに<BR>そなえるんだぞ!
cGameSceneNPCScriptReference0128,では　しゅつげき!!
cGameSceneNPCScriptReference0129,すみません。<BR>もういちど　せつめいを<BR>おねがいします。
cGameSceneNPCScriptReference012A,うむ。
