ID,Text
cGameSceneNPCScriptReference2269,ろうやに　ひとがいるぞ……<BR>……………………………………<BR>めが　クリッとした<BR>かわいい　おんなのこだ。
cGameSceneNPCScriptReference226A,たすけない
cGameSceneNPCScriptReference226C,たすける
cGameSceneNPCScriptReference226E,かわいい　おんなのこって<BR>いうのが　あやしいよな。<BR>もしかして　まものが<BR>ばけているのかも……
cGameSceneNPCScriptReference226F,たすけるのは　ヤメにしよう。
cGameSceneNPCScriptReference2270,かわいそうだから<BR>はやくだしてあげなきゃ。
cGameSceneNPCScriptReference2271,きゃあああああ!<BR>ありがとうございますぅ!<BR>あたし　ののむらつぼみって<BR>いいます!
cGameSceneNPCScriptReference2272,きがついたら<BR>まわりが　まものだらけで<BR>どうしようと　おもったけど<BR>たすかりましたぁ!
cGameSceneNPCScriptReference2273,これ　ひろったものですけど<BR>おれいに　さしあげます!<BR>うけとってください!
cGameSceneNPCScriptReference2274,<NAME>は<BR>『けんのひでんしょ』を<BR>てにいれた。
cGameSceneNPCScriptReference2275,<NAME>は<BR>『スイリュウまつり』のわざを<BR>おぼえた!
cGameSceneNPCScriptReference2279,しかし<BR>つかえるそうびを<BR>もっていなかった。
cGameSceneNPCScriptReference227B,『スイリュウまつり』は<BR>『おおたち』に<BR>セットすることができる。
cGameSceneNPCScriptReference227C,『スイリュウまつり』は<BR>『ダマスカスのたち』に<BR>セットすることができる。
cGameSceneNPCScriptReference227D,『スイリュウまつり』は<BR>『おおたち』と<BR>『ダマスカスのたち』に<BR>セットすることができる。
cGameSceneNPCScriptReference227E,それじゃあ<BR>ハッスル　ハッスルで<BR>がんばってくださいね。
cGameSceneNPCScriptReference227F,<NAME>は<BR>おとめがくえん　の<BR>ののむら　つぼみ　を<BR>たすけた。
cGameSceneNPCScriptReference2280,ろうやに　ひとがいるわ……<BR>……………………………………<BR>めが　クリッとした<BR>かわいい　おんなのこだわ。
cGameSceneNPCScriptReference2281,たすけない
cGameSceneNPCScriptReference2283,たすける
cGameSceneNPCScriptReference2285,かわいい　おんなのこって<BR>いうのが　なんだか<BR>とっても　あやしいわね。
cGameSceneNPCScriptReference2286,たすけるのは<BR>ヤメときましょう。
cGameSceneNPCScriptReference2287,かわいそうだから<BR>はやくだしてあげなきゃ。
cGameSceneNPCScriptReference2288,きゃあああああ!<BR>ありがとうございますぅ!<BR>あたし　ののむらつぼみって<BR>いいます!
cGameSceneNPCScriptReference2289,きがついたら<BR>まわりが　まものだらけで<BR>どうしようと　おもったけど<BR>たすかりましたぁ!
cGameSceneNPCScriptReference228A,これ　ひろったものですけど<BR>おれいに　さしあげます!<BR>うけとってください!
cGameSceneNPCScriptReference228B,<NAME>は<BR>『けんのひでんしょ』を<BR>てにいれた。
cGameSceneNPCScriptReference228C,<NAME>は<BR>『スイリュウまつり』のわざを<BR>おぼえた!
cGameSceneNPCScriptReference2290,しかし<BR>つかえるそうびを<BR>もっていなかった。
cGameSceneNPCScriptReference2292,『スイリュウまつり』は<BR>『おおたち』に<BR>セットすることができる。
cGameSceneNPCScriptReference2293,『スイリュウまつり』は<BR>『ダマスカスのたち』に<BR>セットすることができる。
cGameSceneNPCScriptReference2294,『スイリュウまつり』は<BR>『おおたち』と<BR>『ダマスカスのたち』に<BR>セットすることができる。
cGameSceneNPCScriptReference2295,それじゃあ<BR>ハッスル　ハッスルで<BR>がんばってくださいね。
cGameSceneNPCScriptReference2296,<NAME>は<BR>おとめがくえん　の<BR>ののむら　つぼみ　を<BR>たすけた。
