ID,Text
cGameSceneNPCScriptReference302E,さ……さくらさん!<BR>あ……あれは　まさか……
cGameSceneNPCScriptReference302F,あれが　『まかいのトビラ』<BR>じゃ　ないですか?
cGameSceneNPCScriptReference3030,ええ……<BR>そうに　ちがいありませんね。
cGameSceneNPCScriptReference3031,!!
cGameSceneNPCScriptReference3032,あっ!<BR>あとすこしで　かんぜんに<BR>ひらいてしまいます!!
cGameSceneNPCScriptReference3033,はやく　トビラを<BR>とじないと!!<BR>…………でも　どうやって……<BR>……………………………………
cGameSceneNPCScriptReference3034,さくらさん。<BR>ここにある　だいざみたいな<BR>ものは　もしかして……
cGameSceneNPCScriptReference3035,……これは　いかにも<BR>『まじんき・けん』を<BR>おいてくれと　いわんばかりの<BR>だいざですね。
cGameSceneNPCScriptReference3036,あちらは　どうでしょう?
cGameSceneNPCScriptReference3037,こちらは　どうやら<BR>『まじんき・たま』を<BR>おくための　だいざの<BR>ようですね。
cGameSceneNPCScriptReference3038,<NAME>さん。<BR>むこうの　だいざは<BR>どうですか?
cGameSceneNPCScriptReference3039,こっちは……<BR>『まじんき・かがみ』を<BR>おく　だいざの　ようです。
cGameSceneNPCScriptReference303A,どういうこと<BR>なんでしょう……
cGameSceneNPCScriptReference303B,おそらく……　『まじんき』が<BR>この　『まかいのトビラ』の<BR>カギになってるんじゃ<BR>ないでしょうか?
cGameSceneNPCScriptReference303C,じゃあ　はやく<BR>『まじんき』を　つかって<BR>あの　トビラを　とじないと!
cGameSceneNPCScriptReference303D,そうですね!<BR>おおいそぎで　だいざに<BR>『まじんき』をおいて<BR>いきましょう!
cGameSceneNPCScriptReference303E,あっ!
cGameSceneNPCScriptReference303F,しまった!<BR>トビラが　かんぜんに<BR>ひらいてしまったわ!!
cGameSceneNPCScriptReference3040,<NAME>さん!　<BR>きをつけてください!!<BR>じゃあくな　れいりょくを<BR>かんじます!!!
cGameSceneNPCScriptReference3041,われの　めざめを<BR>じゃまするものは<BR>だれだ……
cGameSceneNPCScriptReference3042,ボクは<BR>ていこくかげきだん・はなぐみ<BR><NAME>だ!
cGameSceneNPCScriptReference3043,おまえは　なにものだ!
cGameSceneNPCScriptReference3044,われは　まかいおう……<BR>ちのそこにて　ながくねむりし<BR>まもののおう。
cGameSceneNPCScriptReference3045,きょだいな　ちからにより<BR>トビラが　ひらかれし<BR>いま……
cGameSceneNPCScriptReference3046,われら　まものが<BR>ちじょうを　しはいする……
cGameSceneNPCScriptReference3047,おまえも　まものとなり<BR>われと　ともに　ちじょうを<BR>はかいしつくさぬか?
cGameSceneNPCScriptReference3048,おもしろそうだ
cGameSceneNPCScriptReference304A,バカなことをいうな!
cGameSceneNPCScriptReference304C,おもしろそうだな!
cGameSceneNPCScriptReference304D,<NAME>さん!<BR>なに　バカなこと<BR>いってるんですか!!
cGameSceneNPCScriptReference304E,よし!　<BR>ボクも　まものになって<BR>せかいを　しはいしてやる!
cGameSceneNPCScriptReference304F,フフフフフフ……<BR>ならば　われのもとへ……
cGameSceneNPCScriptReference3050,せかいは　まかいおうと<BR><NAME>によって<BR>ほろぼされた。
cGameSceneNPCScriptReference3051,　　　ゲームオーバー
cGameSceneNPCScriptReference3052,バカなことをいうな!
cGameSceneNPCScriptReference3053,ちじょうを　はかいだなんて<BR>そんなこと　させるものか!!
cGameSceneNPCScriptReference3054,そのとおりです!<BR>ていとの　へいわを<BR>まもるのが　あたしたち
cGameSceneNPCScriptReference3055,ていこくかげきだんの<BR>しめい　なんですから!!
cGameSceneNPCScriptReference3056,フフフ……そうか<BR>ざんねんだが　それならば<BR>しかたがない……
cGameSceneNPCScriptReference3057,おまえたちには<BR>ここで　しんでもらう……
cGameSceneNPCScriptReference3058,!!!
cGameSceneNPCScriptReference3059,グォォォ……
cGameSceneNPCScriptReference305A,す……　すごく………………<BR>じゃあくで　つよい…………<BR>れいりょくだわ………………
cGameSceneNPCScriptReference305B,フフ……おまえたち……<BR>わが　しもべに<BR>かなうかな……
cGameSceneNPCScriptReference305C,たとえ　どんなに<BR>つよい　まものでも<BR>あたしたちは　まけないわ!<BR>ねっ!　<NAME>さん!!
cGameSceneNPCScriptReference305D,はい!
cGameSceneNPCScriptReference305F,はい!　もちろんです!!<BR>さくらさん!<BR>ボクたちの　チカラを<BR>みせてやりましょう!!
cGameSceneNPCScriptReference3060,もちろんですよ<BR><NAME>さん!!
cGameSceneNPCScriptReference3061,いざ!　かくご!!
cGameSceneNPCScriptReference3063,……………………………………
cGameSceneNPCScriptReference3064,<NAME>さん<BR>きんちょうしなくても<BR>だいじょうぶですよ。
cGameSceneNPCScriptReference3065,いまの　<NAME>さんなら<BR>だいじょうぶです!
cGameSceneNPCScriptReference3066,さあ　いきますよ!
cGameSceneNPCScriptReference3067,グオァアァアァァァ〜〜!!
cGameSceneNPCScriptReference3068,やりましたね!<BR>さくらさん!!
cGameSceneNPCScriptReference3069,ええ　やりましたね!<BR><NAME>さん!!
cGameSceneNPCScriptReference306A,まかいおう!<BR>おまえの　てしたも<BR>たいしたこと　ないわね!
cGameSceneNPCScriptReference306B,フ……フハハハハハ!!
cGameSceneNPCScriptReference306C,な……<BR>なにが　おかしい!!
cGameSceneNPCScriptReference306D,フハハハ……　なかなか<BR>やるではないか……
cGameSceneNPCScriptReference306E,おまえたちを　たおし<BR>まものにかえて<BR>われの　あたらしい<BR>しもべと　してやろう。
cGameSceneNPCScriptReference306F,な　なんですって?!
cGameSceneNPCScriptReference3070,そんなことは　させない!
cGameSceneNPCScriptReference3072,そんなことは　させない!<BR>やられるのは　おまえだ!!<BR>まかいおう!!!
cGameSceneNPCScriptReference3073,そのとおりよ!<BR>おまえを　たおして<BR>にどと　よみがえらないよう<BR>ふういんして　あげるわ!
cGameSceneNPCScriptReference3075,……………………………………
cGameSceneNPCScriptReference3076,そんなことは　させないわ!<BR>やられるのは　おまえよ!!<BR>まかいおう!!!
cGameSceneNPCScriptReference3077,おまえを　たおし<BR>にどと　よみがえらないよう<BR>ふういんします!!
cGameSceneNPCScriptReference3078,フフフ……<BR>できるかな?……
cGameSceneNPCScriptReference3079,いきますよ!<BR><NAME>さん!!
cGameSceneNPCScriptReference307A,うおおおおおおおおおおおおお<BR>おおおおおおおおおおおおおお<BR>おおおおおおおおおおおおおお<BR>おおおおおーーーーーーーっ!
cGameSceneNPCScriptReference307B,おぼえておれ……<BR>われは　なんどでも<BR>よみがえってくる……<BR>ぐぅっ……!!!
cGameSceneNPCScriptReference307C,はあ……はあ……や……<BR>やりましたね　さくらさん。
cGameSceneNPCScriptReference307D,<NAME>さん!<BR>『まじんき』を　はやく<BR>だいざに!
cGameSceneNPCScriptReference307E,あの　トビラを　えいえんに<BR>とじるんです!!
cGameSceneNPCScriptReference307F,まずは　『まじんき・かがみ』<BR>を……
cGameSceneNPCScriptReference3080,よし!<BR>つぎは……と
cGameSceneNPCScriptReference3081,ここは　『まじんき・たま』<BR>だな……
cGameSceneNPCScriptReference3082,よし!<BR>さいごは……
cGameSceneNPCScriptReference3083,『まじんき・けん』だ!
cGameSceneNPCScriptReference3084,よし!<BR>ぜんぶ　おいたぞ。
cGameSceneNPCScriptReference3085,……!!<BR>みて!　<NAME>さん!!
cGameSceneNPCScriptReference3086,さくらさん……
cGameSceneNPCScriptReference3087,<NAME>さん<BR>ついに　やりましたね。
cGameSceneNPCScriptReference3088,はい!<BR>…………でも
cGameSceneNPCScriptReference3089,『まじんき』を<BR>かいしゅうするだけの<BR>にんむ　だったのに<BR>こんなことに　なるなんて……
cGameSceneNPCScriptReference308A,そうですね……<BR>まさか　ちじょうの　しはいを<BR>たくらむものが　こんな　<BR>ところに　いるなんて……
cGameSceneNPCScriptReference308B,それにしても<BR><NAME>さんは<BR>ほんとうに　よく<BR>がんばりましたね。
cGameSceneNPCScriptReference308C,こころから　おれいを<BR>いわせてもらいます。<BR>ありがとう　ございました。
cGameSceneNPCScriptReference308D,さあ　『まじんき』を<BR>もって　ていげきに<BR>かえりましょう!
cGameSceneNPCScriptReference308E,にんむかんりょう!<BR>ていげきに　かえりましょう<BR><NAME>さん!!
cGameSceneNPCScriptReference308F,さ……さくらさん!<BR>あ……あれは　まさか……
cGameSceneNPCScriptReference3090,あれが　『まかいのトビラ』<BR>じゃ　ないですか?
cGameSceneNPCScriptReference3091,ええ……<BR>そうに　ちがいありませんね。
cGameSceneNPCScriptReference3092,!!
cGameSceneNPCScriptReference3093,あっ!<BR>あとすこしで　かんぜんに<BR>ひらいてしまいます!!
cGameSceneNPCScriptReference3094,はやく　トビラを<BR>とじないと!!<BR>…………でも　どうやって……<BR>……………………………………
cGameSceneNPCScriptReference3095,さくらさん。<BR>ここにある　だいざみたいな<BR>ものは　もしかして……
