ID,Text
cGameSceneNPCScriptReference0263,Ah! There’s<BR>something<BR>here!<BR>Iris!
cGameSceneNPCScriptReference0264,It’s a demon!
cGameSceneNPCScriptReference0265,It’s next<BR>to the thing<BR>that controls<BR>the engine.
cGameSceneNPCScriptReference0266,What could it<BR>be up to?
cGameSceneNPCScriptReference0267,Ah! There’s<BR>something<BR>here!<BR>Iris!
cGameSceneNPCScriptReference0268,It’s a demon!
cGameSceneNPCScriptReference0269,It’s next<BR>to the thing<BR>that controls<BR>the engine.
cGameSceneNPCScriptReference026A,What could it<BR>be up to?
cGameSceneNPCScriptReference026F,Ah! Sakura!<BR>There’s<BR>something<BR>there!
cGameSceneNPCScriptReference0270,It’s a demon!
cGameSceneNPCScriptReference0271,It’s over by<BR>the Mikasa’s<BR>control<BR>panel.
cGameSceneNPCScriptReference0272,What on earth<BR>is it up to…?
cGameSceneNPCScriptReference0273,Ah! Sakura!<BR>There’s<BR>something<BR>there!
cGameSceneNPCScriptReference0274,It’s a demon!
cGameSceneNPCScriptReference0275,It’s over by<BR>the Mikasa’s<BR>control<BR>panel.
cGameSceneNPCScriptReference0276,What on earth<BR>is it up to…?
cGameSceneNPCScriptReference026B,Ah! Reni!<BR>There’s<BR>something<BR>there!
cGameSceneNPCScriptReference026C,It’s a demon.
cGameSceneNPCScriptReference026D,It’s over by<BR>the control<BR>panel.
cGameSceneNPCScriptReference026E,What is it<BR>doing...?
cGameSceneNPCScriptReference0277,Ah! Sumire!<BR>There’s<BR>something<BR>there!
cGameSceneNPCScriptReference0278,A demon!
cGameSceneNPCScriptReference0279,It’s over by<BR>the control<BR>panel.
cGameSceneNPCScriptReference027A,What could it<BR>be scheming…?
