ID,Text
cGameSceneNPCScriptReference0636,うわっ!<BR>なに!　これ!!<BR>こおりついてるよ!!
cGameSceneNPCScriptReference0637,スケートができるわね
cGameSceneNPCScriptReference0639,れいぞうこのなか　みたい
cGameSceneNPCScriptReference063B,さむーーー
cGameSceneNPCScriptReference063D,もっと　さむくなったら<BR>ミカサのなかで　スケートが<BR>できちゃうかもね。
cGameSceneNPCScriptReference063E,ヘェー。<BR><NAME>って　スケート<BR>できるんだ。
cGameSceneNPCScriptReference063F,すごいね。<BR>こんど　つれてってね。
cGameSceneNPCScriptReference0640,でも……<BR>なんで　ミカサが<BR>こんなことに<BR>なってるのかな〜……
cGameSceneNPCScriptReference0641,れいぞうこのなか<BR>みたいね。
cGameSceneNPCScriptReference0642,へえ〜。<BR>れいぞうこの　なかって<BR>こういう　かんじなんだ〜。
cGameSceneNPCScriptReference0643,れいとうこだと<BR>もっとさむくて<BR>きっと　ゆかなんか<BR>ツルツルにすべっちゃうわよ。
cGameSceneNPCScriptReference0644,そうなったら　こうぶに<BR>すべらないクツを<BR>はかせないと　いけないわね。
cGameSceneNPCScriptReference0645,すべらないクツっていいね。<BR>こんど　こうらんに<BR>いってみるといいよ。
cGameSceneNPCScriptReference0646,でも……<BR>なんで　ミカサが<BR>こんなことに<BR>なってるのかな〜……
cGameSceneNPCScriptReference0647,さむーーー!!!
cGameSceneNPCScriptReference0648,アイリスも<BR>さむーーー!!!
cGameSceneNPCScriptReference0649,でも……<BR>なんで　ミカサが<BR>こんなことに<BR>なってるのかな〜……
cGameSceneNPCScriptReference064A,うわっ!<BR>なに!　これ!!<BR>こおりついてるよ!!
cGameSceneNPCScriptReference064B,スケートができるね
cGameSceneNPCScriptReference064D,れいぞうこのなか　みたい
cGameSceneNPCScriptReference064F,さむーーー
cGameSceneNPCScriptReference0651,もっと　さむくなったら<BR>ミカサのなかで　スケートが<BR>できちゃうかもね。
cGameSceneNPCScriptReference0652,ヘェー。<BR><NAME>って　スケート<BR>できるんだ。
cGameSceneNPCScriptReference0653,かっこいい〜。<BR>こんど　つれてってね。
cGameSceneNPCScriptReference0654,でも……<BR>なんで　ミカサが<BR>こんなことに<BR>なってるのかな〜……
cGameSceneNPCScriptReference0655,れいぞうこのなか<BR>みたいだね。
cGameSceneNPCScriptReference0656,へえ〜。<BR>れいぞうこの　なかって<BR>こういう　かんじなんだ〜。
cGameSceneNPCScriptReference0657,れいとうこだと<BR>もっとさむくて<BR>きっと　ゆかなんか<BR>ツルツルにすべっちゃうよ。
cGameSceneNPCScriptReference0658,そうなったら　こうぶに<BR>すべらないクツを<BR>はかせないとね。
cGameSceneNPCScriptReference0659,すべらないクツっていいね。<BR>こんど　こうらんに<BR>いってみるといいよ。
cGameSceneNPCScriptReference065A,でも……<BR>なんで　ミカサが<BR>こんなことに<BR>なってるのかな〜……
cGameSceneNPCScriptReference065B,さむーーー!!!
cGameSceneNPCScriptReference065C,アイリスも<BR>さむーーー!!!
cGameSceneNPCScriptReference065D,でも……<BR>なんで　ミカサが<BR>こんなことに<BR>なってるのかな〜……
cGameSceneNPCScriptReference0671,……………………………………<BR>ミカサのなかが<BR>こおりついてる………………
cGameSceneNPCScriptReference0672,スケートができますね
