ID,Text
cGameSceneNPCScriptReference1261,こうらんさん。<BR>このトビラ　しまってます。
cGameSceneNPCScriptReference1262,そやな〜。
cGameSceneNPCScriptReference1263,あそこにあるの<BR>スイッチやんか。<BR><NAME>はん　おしてみて<BR>くれへんか。
cGameSceneNPCScriptReference1264,りょうかい。
cGameSceneNPCScriptReference1265,…………<BR>なにもおきません。
cGameSceneNPCScriptReference1266,………………<BR>ほな　あっちのスイッチも<BR>しらべてみよか。
cGameSceneNPCScriptReference1267,カンナはん　アイリス<BR>あっちの　スイッチ<BR>たのむわ。
cGameSceneNPCScriptReference1268,おう。
cGameSceneNPCScriptReference1269,スイッチ　オン。
cGameSceneNPCScriptReference126A,…………<BR>なにも　おきねーなー。
cGameSceneNPCScriptReference126B,スイッチが　２つあると<BR>いうことは……
cGameSceneNPCScriptReference126C,どうじに　おしてみたら?
cGameSceneNPCScriptReference126E,ふたつのスイッチを　どうじに<BR>おしてみる　っていうのは　<BR>どうですか?
cGameSceneNPCScriptReference126F,<NAME>はん<BR>それいま　ウチがいおうと<BR>してたのに〜。
cGameSceneNPCScriptReference1270,でもまあ　さすが<BR><NAME>はんやな。<BR>ウチと　おなじこと<BR>かんがえるなんて。
cGameSceneNPCScriptReference1272,ふたつのスイッチを<BR>どうじに　おしたら<BR>エエんとちゃうか!
cGameSceneNPCScriptReference1273,きっとそうや!<BR>そうに　ちがいない!!
cGameSceneNPCScriptReference1274,ほな　さっそく<BR>やってみよか。
cGameSceneNPCScriptReference1275,カンナはんと　アイリスは<BR>そっちのスイッチを<BR>たのむわ。
cGameSceneNPCScriptReference1276,<NAME>はんは　こっちの<BR>スイッチを　おしてな。
cGameSceneNPCScriptReference1277,それじゃ　みんな<BR>じゅんび　エエか?
cGameSceneNPCScriptReference1278,ああ!　こっちは　いつでも<BR>オッケーだぜ!
cGameSceneNPCScriptReference1279,３つかぞえたら　どうじに<BR>おすんやで。
cGameSceneNPCScriptReference127A,ほな　いくで〜。
cGameSceneNPCScriptReference127F,やったぜ!　<NAME>!!<BR>いっぱつで　トビラが<BR>ひらいたじゃないか!!
cGameSceneNPCScriptReference1280,スゴイ　スゴーイ!<BR><NAME>!!
cGameSceneNPCScriptReference1281,やるな〜　<NAME>はん。<BR>さすがや。
cGameSceneNPCScriptReference1282,じゃあ　あたいたちは<BR>さきに　いかせてもらうぜ!
cGameSceneNPCScriptReference1283,<NAME>はん<BR>ウチらも　いくで〜。
cGameSceneNPCScriptReference1284,やったー!<BR>トビラが　ひらいた!!
cGameSceneNPCScriptReference1285,やるな〜　<NAME>はん。
cGameSceneNPCScriptReference1286,じゃあ　あたいたちは<BR>さきに　いかせてもらうぜ!
cGameSceneNPCScriptReference1287,<NAME>はん<BR>ウチらも　いくで〜。
cGameSceneNPCScriptReference1288,やったー!<BR>トビラが　ひらいた!!
cGameSceneNPCScriptReference1289,じゃあ　あたいたちは<BR>さきに　いかせてもらうぜ!
cGameSceneNPCScriptReference128A,<NAME>はん<BR>ウチらも　いくで〜。
cGameSceneNPCScriptReference128B,タイミングが<BR>あえへんかったな。
cGameSceneNPCScriptReference128C,もういっかいや。<BR>おちついて　やったら<BR>だいじょうぶやから。
cGameSceneNPCScriptReference128E,こうらんに　しつもんする
cGameSceneNPCScriptReference1290,こうらんさん<BR>このかいだんは<BR>まだ　つづくんですか?
cGameSceneNPCScriptReference1291,そやな〜。<BR>けっこう　ふかいみたいやな。
cGameSceneNPCScriptReference1292,こうらんさん。<BR>このトビラ　しまってます。
cGameSceneNPCScriptReference1293,そやな〜。
cGameSceneNPCScriptReference1294,あそこにあるの<BR>スイッチやんか。<BR><NAME>はん　おしてみて<BR>くれへんか。
cGameSceneNPCScriptReference1295,りょうかい。
cGameSceneNPCScriptReference1296,…………<BR>なにもおきません。
cGameSceneNPCScriptReference1297,………………<BR>ほな　あっちのスイッチも<BR>しらべてみよか。
cGameSceneNPCScriptReference1298,カンナはん　アイリス<BR>あっちの　スイッチ<BR>たのむわ。
cGameSceneNPCScriptReference1299,オッケー。
cGameSceneNPCScriptReference129A,スイッチ　オン。
cGameSceneNPCScriptReference129B,…………<BR>なにも　おきないよ。
cGameSceneNPCScriptReference129C,スイッチが　２つあると<BR>いうことは……
cGameSceneNPCScriptReference129D,どうじに　おしてみたら?
cGameSceneNPCScriptReference129F,ふたつのスイッチを　どうじに<BR>おしてみる　っていうのは　<BR>どうですか?
cGameSceneNPCScriptReference12A0,<NAME>はん<BR>それいま　ウチがいおうと<BR>してたのに〜。
cGameSceneNPCScriptReference12A1,でもまあ　さすが<BR><NAME>はんやな。<BR>ウチと　おなじこと<BR>かんがえるなんて。
cGameSceneNPCScriptReference12A3,ふたつのスイッチを<BR>どうじに　おしたら<BR>エエんとちゃうか!
cGameSceneNPCScriptReference12A4,きっとそうや!<BR>そうに　ちがいない!!
cGameSceneNPCScriptReference12A5,ほな　さっそく<BR>やってみよか。
cGameSceneNPCScriptReference12A6,カンナはんと　アイリスは<BR>そっちのスイッチを<BR>たのむわ。
cGameSceneNPCScriptReference12A7,<NAME>はんは　こっちの<BR>スイッチを　おしてな。
