ID,Text
cGameSceneNPCScriptReference1380,な　なんだ?!
cGameSceneNPCScriptReference1381,いまの　ゆれは　じしん?<BR>それとも　てきか?!<BR>…………………………それとも<BR>カンナさんたちが?!
cGameSceneNPCScriptReference1382,カンナさん!　アイリス!<BR><NAME>です。<BR>なにが　あったんですか!!
cGameSceneNPCScriptReference1383,よお　<NAME>か……<BR>すまねーな<BR>おどろかしたみたいで……
cGameSceneNPCScriptReference1384,もー!　カンナったら<BR>せっかちなんだからー!!
cGameSceneNPCScriptReference1385,アイリス!<BR>だいじょうぶなのか?
cGameSceneNPCScriptReference1386,あっ!　<NAME>。<BR>だいじょうぶだよ。<BR>しんぱい　しないで。
cGameSceneNPCScriptReference1387,カンナが　ながい　かいだんに<BR>しびれを　きらしちゃって<BR>「あ〜もう!　ちんたら<BR>　おりてらんねえ〜っ」って
cGameSceneNPCScriptReference1388,とちゅうで<BR>とびおりちゃったんだよ〜。
cGameSceneNPCScriptReference1389,お　おいアイリス。<BR>そんなことは　ほうこく<BR>しなくて　いいんだよ〜。
cGameSceneNPCScriptReference138A,それじゃあ　あたいたちは<BR>さきに　いくからな。
cGameSceneNPCScriptReference138B,とびおり　ちゃったって……<BR>カンナさん　らしいなあ……
cGameSceneNPCScriptReference138C,それにしても<BR>この　かいだん……<BR>そんなに　ながいのか…………
cGameSceneNPCScriptReference138D,な　なに!!<BR>なにが　おこったの?!
cGameSceneNPCScriptReference138E,いまの　ゆれは　じしん?<BR>それとも　てき?!<BR>…………………………それとも<BR>アイリスたちが?!
cGameSceneNPCScriptReference138F,カンナさん!　アイリス!<BR><NAME>です。<BR>なにが　あったんですか!!
cGameSceneNPCScriptReference1390,よお　<NAME>か……<BR>すまねーな<BR>おどろかしたみたいで……
cGameSceneNPCScriptReference1391,もー!　カンナったら<BR>せっかちなんだからー!!
cGameSceneNPCScriptReference1392,アイリス!<BR>だいじょうぶなの?
cGameSceneNPCScriptReference1393,あっ!　<NAME>。<BR>だいじょうぶだよ。<BR>しんぱい　しないで。
cGameSceneNPCScriptReference1394,カンナが　ながい　かいだんに<BR>しびれを　きらしちゃって<BR>「あ〜もう!　ちんたら<BR>　おりてらんねえ〜っ」って
cGameSceneNPCScriptReference1395,とちゅうで<BR>とびおりちゃったんだよ〜。
cGameSceneNPCScriptReference1396,お　おいアイリス。<BR>そんなことは　ほうこく<BR>しなくて　いいんだよ〜。
cGameSceneNPCScriptReference1397,それじゃあ　あたいたちは<BR>さきに　いくからな。
cGameSceneNPCScriptReference1398,とびおり　ちゃったって……<BR>カンナさん　らしいわね……
cGameSceneNPCScriptReference1399,それにしても<BR>この　かいだん……<BR>そんなに　ながいの…………
