ID,Text
cGameSceneNPCScriptReference1AD5,グオオオォォ!
cGameSceneNPCScriptReference1AD6,トビラの　なかから<BR>ものスゴイ　おとが<BR>きこえるぞ。
cGameSceneNPCScriptReference1AD7,もんをあける
cGameSceneNPCScriptReference1AD9,もんをあけない
cGameSceneNPCScriptReference1ADB,……ぶきみだな…………<BR>……あけるのは<BR>ヤメておこう………………
cGameSceneNPCScriptReference1ADC,よし　あけるぞ!
cGameSceneNPCScriptReference1ADD,グオオオ!<BR>スピ〜〜<BR>……………………………………
cGameSceneNPCScriptReference1ADE,ンガッ!
cGameSceneNPCScriptReference1ADF,ンン〜?!……<BR>わしの　ネムリを<BR>ジャマ　するのは<BR>だれジャ〜!!
cGameSceneNPCScriptReference1AE0,ンン?<BR>なんジャ?　オメエらは!!
cGameSceneNPCScriptReference1AE1,おまえこそ　なにもの!?<BR>まさか……
cGameSceneNPCScriptReference1AE2,おおボス?
cGameSceneNPCScriptReference1AE4,おまえが　おおボス?<BR>『まじんき』を　あつめている<BR>おやだま　なのか?!
cGameSceneNPCScriptReference1AE5,そのとおりジャ!<BR>わしが　さいごの<BR>おおボスなのジャ!!
cGameSceneNPCScriptReference1AE6,この　さきは<BR>『せいまじょう』……<BR>ダレも　このさきへは<BR>いかせぬのジャーッ!
cGameSceneNPCScriptReference1AE7,やられちゃったのジャーッ!<BR>わしが　おおボス　というのは<BR>ウソなのジャーッ!!
cGameSceneNPCScriptReference1AE8,グオオオォォ!
cGameSceneNPCScriptReference1AE9,トビラの　なかから<BR>ものスゴイ　おとが<BR>きこえるわ。
cGameSceneNPCScriptReference1AEA,もんをあける
cGameSceneNPCScriptReference1AEC,もんをあけない
cGameSceneNPCScriptReference1AEE,……ぶきみだわ…………<BR>……あけるのは<BR>ヤメておきましょう……
cGameSceneNPCScriptReference1AEF,よし　あけるわよ!
cGameSceneNPCScriptReference1AF0,グオオオ!<BR>スピ〜〜<BR>……………………………………
cGameSceneNPCScriptReference1AF1,ンガッ!
cGameSceneNPCScriptReference1AF2,ンン〜?!……<BR>わしの　ネムリを<BR>ジャマ　するのは<BR>だれジャ〜!!
cGameSceneNPCScriptReference1AF3,ンン?<BR>なんジャ?　オメエらは!!
cGameSceneNPCScriptReference1AF4,あなたこそ　なにもの!?<BR>まさか……
cGameSceneNPCScriptReference1AF5,おおボス?
cGameSceneNPCScriptReference1AF7,あなたが　おおボス?<BR>『まじんき』を　あつめている<BR>おやだま　なの?!
cGameSceneNPCScriptReference1AF8,そのとおりジャ!<BR>わしが　さいごの<BR>おおボスなのジャ!!
cGameSceneNPCScriptReference1AF9,この　さきは<BR>『せいまじょう』……<BR>ダレも　このさきへは<BR>いかせぬのジャーッ!
cGameSceneNPCScriptReference1AFA,やられちゃったのジャーッ!<BR>わしが　おおボス　というのは<BR>ウソなのジャーッ!!
