ID,Text
cGameSceneNPCScriptReference1E9D,あら?<BR>こっちにも　みずがたくさん<BR>ためられているわ。
cGameSceneNPCScriptReference1E9E,なんだか　プールみたいだね。
cGameSceneNPCScriptReference1E9F,どうして　こんなものが<BR>あるのかしら?
cGameSceneNPCScriptReference1EA0,このみず……なにかに<BR>つかえないかしら。
cGameSceneNPCScriptReference1EA1,あら?<BR>これは　なにかしら……
cGameSceneNPCScriptReference1EA2,おみずが　たくさんあるよ。<BR>プールみたいだね。
cGameSceneNPCScriptReference1EA3,どうして　こんなものが<BR>あるのかしら?
cGameSceneNPCScriptReference1EA4,うわ〜。<BR>おみずが　いっぱいある〜。
cGameSceneNPCScriptReference1EA5,…………これだけの　おみずが<BR>あれば　もしかしたら……<BR>あの　ほのおを<BR>けせるかもしれないよ。
cGameSceneNPCScriptReference1EA7,あっ!　これはなに?!<BR>おみずが　いっぱいあるよ。
cGameSceneNPCScriptReference1EA8,これは　ちょすいプールだわ。
cGameSceneNPCScriptReference1EA9,…………これだけの　おみずが<BR>あれば　もしかしたら……<BR>あの　ほのおを<BR>けせるかもしれないよ。
cGameSceneNPCScriptReference1EAA,ところで　<NAME>。<BR>この　おみずを　どうつかえば<BR>あの　ほのおを<BR>けせるのかな〜?
cGameSceneNPCScriptReference1EAB,プールをこわして　したにながす
cGameSceneNPCScriptReference1EAD,バケツで　はこぶ
cGameSceneNPCScriptReference1EAF,パイプをしたまで　とおす
cGameSceneNPCScriptReference1EB1,プールを　こわすのよ!<BR>そうすれば　いっきに　みずが<BR>したに　ながれていくわ!!
cGameSceneNPCScriptReference1EB2,これだけの　みずが<BR>ながれ　おちれば<BR>あの　ほのおも<BR>きえるんじゃないかしら。
cGameSceneNPCScriptReference1EB3,そうか!!<BR><NAME>　てんさーい!!
cGameSceneNPCScriptReference1EB4,よーし!<BR>じゃあ　まんなかにある<BR>せんを　こわそう!!
cGameSceneNPCScriptReference1EB6,バケツを　つかうのよ。<BR>バケツリレーで<BR>このみずを　したまで<BR>はこびましょう。
cGameSceneNPCScriptReference1EB7,え〜　アイリス<BR>そんな　つかれること<BR>やりたくないよ〜。
cGameSceneNPCScriptReference1EB8,……………………………………<BR>……………………………………<BR>そうだ!!
cGameSceneNPCScriptReference1EB9,まんなかにある<BR>プールの　せんを<BR>こわそうよ!
cGameSceneNPCScriptReference1EBA,そしたら　おみずが<BR>したに　ながれて<BR>いっちゃうよ。
cGameSceneNPCScriptReference1EBB,パイプを　ひきましょう!<BR>みずを　したまで<BR>ゆうどうするのよ!
cGameSceneNPCScriptReference1EBC,え〜　アイリス<BR>そんな　めんどくさいこと<BR>やりたくないよ〜。
cGameSceneNPCScriptReference1EBD,……………………………………<BR>……………………………………<BR>そうだ!!
cGameSceneNPCScriptReference1EBE,まんなかにある<BR>プールの　せんを<BR>こわそうよ!
cGameSceneNPCScriptReference1EBF,そしたら　おみずが<BR>したに　ながれて<BR>いっちゃうよ。
cGameSceneNPCScriptReference1EC0,……………………………………
cGameSceneNPCScriptReference1EC1,……………………………………<BR>……………………………………<BR>そうだ!!
cGameSceneNPCScriptReference1EC2,まんなかにある<BR>プールの　せんを<BR>こわそうよ!
cGameSceneNPCScriptReference1EC3,そしたら　おみずが<BR>したに　ながれて<BR>いっちゃうよ。
cGameSceneNPCScriptReference1EC4,しまった!<BR>てきが　あらわれたわ!<BR>アイリス!!
cGameSceneNPCScriptReference1EC5,そんなの　ほっといて!<BR>ちょすいプールの　せんだけを<BR>こうげきしよう!
cGameSceneNPCScriptReference1EC6,やったわ!!<BR>あっ!<BR>キャ〜〜!　ながされるぅ……
cGameSceneNPCScriptReference1EC7,この　おみずを　どうつかって<BR>あの　ほのおを<BR>けしたらいいのかなー。
cGameSceneNPCScriptReference1EC8,そうね…………
cGameSceneNPCScriptReference1EC9,プールをこわして　したにながす
cGameSceneNPCScriptReference1ECA,バケツで　はこぶ
cGameSceneNPCScriptReference1ECB,パイプをしたまで　とおす
cGameSceneNPCScriptReference1ED2,おや?<BR>こっちにも　みずがたくさん<BR>あるぞ。
cGameSceneNPCScriptReference1ED3,なんだか　プールみたいだね。
cGameSceneNPCScriptReference1ED4,なんで　こんなものが<BR>あるんだ?
cGameSceneNPCScriptReference1ED5,このみず……なにかに<BR>つかえないかな。
cGameSceneNPCScriptReference1ED6,おや?<BR>なんだ　これは?
cGameSceneNPCScriptReference1ED7,おみずが　たくさんあるよ。<BR>プールみたいだね。
cGameSceneNPCScriptReference1ED8,なんで　こんなものが<BR>あるんだ?
cGameSceneNPCScriptReference1ED9,うわ〜。<BR>おみずが　いっぱいある〜。
cGameSceneNPCScriptReference1EDA,…………これだけの　おみずが<BR>あれば　もしかしたら……<BR>あの　ほのおを<BR>けせるかもしれないよ。
cGameSceneNPCScriptReference1EDC,あっ!　これはなに?!<BR>おみずが　いっぱいあるよ。
cGameSceneNPCScriptReference1EDD,これは　ちょすいプールだな。
cGameSceneNPCScriptReference1EDE,…………これだけの　おみずが<BR>あれば　もしかしたら……<BR>あの　ほのおを<BR>けせるかもしれないよ。
cGameSceneNPCScriptReference1EDF,ところで　<NAME>。<BR>この　おみずを　どうつかえば<BR>あの　ほのおを<BR>けせるのかな〜?
cGameSceneNPCScriptReference1EE0,プールをこわして　したにながす
cGameSceneNPCScriptReference1EE2,バケツで　はこぶ
cGameSceneNPCScriptReference1EE4,パイプをしたまで　とおす
cGameSceneNPCScriptReference1EE6,プールを　こわそう!<BR>そうすれば　いっきに　みずが<BR>したに　ながれていく!!
cGameSceneNPCScriptReference1EE7,これだけの　みずが<BR>ながれ　おちれば<BR>あの　ほのおも<BR>きえるんじゃないかな。
