ID,Text
cGameSceneNPCScriptReference166B,こうらんさん。<BR>なにか　きこえますよ……
cGameSceneNPCScriptReference166C,…………おーい!…<BR>……<NAME>!<BR>……ここだ…………の……
cGameSceneNPCScriptReference166D,カンナさん!<BR>あっ!　つうしんが　<BR>とぎれちゃった……
cGameSceneNPCScriptReference166E,<NAME>はん!<BR>ちかくに　カンナはんたちが<BR>いるにちがいないで!!
cGameSceneNPCScriptReference166F,さがすんや!<BR><NAME>はん!!
cGameSceneNPCScriptReference1670,こうらんさん。<BR>なにか　きこえます。
cGameSceneNPCScriptReference1671,…………きこえる〜?…<BR>……<NAME>!<BR>……ここは…………の……
cGameSceneNPCScriptReference1672,ア　アイリス!<BR>あっ!……<BR>つうしんがとぎれた……
cGameSceneNPCScriptReference1673,<NAME>はん!<BR>ちかくに　アイリスたちが<BR>いるにちがいない!!
cGameSceneNPCScriptReference1674,さがすんや!<BR><NAME>はん!!
cGameSceneNPCScriptReference1675,マリアさん。<BR>なにか　きこえますよ……
cGameSceneNPCScriptReference1676,…………おーい!…<BR>……<NAME>!<BR>……ここだ…………の……
cGameSceneNPCScriptReference1677,カンナさん!<BR>あっ!　つうしんが　<BR>とぎれちゃった……
cGameSceneNPCScriptReference1678,<NAME>!<BR>ちかくに　カンナたちが<BR>いるのかもしれないわ!!
cGameSceneNPCScriptReference1679,さがすのよ　<NAME>!
cGameSceneNPCScriptReference167A,マリアさん。<BR>なにか　きこえます。
cGameSceneNPCScriptReference167B,…………きこえる〜?…<BR>……<NAME>!<BR>……ここは…………の……
cGameSceneNPCScriptReference167C,ア　アイリス!<BR>あっ!……<BR>つうしんがとぎれた……
cGameSceneNPCScriptReference167D,<NAME>くん!<BR>ちかくに　アイリスたちが<BR>いるのかもしれないわ!!
cGameSceneNPCScriptReference167E,さがしましょう!<BR><NAME>くん!!
cGameSceneNPCScriptReference167F,おおがみさん。<BR>なにか　きこえますよ……
cGameSceneNPCScriptReference1680,…………おーい!…<BR>……<NAME>!<BR>……ここだ…………の……
cGameSceneNPCScriptReference1681,カンナさん!<BR>あっ!　つうしんが　<BR>とぎれちゃった……
cGameSceneNPCScriptReference1682,<NAME>くん!<BR>ちかくに　カンナたちが<BR>いるのかもしれない!!
cGameSceneNPCScriptReference1683,さがそう!<BR><NAME>くん!!
cGameSceneNPCScriptReference1684,おおがみさん。<BR>なにか　きこえます。
cGameSceneNPCScriptReference1685,…………きこえる〜?…<BR>……<NAME>!<BR>……ここは…………の……
cGameSceneNPCScriptReference1686,ア　アイリス!<BR>あっ!……<BR>つうしんがとぎれた……
cGameSceneNPCScriptReference1687,<NAME>くん!<BR>ちかくに　アイリスたちが<BR>いるのかもしれない!!
cGameSceneNPCScriptReference1688,さがすんだ!<BR><NAME>くん!!
