ID,Text
cGameSceneNPCScriptReference18EC,これは　いったい!
cGameSceneNPCScriptReference18ED,マリアさん!<BR>あれは!!
cGameSceneNPCScriptReference18EE,さいだんの　まんなかに<BR>ひとが……
cGameSceneNPCScriptReference18EF,あれは!　バラぐみの<BR>よきひこさん　じゃない!
cGameSceneNPCScriptReference18F0,へんなひかりに<BR>つつまれています。
cGameSceneNPCScriptReference18F1,どうやら　ふういんのようね。
cGameSceneNPCScriptReference18F2,<NAME><BR>よきひこさんを<BR>たすけるわよ!!
cGameSceneNPCScriptReference18F3,なんでーすか　これは!
cGameSceneNPCScriptReference18F4,おりひめさん!<BR>あれは!!
cGameSceneNPCScriptReference18F5,さいだんの　まんなかに<BR>ひとがいまーす。
cGameSceneNPCScriptReference18F6,あれは!　バラぐみの<BR>よきひこさん　でーす。
cGameSceneNPCScriptReference18F7,へんなひかりに<BR>つつまれていますね。
cGameSceneNPCScriptReference18F8,あれはきっと　ふういんに<BR>ちがいありませーん。
cGameSceneNPCScriptReference18F9,<NAME>さん<BR>よきひこさんを<BR>たすけるでーす!!
cGameSceneNPCScriptReference18FA,なんだ　これは……
cGameSceneNPCScriptReference18FB,レニさん!<BR>あれは!!
cGameSceneNPCScriptReference18FC,さいだんの　まんなかに<BR>ひとがいる。
cGameSceneNPCScriptReference18FD,あれは!　バラぐみの<BR>よきひこ!!
cGameSceneNPCScriptReference18FE,へんなひかりに<BR>つつまれています。
cGameSceneNPCScriptReference18FF,なにかの　ふういん<BR>のようだね。
cGameSceneNPCScriptReference1900,よきひこを<BR>たすけよう　<NAME>!
cGameSceneNPCScriptReference1901,なんだ　これは……
cGameSceneNPCScriptReference1902,レニさん!<BR>あれは!!
cGameSceneNPCScriptReference1903,さいだんの　まんなかに<BR>ひとがいる。
cGameSceneNPCScriptReference1904,あれは!　バラぐみの<BR>よきひこ!!
cGameSceneNPCScriptReference1905,へんなひかりに<BR>つつまれていますね。
cGameSceneNPCScriptReference1906,なにかの　ふういん<BR>のようだね。
cGameSceneNPCScriptReference1907,よきひこを<BR>たすけよう　<NAME>!
cGameSceneNPCScriptReference1908,なんですの!　これは?!
cGameSceneNPCScriptReference1909,すみれさん!<BR>あれは!!
cGameSceneNPCScriptReference190A,さいだんの　まんなかに<BR>ひとが……
cGameSceneNPCScriptReference190B,あれは!　バラぐみの<BR>よきひこさん　ですわ。
cGameSceneNPCScriptReference190C,へんなひかりに<BR>つつまれています。
cGameSceneNPCScriptReference190D,なにかの　ふういん<BR>のようですわね。
cGameSceneNPCScriptReference190E,<NAME>さん<BR>よきひこさんを<BR>たすけますわよ!!
cGameSceneNPCScriptReference190F,なんですの!　これは?!
cGameSceneNPCScriptReference1910,すみれさん!<BR>あれは!!
cGameSceneNPCScriptReference1911,さいだんの　まんなかに<BR>ひとが……
cGameSceneNPCScriptReference1912,あれは!　バラぐみの<BR>よきひこさん　ですわ。
cGameSceneNPCScriptReference1913,へんなひかりに<BR>つつまれていますね。
cGameSceneNPCScriptReference1914,なにかの　ふういん<BR>のようですわね。
cGameSceneNPCScriptReference1915,<NAME>さん<BR>よきひこさんを<BR>たすけますわよ!!
