ID,Text
cGameSceneNPCScriptReference22BB,ろうやに　ひとがいるわ……<BR>どうしましょう……
cGameSceneNPCScriptReference22BC,とりあえず<BR>にんそうで　はんだん<BR>してみましょう。<BR>どれどれ…………
cGameSceneNPCScriptReference22BD,はちまきを　まいた<BR>だいくのおやかた　みたいな<BR>ひとだわ……
cGameSceneNPCScriptReference22BE,たすけない
cGameSceneNPCScriptReference22C0,たすける
cGameSceneNPCScriptReference22C2,………………………………<BR>なんだか　あやしいから<BR>たすけるのは　ヤメましょう。
cGameSceneNPCScriptReference22C3,はやく　たすけて<BR>あげなくちゃ。
cGameSceneNPCScriptReference22C4,よお!　ねえちゃん!<BR>たすけてくれんだな?!<BR>ありがとよっ!!
cGameSceneNPCScriptReference22C5,おれいに　あんたの<BR>その　きかい<BR>しゅうりしてやるよ。
cGameSceneNPCScriptReference22C6,なぁに　オレは　だいくだ。<BR>まかせとけって。
cGameSceneNPCScriptReference22C7,<NAME>たちは<BR>だいくの　げんざぶろうに<BR>ボディを　しゅうりして<BR>もらった。
cGameSceneNPCScriptReference22C8,<NAME>たちは<BR>たいきゅうちが<BR>ぜんかいした。
cGameSceneNPCScriptReference22C9,それじゃあ<BR>がんばってくれよ。
cGameSceneNPCScriptReference22CA,<NAME>は<BR>だいくの<BR>げんざぶろう　を<BR>たすけた。
cGameSceneNPCScriptReference22CB,ろうやに　ひとがいるぞ……<BR>どうしよう……
cGameSceneNPCScriptReference22CC,とりあえず<BR>にんそうで　はんだん<BR>してみよう。<BR>う〜ん　どれどれ…………
cGameSceneNPCScriptReference22CD,はちまきを　まいた<BR>だいくのおやかた　みたいな<BR>ひとだな……
cGameSceneNPCScriptReference22CE,たすけない
cGameSceneNPCScriptReference22D0,たすける
cGameSceneNPCScriptReference22D2,………………………………<BR>なんだか　あやしいから<BR>たすけるのヤメよう。
cGameSceneNPCScriptReference22D3,はやく　たすけて<BR>あげなくちゃ。
cGameSceneNPCScriptReference22D4,よお!　にいちゃん!<BR>たすけてくれんだな?!<BR>ありがとよっ!!
cGameSceneNPCScriptReference22D5,おれいに　あんたの<BR>その　きかい<BR>しゅうりしてやるよ。
cGameSceneNPCScriptReference22D6,なぁに　オレは　だいくだ。<BR>まかせとけって。
cGameSceneNPCScriptReference22D7,<NAME>たちは<BR>だいくの　げんざぶろうに<BR>ボディを　しゅうりして<BR>もらった。
cGameSceneNPCScriptReference22D8,<NAME>たちは<BR>たいきゅうちが<BR>ぜんかいした。
cGameSceneNPCScriptReference22D9,それじゃあ<BR>がんばってくれよ。
cGameSceneNPCScriptReference22DA,<NAME>は<BR>だいくの<BR>げんざぶろう　を<BR>たすけた。
