ID,Text
cGameSceneNPCScriptReference22E6,よっしゃ　<NAME>はん<BR>ここがあやしいんやな?
cGameSceneNPCScriptReference22E7,ほな　あぶないさかい<BR>さがっててや。
cGameSceneNPCScriptReference22E8,セットかんりょう!<BR>いくで〜!!
cGameSceneNPCScriptReference22E9,おお〜!!<BR>あいた!あいたで!!<BR>やったな　<NAME>はん!
cGameSceneNPCScriptReference22EA,ほな　とつげきや!<BR>おたからが　まってるで〜!
cGameSceneNPCScriptReference22EB,あ!　ちょっと!<BR>こうらんさん!
cGameSceneNPCScriptReference22EC,これや!<BR><NAME>はん<BR>おたから　はっけんや!
cGameSceneNPCScriptReference22ED,きゃあ!こうらんさん!!<BR>うしろ　うしろに!!
cGameSceneNPCScriptReference22EE,ウガガガー?!<BR>おまえら　なにものだウガ!
cGameSceneNPCScriptReference22EF,なんや　アンタは!<BR>これは　ウチらがみつけたんや<BR>よこどりはさせへんで!
cGameSceneNPCScriptReference22F0,ウガガ?<BR>なんのことウガ?
cGameSceneNPCScriptReference22F1,いや〜　ビックリしたな〜。<BR>とつぜん　まものが<BR>でてくんねんもんな〜。
cGameSceneNPCScriptReference22F2,だけど　なんとか<BR>たおせましたね。
cGameSceneNPCScriptReference22F3,そや!　そんなことより<BR>おたからや!
cGameSceneNPCScriptReference22F4,うわわ!　なんや?!<BR>あんた　だれや!
cGameSceneNPCScriptReference22F5,ああ……　たすかった……<BR>もうすこしで　まものに<BR>くわれる　とこでしたよ。
cGameSceneNPCScriptReference22F6,ええっ!<BR>まものにくわれる!?
cGameSceneNPCScriptReference22F7,ええ　まものにつかまって<BR>どこかへ　つれていかれた<BR>ひとを　みたんですよ。
cGameSceneNPCScriptReference22F8,きっと　やつらに<BR>くわれてるんですよ。
cGameSceneNPCScriptReference22F9,それで　こんなところに<BR>かくれて　いたんですか……
cGameSceneNPCScriptReference22FA,はい……<BR>それにしても<BR>たすかりました。
cGameSceneNPCScriptReference22FB,おやくにたつか　どうかは<BR>わかりませんが　おれいにこの<BR>ほんを　さしあげます。
cGameSceneNPCScriptReference22FC,『ちみゃくのしょ』……<BR>これは?
cGameSceneNPCScriptReference22FD,わたしは<BR>ミカサきねんこうえんの<BR>そうじを　しているもの<BR>なんですが。
cGameSceneNPCScriptReference22FE,せんじつ　そうじをしていて<BR>みつけた　ものなんです。
cGameSceneNPCScriptReference22FF,そうですか……<BR>ありがとうございます。
cGameSceneNPCScriptReference2300,<NAME>は<BR>『ちみゃくのしょ』を<BR>もらった。
cGameSceneNPCScriptReference2301,<NAME>は<BR>『ガンセキまつり』のわざを<BR>おぼえた!
cGameSceneNPCScriptReference2305,しかし<BR>つかえるそうびを<BR>もっていなかった。
cGameSceneNPCScriptReference2307,『ガンセキまつり』は<BR>『きょだいけん』と<BR>『ガントレット』に<BR>セットすることができる。
cGameSceneNPCScriptReference2308,『ガンセキまつり』は<BR>『ガントレット』に<BR>セットすることができる。
cGameSceneNPCScriptReference2309,『ガンセキまつり』は<BR>『きょだいけん』に<BR>セットすることができる。
cGameSceneNPCScriptReference230A,<NAME>　は　<BR>おそうじ　おじさん<BR>はせがわ　おさむ　を<BR>たすけた。
cGameSceneNPCScriptReference230B,なんや……まあ<BR>おたからやなかったけど<BR>よかったな!
cGameSceneNPCScriptReference230E,よっしゃ　<NAME>はん<BR>ここがあやしいんやな?
cGameSceneNPCScriptReference230F,ほな　あぶないさかい<BR>さがっててや。
cGameSceneNPCScriptReference2310,セットかんりょう!<BR>いくで〜!!
cGameSceneNPCScriptReference2311,おお〜!!<BR>あいた!あいたで!!<BR>やったな　<NAME>はん!
cGameSceneNPCScriptReference2312,ほな　とつげきや!<BR>おたからが　まってるで〜!
cGameSceneNPCScriptReference2313,わ!　ちょっと!<BR>こうらんさん!
cGameSceneNPCScriptReference2314,これや!<BR><NAME>はん<BR>おたから　はっけんや!
cGameSceneNPCScriptReference2315,うわっ!こうらんさん!!<BR>うしろ　うしろ!!
cGameSceneNPCScriptReference2316,ウガガガー?!<BR>おまえら　なにものだウガ!
cGameSceneNPCScriptReference2317,なんや　アンタは!<BR>これは　ウチらがみつけたんや<BR>よこどりはさせへんで!
cGameSceneNPCScriptReference2318,ウガガ?<BR>なんのことウガ?
cGameSceneNPCScriptReference2319,いや〜　ビックリしたな〜。<BR>とつぜん　まものが<BR>でてくんねんもんな〜。
cGameSceneNPCScriptReference231A,だけど　なんとか<BR>たおせましたね。
cGameSceneNPCScriptReference231B,そや!　そんなことより<BR>おたからや!
cGameSceneNPCScriptReference231C,うわわ!　なんや?!<BR>あんた　だれや!
cGameSceneNPCScriptReference231D,ああ……　たすかった……<BR>もうすこしで　まものに<BR>くわれる　とこでしたよ。
cGameSceneNPCScriptReference231E,ええっ!<BR>まものにくわれる!?
cGameSceneNPCScriptReference231F,ええ　まものにつかまって<BR>どこかへ　つれていかれた<BR>ひとを　みたんですよ。
cGameSceneNPCScriptReference2320,きっと　やつらに<BR>くわれてるんですよ。
cGameSceneNPCScriptReference2321,それで　こんなところに<BR>かくれて　いたんですか……
cGameSceneNPCScriptReference2322,はい……<BR>それにしても<BR>たすかりました。
cGameSceneNPCScriptReference2323,おやくにたつか　どうかは<BR>わかりませんが　おれいにこの<BR>ほんを　さしあげます。
cGameSceneNPCScriptReference2324,『ちみゃくのしょ』……<BR>これは?
cGameSceneNPCScriptReference2325,わたしは<BR>ミカサきねんこうえんの<BR>そうじを　しているもの<BR>なんですが。
cGameSceneNPCScriptReference2326,せんじつ　そうじをしていて<BR>みつけた　ものなんです。
cGameSceneNPCScriptReference2327,そうですか……<BR>ありがとうございます。
cGameSceneNPCScriptReference2328,<NAME>は<BR>『ちみゃくのしょ』を<BR>もらった。
cGameSceneNPCScriptReference2329,<NAME>は<BR>『ガンセキまつり』のわざを<BR>おぼえた!
cGameSceneNPCScriptReference232D,しかし<BR>つかえるそうびを<BR>もっていなかった。
cGameSceneNPCScriptReference232F,『ガンセキまつり』は<BR>『きょだいけん』と<BR>『ガントレット』に<BR>セットすることができる。
cGameSceneNPCScriptReference2330,『ガンセキまつり』は<BR>『ガントレット』に<BR>セットすることができる。
cGameSceneNPCScriptReference2331,『ガンセキまつり』は<BR>『きょだいけん』に<BR>セットすることができる。
cGameSceneNPCScriptReference2332,<NAME>　は　<BR>おそうじ　おじさん<BR>はせがわ　おさむ　を<BR>たすけた。
cGameSceneNPCScriptReference2333,なんや……まあ<BR>おたからやなかったけど<BR>よかったな!
