ID,Text
cGameSceneNPCScriptReference191F,マ……　マリアちゃん?!
cGameSceneNPCScriptReference1920,よきひこさん!<BR>だいじょうぶ!?
cGameSceneNPCScriptReference1921,だ…いじょうぶじゃ……<BR>ないわ…よ……<BR>まったく…もー。
cGameSceneNPCScriptReference1922,まっててください。<BR>すぐに　たすけます。
cGameSceneNPCScriptReference1923,ま…まちなさい……<BR>ここに…はいるには……
cGameSceneNPCScriptReference1924,そのさきの……<BR>ストーンサークルに<BR>……ある……
cGameSceneNPCScriptReference1925,ぞうが…みつめ…あったとき<BR>………ひかりに…………………<BR>……………………………………<BR>……………………………………
cGameSceneNPCScriptReference1926,…………?<BR>よきひこさん?!<BR>よきひこさん?!
cGameSceneNPCScriptReference1927,はやく　たすけないと!
cGameSceneNPCScriptReference1929,まにあわなかった……
cGameSceneNPCScriptReference192B,はやく　たすけないと!
cGameSceneNPCScriptReference192C,そうね　いきましょう!
cGameSceneNPCScriptReference192D,ヒントは　<BR>ぞうが　みつめあった　とき<BR>よ。
cGameSceneNPCScriptReference192E,まにあわなかった……
cGameSceneNPCScriptReference192F,あきらめちゃダメよ<BR><NAME>!<BR>まだ　しんだと　きまった<BR>わけじゃないわ!!
cGameSceneNPCScriptReference1930,はい!
cGameSceneNPCScriptReference1932,でも……
cGameSceneNPCScriptReference1934,はい!<BR>そうですよね!
cGameSceneNPCScriptReference1935,よし　いくわよ。<BR>ヒントは　<BR>ぞうが　みつめあった　とき<BR>よ!
cGameSceneNPCScriptReference1936,でも……
cGameSceneNPCScriptReference1937,<NAME>!<BR>さいごまで　あきらめないのが<BR>はなぐみなのよ!!
cGameSceneNPCScriptReference1938,いそぐわよ!　<NAME>!!
cGameSceneNPCScriptReference1939,ヒントは　<BR>ぞうが　みつめあった　とき<BR>よ!
cGameSceneNPCScriptReference193A,お……　おりひめちゃん?!
cGameSceneNPCScriptReference193B,よきひこさん!<BR>だいじょうぶでーすか!?
cGameSceneNPCScriptReference193C,だ…いじょうぶじゃ……<BR>ないわ…よ……<BR>まったく…もー。
cGameSceneNPCScriptReference193D,まってるといいでーす。<BR>すぐに　たすけまーす。
