ID,Text
cGameSceneNPCScriptReference1226,こんかいは　このエリアで<BR>『まじんき』をさがすんや。
cGameSceneNPCScriptReference1227,てきも　つよーなって<BR>くるから　ゆだんしたら<BR>あかんで。
cGameSceneNPCScriptReference1228,そのとおり。<BR>ゆだんしちゃーダメだぜ<BR><NAME>。
cGameSceneNPCScriptReference1229,アイリスも<BR><NAME>に<BR>まけないよう<BR>がんばるからね!
cGameSceneNPCScriptReference122A,がんばります!!
cGameSceneNPCScriptReference122C,わたしも　せいいっぱい<BR>がんばります!!
cGameSceneNPCScriptReference122D,よっしゃ。<BR>ほな　いこか。
cGameSceneNPCScriptReference122E,こんかいは　このエリアで<BR>『まじんき』をさがすんや。
cGameSceneNPCScriptReference122F,てきも　つよーなって<BR>くるから　ゆだんしたら<BR>あかんで。
cGameSceneNPCScriptReference1230,そのとおり。<BR>ゆだんしちゃーダメだぜ<BR><NAME>。
cGameSceneNPCScriptReference1231,アイリスも<BR><NAME>に<BR>まけないよう<BR>がんばるからね!
cGameSceneNPCScriptReference1232,がんばります!!
cGameSceneNPCScriptReference1234,せいいっぱい<BR>がんばります!!
cGameSceneNPCScriptReference1235,よっしゃ。<BR>ほな　いこか。
cGameSceneNPCScriptReference1236,こんかい　そうさくするのは<BR>このエリアよ。
cGameSceneNPCScriptReference1237,てきも　つよくなって<BR>きているわ。<BR>みんな　ゆだんしない<BR>ようにね。
cGameSceneNPCScriptReference1238,わかってるぜ<BR>マリア。
cGameSceneNPCScriptReference1239,アイリスも<BR><NAME>に<BR>まけないよう<BR>がんばるからね!
cGameSceneNPCScriptReference123A,がんばります!!
cGameSceneNPCScriptReference123C,わたしも　せいいっぱい<BR>がんばります!!
cGameSceneNPCScriptReference123D,フフ　きあいじゅうぶんね。<BR>きたいしてるわよ<BR><NAME>。
cGameSceneNPCScriptReference123E,では　いくわよ。
cGameSceneNPCScriptReference123F,こんかい　そうさくするのは<BR>このエリアよ。
cGameSceneNPCScriptReference1240,てきも　つよくなって<BR>きているわ。<BR>みんな　ゆだんしない<BR>ようにね。
cGameSceneNPCScriptReference1241,わかってるぜ<BR>マリア。
cGameSceneNPCScriptReference1242,アイリスも<BR><NAME>に<BR>まけないよう<BR>がんばるからね!
cGameSceneNPCScriptReference1243,がんばります!!
cGameSceneNPCScriptReference1245,ボクも　せいいっぱい<BR>がんばります!!
cGameSceneNPCScriptReference1246,きあいじゅうぶんね。<BR>では　いくわよ。
cGameSceneNPCScriptReference1247,こんかい　そうさくするのは<BR>このエリアだ。
cGameSceneNPCScriptReference1248,てきも　つよくなってきている<BR>ゆだんしないように<BR>こうどうしてくれ。
cGameSceneNPCScriptReference1249,おう　たいちょう!<BR>まかせてくれよ!!
cGameSceneNPCScriptReference124A,アイリスも<BR><NAME>に<BR>まけないよう<BR>がんばるからね!
cGameSceneNPCScriptReference124B,がんばります!!
cGameSceneNPCScriptReference124D,わたしも　せいいっぱい<BR>がんばります!!
cGameSceneNPCScriptReference124E,よし!<BR>きあいじゅうぶんだな<BR>いこう!
cGameSceneNPCScriptReference124F,こんかい　そうさくするのは<BR>このエリアだ。
cGameSceneNPCScriptReference1250,てきも　つよくなってきている<BR>ゆだんしないように<BR>こうどうしてくれ。
cGameSceneNPCScriptReference1251,おう　たいちょう!<BR>まかせてくれよ!!
cGameSceneNPCScriptReference1252,アイリスも<BR><NAME>に<BR>まけないよう<BR>がんばるからね!
cGameSceneNPCScriptReference1253,がんばります!!
cGameSceneNPCScriptReference1255,ボクも　せいいっぱい<BR>がんばります!!
cGameSceneNPCScriptReference1256,よし!<BR>きあいじゅうぶんだな<BR>いこう!
