ID,Text
cGameSceneNPCScriptReference07AE,カンナさん!<BR>つよいかぜに　じゃまされて<BR>さきに　すすめません!!
cGameSceneNPCScriptReference07AF,ああ　これじゃあムリだな<BR>わすれていたぜ……
cGameSceneNPCScriptReference07B0,このおおきなファンは<BR>ミカサの　かんきシステム<BR>なんだ。
cGameSceneNPCScriptReference07B1,これだけデカいと<BR>こうぶに　のっていても<BR>ふきとばされちまうのか。
cGameSceneNPCScriptReference07B2,では　ここからさきには<BR>すすめないんですか?
cGameSceneNPCScriptReference07B3,いや　だいじょうぶだ。
cGameSceneNPCScriptReference07B4,ここに<BR>スイッチがあるだろ。
cGameSceneNPCScriptReference07B5,このスイッチをおせば<BR>ファンが　すこしのあいだ<BR>とまる。
cGameSceneNPCScriptReference07B6,そのあいだに<BR>すばやく　とおりぬければ<BR>いけるハズだ。
cGameSceneNPCScriptReference07B7,すばやく　うごくには<BR>Bボタンを　おしながら<BR>いどうすると　いいぜ。
cGameSceneNPCScriptReference07B8,ということで　<NAME>。<BR>かぜに　ながされないように<BR>がんばっていこうぜ!
cGameSceneNPCScriptReference07B9,カンナさん!<BR>つよいかぜに　じゃまされて<BR>さきに　すすめません!!
cGameSceneNPCScriptReference07BA,ああ　これじゃあムリだな<BR>わすれていたぜ……
cGameSceneNPCScriptReference07BB,このおおきなファンは<BR>ミカサの　かんきシステム<BR>なんだ。
cGameSceneNPCScriptReference07BC,これだけデカいと<BR>こうぶに　のっていても<BR>ふきとばされちまうのか。
cGameSceneNPCScriptReference07BD,では　ここからさきには<BR>すすめないんですか?
cGameSceneNPCScriptReference07BE,いや　だいじょうぶだ。
cGameSceneNPCScriptReference07BF,ここに<BR>スイッチがあるだろ。
cGameSceneNPCScriptReference07C0,このスイッチをおせば<BR>ファンが　すこしのあいだ<BR>とまる。
cGameSceneNPCScriptReference07C1,そのあいだに<BR>すばやく　とおりぬければ<BR>いけるハズだ。
cGameSceneNPCScriptReference07C2,すばやく　うごくには<BR>Bボタンを　おしながら<BR>いどうすると　いいぜ。
cGameSceneNPCScriptReference07C3,ということで　<NAME>。<BR>かぜに　ながされないように<BR>がんばっていこうぜ!
cGameSceneNPCScriptReference07C4,おりひめさん!<BR>つよいかぜに　じゃまされて<BR>さきに　すすめません!!
cGameSceneNPCScriptReference07C5,Oh!そのとーりでーす。<BR>わすれていました!
cGameSceneNPCScriptReference07C6,このおおきなファンは<BR>ミカサの　かんきシステム<BR>でーす。
cGameSceneNPCScriptReference07C7,あまりにも　おおきいので<BR>こうぶでも　ふきとばされて<BR>しまうようでーす。
cGameSceneNPCScriptReference07C8,では　ここからさきには<BR>すすめないんですか?
cGameSceneNPCScriptReference07C9,だいじょうぶでーす。
cGameSceneNPCScriptReference07CA,ここに<BR>スイッチがありまーす。
cGameSceneNPCScriptReference07CB,このスイッチをおせば<BR>ファンがちょっちのあいだ<BR>とまりまーす。
cGameSceneNPCScriptReference07CC,そのあいだに<BR>すばやく　とおりぬければ<BR>オッケーでーす。
cGameSceneNPCScriptReference07CD,すばやく　とおりぬけるには<BR>Bボタンを　おしながら<BR>いどうすれば　いいでーす。
cGameSceneNPCScriptReference07CE,では　<NAME>さん<BR>がんばっていくでーす。<BR>レッツゴー!
cGameSceneNPCScriptReference07CF,おりひめさん!<BR>つよいかぜに　じゃまされて<BR>さきに　すすめません!!
cGameSceneNPCScriptReference07D0,Oh!そのとーりでーす。<BR>わすれていました!
cGameSceneNPCScriptReference07D1,このおおきなファンは<BR>ミカサの　かんきシステム<BR>でーす。
cGameSceneNPCScriptReference07D2,あまりにも　おおきいので<BR>こうぶでも　ふきとばされて<BR>しまうようでーす。
cGameSceneNPCScriptReference07D3,では　ここからさきには<BR>すすめないんですか?
cGameSceneNPCScriptReference07D4,だいじょうぶでーす。
cGameSceneNPCScriptReference07D5,ここに<BR>スイッチがありまーす。
cGameSceneNPCScriptReference07D6,このスイッチをおせば<BR>ファンがちょっちのあいだ<BR>とまりまーす。
cGameSceneNPCScriptReference07D7,そのあいだに<BR>すばやく　とおりぬければ<BR>オッケーでーす。
