ID,Text
cGameSceneNPCScriptReference1B08,こっちにも　おなじような<BR>とうがあるよ。
cGameSceneNPCScriptReference1B09,こっちは　はいれそうだね。<BR>いってみよう　<NAME>。
cGameSceneNPCScriptReference1B0A,なんか　ぶきみな<BR>とうだね〜。
cGameSceneNPCScriptReference1B0F,こっちにも　おなじような<BR>とうがあるよ。
cGameSceneNPCScriptReference1B10,こっちは　はいれそうだね。<BR>いってみよう　<NAME>。
cGameSceneNPCScriptReference1B11,なんか　ぶきみな<BR>とうだね〜。
cGameSceneNPCScriptReference1B16,なんだ?　こっちにも<BR>とう　があるのか?
cGameSceneNPCScriptReference1B17,こっちは　はいれそうだ。<BR>いこうぜ　<NAME>。
cGameSceneNPCScriptReference1B18,なんだか　ぶきみな<BR>とうだな〜。
cGameSceneNPCScriptReference1B1D,なんだ?　こっちにも<BR>とう　があるのか?
cGameSceneNPCScriptReference1B1E,こっちは　はいれそうだ。<BR>いこうぜ　<NAME>。
cGameSceneNPCScriptReference1B1F,なんだか　ぶきみな<BR>とうだな〜。
cGameSceneNPCScriptReference1B24,なんだ?　こっちにも<BR>とう　があるのか?
cGameSceneNPCScriptReference1B25,こっちは　はいれそうだ。<BR>いこう　<NAME>くん。
cGameSceneNPCScriptReference1B26,なんだか　ぶきみな<BR>とうだな〜。
cGameSceneNPCScriptReference1B2B,あら?　こっちにも<BR>とうが　あるんですね。
cGameSceneNPCScriptReference1B2C,こっちは　はいれそうですよ。<BR>いきましょう。<BR><NAME>さん。
cGameSceneNPCScriptReference1B2D,なんだか　ぶきみな<BR>とうですね〜。
