Type,Identifier,Text
WriteText,textCutsceneScript3B_WriteText_0051_0,<NAME>さん。<BR>おフロにいきましょうよ。<BR>
WriteText,textCutsceneScript3B_WriteText_0066_0,ひえた からだを<BR>あっためるには<BR>おフロが いちばんですよ。<BR>
WriteText,textCutsceneScript3B_WriteText_0093_0,あ～ いいおゆですね～。<BR>
WriteText,textCutsceneScript3B_WriteText_00A6_0,それにしても ミカサを<BR>こおらせる まものには<BR>おどろきましたよね～。<BR>
WriteText,textCutsceneScript3B_WriteText_00CD_0,からだが しんから<BR>ひえちゃったでしょ。<BR>
WriteText,textCutsceneScript3B_WriteText_00E8_0,ゆっくりと からだを<BR>あたためましょう。<BR>
WriteText,textCutsceneScript3B_WriteText_0100_0,それにしても<BR>いいおゆだわ～。<BR>きもちいい～。<BR>
WriteText,textCutsceneScript3B_WriteText_011E_0,そうですね。<BR>
WriteText,textCutsceneScript3B_WriteText_012B_0,そうだわ おフロうらない<BR>しませんか?<BR>
WriteText,textCutsceneScript3B_WriteText_0142_0,あたしは からだを<BR>あらうとき あしから<BR>あらうんですけど<BR>
WriteText,textCutsceneScript3B_WriteText_0163_0,<NAME>さんは<BR>どこから あらいますか?<BR>
OptionSelectTimed,textCutsceneScript3B_OptionSelectTimed_0178_0,あし から あらう
OptionSelectTimed,textCutsceneScript3B_OptionSelectTimed_0178_1,あたま から あらう
OptionSelectTimed,textCutsceneScript3B_OptionSelectTimed_0178_2,せなか から あらう
WriteText,textCutsceneScript3B_WriteText_01BF_0,あし からです。<BR>
WriteText,textCutsceneScript3B_WriteText_01CE_0,あしですか。<BR>あたしの おフロうらないに<BR>よるとですね‥‥<BR>
WriteText,textCutsceneScript3B_WriteText_01EF_0,あし から あらうひとは<BR>しんちょうな ひとです。<BR>
WriteText,textCutsceneScript3B_WriteText_020C_0,したから ていねいに<BR>じゅんばんに あらう<BR>その せいかくは<BR>
WriteText,textCutsceneScript3B_WriteText_022E_0,しんちょうであり せんさいな<BR>かんかくの もちぬしです。<BR>
WriteText,textCutsceneScript3B_WriteText_024E_0,ちみつな ちょうさなどの<BR>にんむに むいています。<BR>ですって。<BR>
WriteText,textCutsceneScript3B_WriteText_027A_0,<NAME>さん<BR>いまの にんむにピッタリ<BR>じゃないですか。<BR>
WriteText,textCutsceneScript3B_WriteText_029A_0,ミカサのちょうさ<BR>がんばって くださいね。<BR>
WriteText,textCutsceneScript3B_WriteText_02B9_0,あたま からです。<BR>
WriteText,textCutsceneScript3B_WriteText_02C9_0,あたまですか。<BR>あたしの おフロうらないに<BR>よるとですね‥‥<BR>
WriteText,textCutsceneScript3B_WriteText_02EB_0,あたま から あらうひとは<BR>こうきしんおうせいな<BR>ひとです。<BR>
WriteText,textCutsceneScript3B_WriteText_030D_0,どんなことにも きょうみを<BR>もって くびをつっこんで<BR>しまいます。<BR>
WriteText,textCutsceneScript3B_WriteText_0332_0,しかし あれや これやと<BR>てをひろげすぎ じぶんが<BR>なにをやりたいのか<BR>
WriteText,textCutsceneScript3B_WriteText_0359_0,わからなく なったりして<BR>いいかげんに なってしまう<BR>こともあります ですって。<BR>
WriteText,textCutsceneScript3B_WriteText_0388_0,<NAME>さん<BR>ミカサのちょうさは ちゃんと<BR>やってくださいね。<BR>
WriteText,textCutsceneScript3B_WriteText_03AE_0,せなか からです。<BR>
WriteText,textCutsceneScript3B_WriteText_03BE_0,せなかですか。<BR>あたしの おフロうらないに<BR>よるとですね‥‥<BR>
WriteText,textCutsceneScript3B_WriteText_03E0_0,せなか から あらうひとは<BR>いさぎよい ひとです。<BR>
WriteText,textCutsceneScript3B_WriteText_03FD_0,いつなんどき うしろから<BR>バッサリやられてもいいという<BR>こころがまえをもっています。<BR>
WriteText,textCutsceneScript3B_WriteText_042B_0,しかし その いさぎよさゆえ<BR>ほんとうに しっぱい<BR>してしまうことも あります。<BR>
WriteText,textCutsceneScript3B_WriteText_0457_0,すこし ちゅういぶかく<BR>したほうが いいでしょう<BR>ですって。<BR>
WriteText,textCutsceneScript3B_WriteText_0479_0,<NAME>さん<BR>ミカサのちょうさ きをつけて<BR>くださいね。<BR>
WriteText,textCutsceneScript3B_WriteText_049C_0,う～ん‥‥<BR>とくに どこから‥‥<BR>というのは ありません。<BR>
WriteText,textCutsceneScript3B_WriteText_04C0_0,そうなんですか?<BR>そのひの きぶんで<BR>かわるんですね。<BR>
WriteText,textCutsceneScript3B_WriteText_04E2_0,まあ そんなとこですね。<BR>
WriteText,textCutsceneScript3B_WriteText_04FE_0,あ～ いいおゆだった‥‥<BR>
WriteText,textCutsceneScript3B_WriteText_050E_0,さて じゃあ そろそろ<BR>あがりましょうか<BR><NAME>さん。<BR>
WriteText,textCutsceneScript3B_WriteText_0538_0,<NAME>さん。<BR>おフロにいきますわよ。<BR>
WriteText,textCutsceneScript3B_WriteText_054C_0,ひえたからだを<BR>あたためるには<BR>おフロが いちばんですのよ。<BR>
WriteText,textCutsceneScript3B_WriteText_0579_0,ああ‥‥<BR>いい おゆですこと。<BR>
WriteText,textCutsceneScript3B_WriteText_058F_0,それにしても ミカサを<BR>こおらせる なんて<BR>ひどい まものですわね～。<BR>
WriteText,textCutsceneScript3B_WriteText_05B9_0,おはだに わるいこと<BR>このうえないですわねぇ<BR>
WriteText,textCutsceneScript3B_WriteText_05D5_0,<NAME>さん。<BR>
WriteText,textCutsceneScript3B_WriteText_05DD_0,ゆっくりと からだを<BR>あたためて おはだを<BR>ケアしなさいな。<BR>
WriteText,textCutsceneScript3B_WriteText_05FF_0,‥‥それにしても<BR>いいおゆですわ～。<BR>ごくらく ですわねぇ～。<BR>
WriteText,textCutsceneScript3B_WriteText_0625_0,そうですね。<BR>
WriteText,textCutsceneScript3B_WriteText_0632_0,そういえば <NAME>さんは<BR>いつも どれくらい おフロに<BR>はいっているんですの?<BR>
OptionSelectTimed,textCutsceneScript3B_OptionSelectTimed_065B_0,5ふん
OptionSelectTimed,textCutsceneScript3B_OptionSelectTimed_065B_1,20ぷん
OptionSelectTimed,textCutsceneScript3B_OptionSelectTimed_065B_2,60ぷん
WriteText,textCutsceneScript3B_WriteText_0690_0,そうですね～。<BR>ふだんは5ふん くらいです。<BR>
WriteText,textCutsceneScript3B_WriteText_06AA_0,きょうは かたが<BR>ひえきっちゃってますから<BR>いつもより ながめですけど。<BR>
WriteText,textCutsceneScript3B_WriteText_06D5_0,ご ご ごふん～!!!<BR>
WriteText,textCutsceneScript3B_WriteText_06E4_0,それは レディとして<BR>みじかすぎるんじゃ<BR>ありませんこと。<BR>
WriteText,textCutsceneScript3B_WriteText_0708_0,まるで カラスのぎょうずい<BR>ですわね～。<BR>
WriteText,textCutsceneScript3B_WriteText_0723_0,りっぱなレディになる<BR>ためにも おフロにはゆっくり<BR>と はいって<BR>
WriteText,textCutsceneScript3B_WriteText_0747_0,きちんと おはだのケアを<BR>したほうが いいですわよ。<BR><NAME>さん。<BR>
WriteText,textCutsceneScript3B_WriteText_0770_0,そうですね～ 20ぷん<BR>ぐらいです。<BR>
WriteText,textCutsceneScript3B_WriteText_0789_0,まあ ふつうですわね。<BR>からだをあらって あたまを<BR>あらって ゆぶねにつかって‥<BR>
WriteText,textCutsceneScript3B_WriteText_07B5_0,まあ そんなもんでしょうけど<BR>ゆぶねに つかるじかんを<BR>もうすこし ながくすると<BR>
WriteText,textCutsceneScript3B_WriteText_07E1_0,こころと からだが<BR>やすまって おはだにも<BR>いいんですのよ。<BR>
WriteText,textCutsceneScript3B_WriteText_0803_0,おはだは レディの<BR>いのちですからね。<BR><NAME>さん。<BR>
WriteText,textCutsceneScript3B_WriteText_0825_0,60ぷん‥‥<BR>1じかんくらい でしょうか。<BR>
WriteText,textCutsceneScript3B_WriteText_0841_0,そーーーですわよね。<BR>やはり おフロには<BR>それくらい はいらないと!<BR>
WriteText,textCutsceneScript3B_WriteText_0870_0,さすがですわ<BR><NAME>さん。<BR>
WriteText,textCutsceneScript3B_WriteText_0882_0,それにくらべて<BR>あのカンナさんったら<BR>「フロなんて 5ふんだぜ!」<BR>
WriteText,textCutsceneScript3B_WriteText_08A7_0,「1じかんも はいってたら<BR> フニャフニャばばあに<BR> なっちまうぜ!」<BR>
WriteText,textCutsceneScript3B_WriteText_08D1_0,な～んてことを<BR>おっしゃりますのよ!<BR>まったくもー!<BR>
WriteText,textCutsceneScript3B_WriteText_08F2_0,でも <NAME>さんは<BR>さすがですわねぇ～。<BR>
WriteText,textCutsceneScript3B_WriteText_0908_0,ゆっくりと おフロにはいって<BR>ちゃんと おはだのつかれを<BR>とって いるのですわね。<BR>
WriteText,textCutsceneScript3B_WriteText_093B_0,そうですね～<BR>とくに じかんは<BR>きめていません。<BR>
WriteText,textCutsceneScript3B_WriteText_095A_0,あら そうなんですの?<BR>そのひの きぶんで かわる‥<BR>ということですのね。<BR>
WriteText,textCutsceneScript3B_WriteText_0986_0,そうですね。<BR>
WriteText,textCutsceneScript3B_WriteText_099A_0,あ～ いいおゆでしたわ‥‥<BR>
WriteText,textCutsceneScript3B_WriteText_09AB_0,さて じゃあ そろそろ<BR>あがりますわよ<BR><NAME>さん。<BR>
WriteText,textCutsceneScript3B_WriteText_09D4_0,<NAME>。<BR>おフロにいくわよ。<BR>
WriteText,textCutsceneScript3B_WriteText_09E4_0,ひえたからだを<BR>あたためるには おフロが<BR>いちばんね。<BR>
WriteText,textCutsceneScript3B_WriteText_0A0E_0,あ～ いいおゆだわ～。<BR>
WriteText,textCutsceneScript3B_WriteText_0A20_0,それにしても ミカサを<BR>こおらせる まものには<BR>おどろいたわね～。<BR>
WriteText,textCutsceneScript3B_WriteText_0A45_0,このさき どんな まものが<BR>いるか わからないから<BR>ようじんしなきゃね。<BR>
WriteText,textCutsceneScript3B_WriteText_0A6D_0,<NAME> ひえたからだを<BR>ゆっくりと あたためなさい。<BR>
WriteText,textCutsceneScript3B_WriteText_0A8C_0,それにしても いいおゆね。<BR>きもちいいわ‥‥<BR>
WriteText,textCutsceneScript3B_WriteText_0AA9_0,そうですね。<BR>
WriteText,textCutsceneScript3B_WriteText_0AB6_0,<NAME>は おフロ<BR>すきなのかしら?<BR>
OptionSelectTimed,textCutsceneScript3B_OptionSelectTimed_0AC9_0,すき です
OptionSelectTimed,textCutsceneScript3B_OptionSelectTimed_0AC9_1,キライ です
WriteText,textCutsceneScript3B_WriteText_0AF3_0,おフロは すきですよ。<BR>
WriteText,textCutsceneScript3B_WriteText_0B0E_0,そうね。おフロにはいると<BR>いちにちの からだのつかれが<BR>とれるものね。<BR>
WriteText,textCutsceneScript3B_WriteText_0B35_0,シャワーとちがって<BR>ゆっくりと おゆにつかると<BR>こころも からだも‥‥<BR>
WriteText,textCutsceneScript3B_WriteText_0B5C_0,リラックスできるものね。<BR>わたしも おフロだいすきよ。<BR>
WriteText,textCutsceneScript3B_WriteText_0B81_0,そうですね～<BR>おフロは めんどくさいので<BR>わたしは シャワーです。<BR>
WriteText,textCutsceneScript3B_WriteText_0BA9_0,あら そうなの?<BR>でも おフロにつかると<BR>つれが とれるじゃない。<BR>
WriteText,textCutsceneScript3B_WriteText_0BCE_0,ゆっくり ゆぶねにつかって<BR>つかれを とる。<BR>
WriteText,textCutsceneScript3B_WriteText_0BE8_0,そうしたら あしたも<BR>がんばろう って<BR>きもちになるのよ。<BR>
WriteText,textCutsceneScript3B_WriteText_0C09_0,だから わたしは<BR>おフロはだいすきよ。<BR>
WriteText,textCutsceneScript3B_WriteText_0C23_0,そうですね。 きょうは<BR>からだが ひえちゃってるんで<BR>おフロ きもちいいですね。<BR>
WriteText,textCutsceneScript3B_WriteText_0C55_0,いえ とくに すきとか<BR>キライとかは ないですね。<BR>
WriteText,textCutsceneScript3B_WriteText_0C72_0,まあ あせをながせて<BR>きもちいい っていうのは<BR>かんじますけど。<BR>
WriteText,textCutsceneScript3B_WriteText_0C99_0,あら そうなの?<BR>でも おフロにつかると<BR>つかれが とれるじゃない。<BR>
WriteText,textCutsceneScript3B_WriteText_0CBF_0,ゆっくり ゆぶねにつかって<BR>つかれを とる。<BR>
WriteText,textCutsceneScript3B_WriteText_0CD9_0,そうしたら あしたも<BR>がんばろう って<BR>きもちになるのよ。<BR>
WriteText,textCutsceneScript3B_WriteText_0CFA_0,だから わたしは<BR>おフロはだいすきよ。<BR>
WriteText,textCutsceneScript3B_WriteText_0D1E_0,あ～ いいおゆだった‥‥<BR>
WriteText,textCutsceneScript3B_WriteText_0D2E_0,さて <NAME>。<BR>そろそろ あがりましょう。<BR>
WriteText,textCutsceneScript3B_WriteText_0D52_0,<NAME>。<BR>おフロにいこう!<BR>
WriteText,textCutsceneScript3B_WriteText_0D61_0,おフロは<BR>あったかくて きもちが<BR>いいよ～!<BR>
WriteText,textCutsceneScript3B_WriteText_0D86_0,わーい!<BR>きもちいいね～。<BR><NAME>。<BR>
WriteText,textCutsceneScript3B_WriteText_0D9D_0,でもさー ミカサを<BR>こおらせる まものには<BR>ビックリしたよね～。<BR>
WriteText,textCutsceneScript3B_WriteText_0DC1_0,あんなことされたら<BR>さむくて<BR>カゼひいちゃうよね。<BR>
WriteText,textCutsceneScript3B_WriteText_0DE1_0,ゆ～っくりと<BR>あったまろうね <NAME>。<BR>
WriteText,textCutsceneScript3B_WriteText_0DF6_0,きもち いいね～。<BR>
WriteText,textCutsceneScript3B_WriteText_0E06_0,そうね。アイリス。<BR>
WriteText,textCutsceneScript3B_WriteText_0E16_0,そうそう。<NAME>は<BR>おフロに なにをもって<BR>はいるの?<BR>
OptionSelectTimed,textCutsceneScript3B_OptionSelectTimed_0E33_0,アヒルちゃん
OptionSelectTimed,textCutsceneScript3B_OptionSelectTimed_0E33_1,ぬいぐるみ
OptionSelectTimed,textCutsceneScript3B_OptionSelectTimed_0E33_2,ポンポンせん
WriteText,textCutsceneScript3B_WriteText_0E6E_0,おフロといえば<BR>アヒルちゃん よね。<BR>
WriteText,textCutsceneScript3B_WriteText_0E90_0,やっぱりそうだよね。<BR>おフロには アヒルちゃんが<BR>いちばん にあうよね。<BR>
WriteText,textCutsceneScript3B_WriteText_0EB8_0,カエルちゃんも いいけど<BR>やっぱり アヒルちゃんには<BR>かてないよね。<BR>
