Type,Identifier,Text
WriteText,textCutsceneScript58_WriteText_0012_0,<NAME>!<BR>ついに『せいまじょう』だよ!<BR>
WriteText,textCutsceneScript58_WriteText_002D_0,『せいまじょう』か‥‥<BR>やっかいなんだろうな<BR>あそこの まものどもは。<BR>
WriteText,textCutsceneScript58_WriteText_005A_0,よきひこさんの じょうほうに<BR>よると 『せいまじょう』の<BR>いりぐちには<BR>
WriteText,textCutsceneScript58_WriteText_0083_0,『ほのおのとう』というのが<BR>たちはだかっているっていう<BR>はなしですよ。<BR>
WriteText,textCutsceneScript58_WriteText_00B0_0,『ほのおのとう』か‥‥<BR>ほのお‥‥<BR>
WriteText,textCutsceneScript58_WriteText_00CB_0,そうだ!<BR><NAME> しってるか?<BR>
WriteText,textCutsceneScript58_WriteText_00DC_0,てきのぞくせいに たいして<BR>ゆうこうな ワザがあるって<BR>ことを。<BR>
OptionSelect,textCutsceneScript58_OptionSelect_0100_0,はい
OptionSelect,textCutsceneScript58_OptionSelect_0100_1,いいえ
WriteText,textCutsceneScript58_WriteText_0121_0,はい しっています。<BR>
WriteText,textCutsceneScript58_WriteText_013C_0,さすがは <NAME>だ。<BR>
WriteText,textCutsceneScript58_WriteText_0155_0,<NAME>さんなら<BR>『せいまじょう』へ いっても<BR>だいじょうぶですね。<BR>
WriteText,textCutsceneScript58_WriteText_0180_0,いいえ しりません。<BR>
WriteText,textCutsceneScript58_WriteText_0192_0,そうですか。<BR>では あたしが かいつまんで<BR>おおしえしますね。<BR>
WriteText,textCutsceneScript58_WriteText_01B5_0,ひのぞくせいを もつてきには<BR>みずのワザが ゆうこうに<BR>なります。<BR>
WriteText,textCutsceneScript58_WriteText_01DA_0,また きかいのてきには<BR>かみなりのワザが<BR>ゆうこうだったりします。<BR>
WriteText,textCutsceneScript58_WriteText_01FF_0,このように てきのぞくせいを<BR>みきわめて ワザをつかえば<BR>
WriteText,textCutsceneScript58_WriteText_021F_0,たたかいが かなり<BR>らくになると おもいますよ。<BR>
WriteText,textCutsceneScript58_WriteText_0242_0,<NAME>。<BR>じゅんびは バッチリだね。<BR>
WriteText,textCutsceneScript58_WriteText_025A_0,じゃあ こんかいも<BR>はりきって いこう!<BR>
WriteText,textCutsceneScript58_WriteText_0276_0,<NAME>さん。<BR>がんばってください。<BR>
WriteText,textCutsceneScript58_WriteText_028D_0,ファイトだぜ!<BR><NAME>!!<BR>
WriteText,textCutsceneScript58_WriteText_029D_0,<NAME>!<BR>ついに『せいまじょう』だよ!<BR>
WriteText,textCutsceneScript58_WriteText_02B8_0,『せいまじょう』か‥‥<BR>やっかいなんだろうな<BR>あそこの まものどもは。<BR>
WriteText,textCutsceneScript58_WriteText_02E5_0,よきひこさんの じょうほうに<BR>よると 『せいまじょう』の<BR>いりぐちには<BR>
WriteText,textCutsceneScript58_WriteText_030E_0,『ほのおのとう』というのが<BR>たちはだかっているっていう<BR>ことなんだが‥‥<BR>
WriteText,textCutsceneScript58_WriteText_033C_0,『ほのおのとう』か‥‥<BR>ほのお‥‥<BR>
WriteText,textCutsceneScript58_WriteText_0357_0,そうだ!<BR><NAME> しってるか?<BR>
WriteText,textCutsceneScript58_WriteText_0368_0,てきのぞくせいに たいして<BR>ゆうこうな ワザがあるって<BR>ことを。<BR>
OptionSelect,textCutsceneScript58_OptionSelect_038C_0,はい
OptionSelect,textCutsceneScript58_OptionSelect_038C_1,いいえ
WriteText,textCutsceneScript58_WriteText_03AD_0,はい しっています。<BR>
WriteText,textCutsceneScript58_WriteText_03C8_0,さすがは <NAME>だ。<BR>
WriteText,textCutsceneScript58_WriteText_03E1_0,<NAME>くんなら<BR>『せいまじょう』へ いっても<BR>だいじょうぶだな。<BR>
WriteText,textCutsceneScript58_WriteText_040B_0,いいえ しりません。<BR>
WriteText,textCutsceneScript58_WriteText_041D_0,では オレが かいつまんで<BR>おしえるとしよう。<BR>
WriteText,textCutsceneScript58_WriteText_0438_0,ひのぞくせいを もつてきには<BR>みずのワザが こうかてきに<BR>なるんだ。<BR>
WriteText,textCutsceneScript58_WriteText_045E_0,また きかいのてきには<BR>かみなりのワザが<BR>ゆうこうだったりするんだ。<BR>
WriteText,textCutsceneScript58_WriteText_0484_0,このように てきのぞくせいを<BR>みきわめて ワザをつかえば<BR>
WriteText,textCutsceneScript58_WriteText_04A4_0,たたかいが かなり<BR>らくになるはずだ。<BR>
WriteText,textCutsceneScript58_WriteText_04C2_0,<NAME>。<BR>じゅんびは バッチリだね。<BR>
WriteText,textCutsceneScript58_WriteText_04DA_0,じゃあ こんかいも<BR>がんばっていこう!!<BR>
WriteText,textCutsceneScript58_WriteText_04F6_0,がんばれよ<BR><NAME>くん。<BR>
WriteText,textCutsceneScript58_WriteText_0508_0,ファイトだぜ!<BR><NAME>!!<BR>
