Type,Identifier,Text
WriteText,textCutsceneScript53_WriteText_0014_0,こうらんさん。<BR>ちょっと いいですか?<BR>
WriteText,textCutsceneScript53_WriteText_002F_0,ん～～なんや。<BR><NAME>はん かいな。<BR>
WriteText,textCutsceneScript53_WriteText_0046_0,じつは こんなモノを<BR>ひろったの ですが‥‥<BR>みてもらえますか?<BR>
WriteText,textCutsceneScript53_WriteText_006E_0,なんや えらくでかい<BR>いしころやな～。<BR>どれどれ‥‥<BR>
WriteText,textCutsceneScript53_WriteText_0090_0,あっ!! これは!!<BR>ウーツこう やないか!<BR>
WriteText,textCutsceneScript53_WriteText_00AE_0,<NAME>はん。<BR>エエもん ひろってきたな～。<BR>
WriteText,textCutsceneScript53_WriteText_00C8_0,そ‥そんなスゴイ いしころ<BR>なんですか?<BR>
WriteText,textCutsceneScript53_WriteText_00E4_0,せや。ウーツこうっていうのは<BR>サビない まがらない<BR>そして しなやかな てつ。<BR>
WriteText,textCutsceneScript53_WriteText_010F_0,つまり かたなを つくるのに<BR>うってつけの<BR>こうせきなんや。<BR>
WriteText,textCutsceneScript53_WriteText_0135_0,しかも これでつくられた<BR>けんは『ダマスカスのたち』<BR>いうて‥‥<BR>
WriteText,textCutsceneScript53_WriteText_015B_0,やいばの ひょうめんに<BR>ながれる みずのような<BR>もんようが あらわれるんや。<BR>
WriteText,textCutsceneScript53_WriteText_0188_0,なんだか スゴイですね‥‥<BR>
WriteText,textCutsceneScript53_WriteText_019D_0,そやろ～?<BR>
WriteText,textCutsceneScript53_WriteText_01A6_0,つぎの しゅつげきまでには<BR>バッチリ つくっとくから<BR>たのしみに まっとってや。<BR>
WriteText,textCutsceneScript53_WriteText_01D2_0,ほな またな。<BR>
WriteText,textCutsceneScript53_WriteText_01E6_0,こうらんさん。<BR>ちょっと いいですか?<BR>
WriteText,textCutsceneScript53_WriteText_0201_0,ん～～なんや。<BR><NAME>はん かいな。<BR>
WriteText,textCutsceneScript53_WriteText_0218_0,じつは こんなモノを<BR>ひろったの ですが‥‥<BR>みてもらえますか?<BR>
WriteText,textCutsceneScript53_WriteText_0240_0,なんや えらくでかい<BR>いしころやな～。<BR>どれどれ‥‥<BR>
WriteText,textCutsceneScript53_WriteText_0262_0,あっ!! これは!!<BR>ウーツこう やないか!<BR>
WriteText,textCutsceneScript53_WriteText_0280_0,<NAME>はん。<BR>エエもん ひろってきたな～。<BR>
WriteText,textCutsceneScript53_WriteText_029A_0,そ‥そんなスゴイ いしころ<BR>なんですか?<BR>
WriteText,textCutsceneScript53_WriteText_02B6_0,せや。ウーツこうっていうのは<BR>サビない まがらない<BR>そして しなやかな てつ。<BR>
WriteText,textCutsceneScript53_WriteText_02E1_0,つまり かたなを つくるのに<BR>うってつけの<BR>こうせきなんや。<BR>
WriteText,textCutsceneScript53_WriteText_0307_0,しかも これでつくられた<BR>けんは『ダマスカスのたち』<BR>いうて‥‥<BR>
WriteText,textCutsceneScript53_WriteText_032D_0,やいばの ひょうめんに<BR>ながれる みずのような<BR>もんようが あらわれるんや。<BR>
WriteText,textCutsceneScript53_WriteText_035A_0,なんだか スゴイですね‥‥<BR>
WriteText,textCutsceneScript53_WriteText_036F_0,そやろ～?<BR>
WriteText,textCutsceneScript53_WriteText_0378_0,つぎの しゅつげきまでには<BR>バッチリ つくっとくから<BR>たのしみに まっとってや。<BR>
WriteText,textCutsceneScript53_WriteText_03A4_0,ほな またな。<BR>
