Type,Identifier,Text
WriteText,textCutsceneScript5E_WriteText_0017_0,かえでさん ミカサ やまと<BR>せいまじょう まかい<BR>すべてのばしょから<BR>
WriteText,textCutsceneScript5E_WriteText_003D_0,まちのひとの はんのうが<BR>なくなりました。<BR>
WriteText,textCutsceneScript5E_WriteText_005A_0,ということは まかいおうに<BR>よってあつめられた<BR>ひとたちは ぜんいん<BR>
WriteText,textCutsceneScript5E_WriteText_0080_0,きゅうしゅつできた<BR>ということね。<BR>
WriteText,textCutsceneScript5E_WriteText_0099_0,よくやったわね<BR><NAME>くん。<BR>
WriteText,textCutsceneScript5E_WriteText_00FE_0,よく がんばったな<BR><NAME>くん。<BR>
WriteText,textCutsceneScript5E_WriteText_0110_0,たすけられた ひとたちは<BR>みんな <NAME>くんに<BR>かんしゃしているよ。<BR>
WriteText,textCutsceneScript5E_WriteText_0137_0,はい。<BR>ありがとうございます<BR>おおがみさん。<BR>
WriteText,textCutsceneScript5E_WriteText_0158_0,やりましたね!<BR><NAME>さん!!<BR>
WriteText,textCutsceneScript5E_WriteText_0169_0,たすけてもらった みなさんは<BR>きっと ものすごくかんしゃ<BR>してるとおもいますよ。<BR>
WriteText,textCutsceneScript5E_WriteText_0198_0,はい。<BR>ありがとうございます<BR>さくらさん。<BR>
WriteText,textCutsceneScript5E_WriteText_01B8_0,よく がんばりましたわね<BR><NAME>さん。<BR>
WriteText,textCutsceneScript5E_WriteText_01CD_0,この わたくしが<BR>ほめてさしあげますわ<BR>おっほっほっほっほ。<BR>
WriteText,textCutsceneScript5E_WriteText_01F2_0,はい。<BR>ありがとうございます<BR>すみれさん。<BR>
WriteText,textCutsceneScript5E_WriteText_0212_0,すごいじゃない<BR><NAME>くん。<BR>よく がんばったわね。<BR>
WriteText,textCutsceneScript5E_WriteText_022E_0,きゅうじょされた ひとたちも<BR>あなたに かんしゃしてると<BR>おもうわ。<BR>
WriteText,textCutsceneScript5E_WriteText_0257_0,はい。<BR>ありがとうございます<BR>マリアさん。<BR>
WriteText,textCutsceneScript5E_WriteText_0277_0,やったな! <NAME>はん!<BR>すごい! すごすぎるでぇ!!<BR>
WriteText,textCutsceneScript5E_WriteText_0294_0,たすけられた ひとたちは<BR><NAME>はんに あしむけて<BR>ねられへんな。<BR>
WriteText,textCutsceneScript5E_WriteText_02BA_0,そんな おおげさな‥‥<BR>でも ありがとうございます<BR>こうらんさん。<BR>
WriteText,textCutsceneScript5E_WriteText_02E6_0,よくがんばったね<BR><NAME>。<BR>かっこいいよ!<BR>
WriteText,textCutsceneScript5E_WriteText_02FD_0,きっと みんな <NAME>に<BR>ありがとう! って<BR>おもっているよ。<BR>
WriteText,textCutsceneScript5E_WriteText_0321_0,うん。<BR>ありがとう アイリス。<BR>
WriteText,textCutsceneScript5E_WriteText_033B_0,やったじゃねーか<BR><NAME>!!<BR>
WriteText,textCutsceneScript5E_WriteText_034B_0,たすけられた ひとたちは<BR>みんな おまえに<BR>かんしゃしてるとおもうぜ。<BR>
WriteText,textCutsceneScript5E_WriteText_0375_0,はい。<BR>ありがとうございます<BR>カンナさん。<BR>
WriteText,textCutsceneScript5E_WriteText_0395_0,やりましたね!<BR><NAME>さん!!<BR>スゴイでーす!!<BR>
WriteText,textCutsceneScript5E_WriteText_03AF_0,たすけられた みなさんは<BR>かんしゃ かんげき<BR>あめ あられでーす。<BR>
WriteText,textCutsceneScript5E_WriteText_03D7_0,はい。<BR>ありがとうございます<BR>おりひめさん。<BR>
WriteText,textCutsceneScript5E_WriteText_03F8_0,よく がんばったね<BR><NAME>。<BR>
WriteText,textCutsceneScript5E_WriteText_0408_0,きゅうじょされた ひとたちは<BR>みんな かんしゃしてると<BR>おもうよ。<BR>
WriteText,textCutsceneScript5E_WriteText_0430_0,はい。<BR>ありがとうございます<BR>レニさん。<BR>
WriteText,textCutsceneScript5E_WriteText_0453_0,それにしても ぶじに<BR>みんなを たすけることが<BR>できて よかったな～。<BR>
WriteText,textCutsceneScript5E_WriteText_047D_0,ごくろうだったな<BR><NAME>くん。<BR>
WriteText,textCutsceneScript5E_WriteText_0491_0,あっ! あなたは<BR>やまぐち かずとよ<BR>かいぐんだいじん!!<BR>
WriteText,textCutsceneScript5E_WriteText_04B5_0,まかいおうに あつめられた<BR>ひとたちを みんな たすける<BR>のは たいへんだったろう。<BR>
WriteText,textCutsceneScript5E_WriteText_04E3_0,みんなを だいひょうして<BR>おれいを いわせてもらうよ。<BR>
WriteText,textCutsceneScript5E_WriteText_0502_0,これは わたしの たいせつな<BR>コレクションのひとつなんだが<BR>ぜひ うけとってくれたまえ。<BR>
WriteText,textCutsceneScript5E_WriteText_0535_0,これは おりひめさんと<BR>レニさんの ブロマイド‥‥<BR>ありがとうございます。<BR>
WriteText,textCutsceneScript5E_WriteText_055E_0,『<NAME>は<BR> おりひめとレニの<BR> ブロマイドをてにいれた。』<BR>
WriteText,textCutsceneScript5E_WriteText_0580_0,『ブロマイドは<BR> キーアイテムのがめんで<BR>
WriteText,textCutsceneScript5E_WriteText_059E_0, みることができます。』<BR>
WriteText,textCutsceneScript5E_WriteText_05B8_0,では これからも<BR>がんばってくれよ<BR><NAME>くん。<BR>
WriteText,textCutsceneScript5E_WriteText_05D7_0,かえでさん ミカサ やまと<BR>せいまじょう まかい<BR>すべてのばしょから<BR>
WriteText,textCutsceneScript5E_WriteText_05FD_0,まちのひとの はんのうが<BR>なくなりました。<BR>
WriteText,textCutsceneScript5E_WriteText_061A_0,ということは まかいおうに<BR>よってあつめられた<BR>ひとたちは ぜんいん<BR>
WriteText,textCutsceneScript5E_WriteText_0640_0,きゅうしゅつできた<BR>ということね。<BR>
WriteText,textCutsceneScript5E_WriteText_0659_0,よくやったわね<BR><NAME>。<BR>
WriteText,textCutsceneScript5E_WriteText_06BC_0,よく がんばったな<BR><NAME>くん。<BR>キミは すごいよ。<BR>
WriteText,textCutsceneScript5E_WriteText_06D8_0,たすけられた ひとたちは<BR>みんな <NAME>くんに<BR>かんしゃしているだろう。<BR>
