Type,Identifier,Text
WriteText,textCutsceneScript1F_WriteText_0012_0,<NAME>くん<BR>おつかれさま。<BR>
WriteText,textCutsceneScript1F_WriteText_0021_0,では ほうこくを<BR>おねがいするわ。<BR>
WriteText,textCutsceneScript1F_WriteText_0039_0,はい。<BR>『まじんき・たま』を<BR>かいしゅうしてきました。<BR>
WriteText,textCutsceneScript1F_WriteText_005E_0,よくやったわね。<BR><NAME>くん。<BR>
WriteText,textCutsceneScript1F_WriteText_006F_0,『けん』と『たま』‥‥<BR>ふたつの『まじんき』の<BR>かいしゅう おつかれさま。<BR>
WriteText,textCutsceneScript1F_WriteText_009E_0,のこる『まじんき』は<BR>あと ひとつよ。<BR>がんばってね。<BR>
WriteText,textCutsceneScript1F_WriteText_00C3_0,では <NAME>くん。<BR>つぎの しじがあるまで<BR>やすんでいてちょうだい。<BR>
WriteText,textCutsceneScript1F_WriteText_00E8_0,<NAME><BR>おつかれさま。<BR>
WriteText,textCutsceneScript1F_WriteText_00F5_0,では ほうこくを<BR>おねがいするわ。<BR>
WriteText,textCutsceneScript1F_WriteText_010D_0,はい。<BR>『まじんき・たま』を<BR>かいしゅうしてきました。<BR>
WriteText,textCutsceneScript1F_WriteText_0132_0,よくやったわね。<BR><NAME>。<BR>
WriteText,textCutsceneScript1F_WriteText_0141_0,『けん』と『たま』‥‥<BR>ふたつの『まじんき』の<BR>かいしゅう おつかれさま。<BR>
WriteText,textCutsceneScript1F_WriteText_0170_0,のこる『まじんき』は<BR>あと ひとつよ。<BR>がんばってね。<BR>
WriteText,textCutsceneScript1F_WriteText_0195_0,では <NAME>。<BR>つぎの しじがあるまで<BR>やすんでいてちょうだい。<BR>
