Type,Identifier,Text
WriteText,textCutsceneScript5A_WriteText_0012_0,<NAME>くん<BR>いよいよ『せいまじょう』に<BR>とつにゅうするぞ。<BR>
WriteText,textCutsceneScript5A_WriteText_0037_0,ついに まものたちの<BR>アジトに とつにゅう<BR>ですわね。<BR>
WriteText,textCutsceneScript5A_WriteText_005A_0,そこに さいごの『まじんき』<BR>が あるんですね。<BR>
WriteText,textCutsceneScript5A_WriteText_007C_0,それを みつけるのが<BR><NAME>くんの<BR>しめいだ。<BR>
WriteText,textCutsceneScript5A_WriteText_0099_0,<NAME>さん。<BR>ここまで ほんとうによく<BR>がんばりましたわね。<BR>
WriteText,textCutsceneScript5A_WriteText_00B9_0,せいまじょうにいる まものは<BR>きっと いままでとは<BR>くらべものに なりませんわ。<BR>
WriteText,textCutsceneScript5A_WriteText_00E5_0,これまでに まなんだことを<BR>きちんと おもいださないと<BR>かてませんわよ。<BR>
WriteText,textCutsceneScript5A_WriteText_0111_0,<NAME>さん。<BR>ワザのセットは<BR>だいじょうぶですか?<BR>
WriteText,textCutsceneScript5A_WriteText_0130_0,<NAME>くん<BR>リペアキットは ちゃんと<BR>ほじゅうしたか?<BR>
OptionSelect,textCutsceneScript5A_OptionSelect_014D_0,はい
OptionSelect,textCutsceneScript5A_OptionSelect_014D_1,いいえ
WriteText,textCutsceneScript5A_WriteText_016E_0,はい。<BR>じゅんびは オッケーです。<BR>
WriteText,textCutsceneScript5A_WriteText_0190_0,よし。<BR>
WriteText,textCutsceneScript5A_WriteText_01A4_0,さすがですね<BR><NAME>さん。<BR>
WriteText,textCutsceneScript5A_WriteText_01C0_0,<NAME>さん<BR>たくましくなりましたわね。<BR>
WriteText,textCutsceneScript5A_WriteText_01DB_0,いいえ。<BR>
WriteText,textCutsceneScript5A_WriteText_01E7_0,じゃあ いちど かくのうこへ<BR>もどって じゅんびしたほうが<BR>いいんじゃないか?<BR>
WriteText,textCutsceneScript5A_WriteText_0223_0,ところで <NAME>くんは<BR>みずのなかでじゆうにうごける<BR>そうびを もってないね?<BR>
WriteText,textCutsceneScript5A_WriteText_0250_0,アクアラングですね。<BR>ひつようなんですか?<BR>
WriteText,textCutsceneScript5A_WriteText_026D_0,もってるに こしたことは<BR>ないと おもってね。<BR>
WriteText,textCutsceneScript5A_WriteText_028C_0,たしか アクアラングは<BR>ミカサのそこのほうに<BR>あったはず‥‥<BR>
WriteText,textCutsceneScript5A_WriteText_02AE_0,よくさがせば<BR>みつかると おもいますわ。<BR>
WriteText,textCutsceneScript5A_WriteText_02CA_0,それじゃあ <NAME>くん<BR>がんばれよ。<BR>
WriteText,textCutsceneScript5A_WriteText_02E2_0,<NAME>さん<BR>がんばってください。<BR>
WriteText,textCutsceneScript5A_WriteText_02F8_0,<NAME>さん<BR>しなないように<BR>がんばるのですわよ。<BR>
WriteText,textCutsceneScript5A_WriteText_0313_0,<NAME>くん<BR>いよいよ『せいまじょう』に<BR>とつにゅうするぞ。<BR>
WriteText,textCutsceneScript5A_WriteText_0338_0,ついに まものたちの<BR>ほんきょちに とつにゅう<BR>ですね!<BR>
WriteText,textCutsceneScript5A_WriteText_035C_0,さいごの『まじんき』が<BR>あるはず‥‥<BR>
WriteText,textCutsceneScript5A_WriteText_0378_0,それを みつけるのが<BR><NAME>くんの<BR>しめいだ。<BR>
WriteText,textCutsceneScript5A_WriteText_0395_0,<NAME><BR>ここまで ほんとうによく<BR>がんばってきたね。<BR>
WriteText,textCutsceneScript5A_WriteText_03B1_0,しかし おそらく<BR>このさきにいる まものは<BR>
WriteText,textCutsceneScript5A_WriteText_03CA_0,これまで まなんできた<BR>すべてのちからを ださないと<BR>たおせないだろう。<BR>
WriteText,textCutsceneScript5A_WriteText_03F6_0,<NAME>さん。<BR>ワザのセットは<BR>だいじょうぶですか?<BR>
WriteText,textCutsceneScript5A_WriteText_0415_0,<NAME>くん<BR>リペアキットは ちゃんと<BR>ほじゅうしたか?<BR>
OptionSelect,textCutsceneScript5A_OptionSelect_0432_0,はい
OptionSelect,textCutsceneScript5A_OptionSelect_0432_1,いいえ
WriteText,textCutsceneScript5A_WriteText_0453_0,はい。<BR>じゅんびは オッケーです。<BR>
WriteText,textCutsceneScript5A_WriteText_0475_0,よし。<BR>
WriteText,textCutsceneScript5A_WriteText_0489_0,さすがですね<BR><NAME>さん。<BR>
WriteText,textCutsceneScript5A_WriteText_04A5_0,いいぞ <NAME>。<BR>
WriteText,textCutsceneScript5A_WriteText_04B5_0,いいえ。<BR>
WriteText,textCutsceneScript5A_WriteText_04C1_0,じゃあ いちど かくのうこへ<BR>もどって じゅんびしたほうが<BR>いいぞ <NAME>くん。<BR>
WriteText,textCutsceneScript5A_WriteText_04FC_0,ところで <NAME>くんは<BR>みずのなかでじゆうにうごける<BR>そうびを もってないね?<BR>
WriteText,textCutsceneScript5A_WriteText_0529_0,アクアラングですね。<BR>ひつようなんですか?<BR>
WriteText,textCutsceneScript5A_WriteText_0546_0,もってるに こしたことは<BR>ないと おもってね。<BR>
WriteText,textCutsceneScript5A_WriteText_0565_0,それなら ミカサのそこの<BR>しんすいしている ぶぶんを<BR>よくさがすと いい。<BR>
WriteText,textCutsceneScript5A_WriteText_0592_0,それじゃあ <NAME>くん<BR>がんばるんだよ。<BR>
WriteText,textCutsceneScript5A_WriteText_05AC_0,<NAME>さん<BR>がんばってください。<BR>
WriteText,textCutsceneScript5A_WriteText_05C2_0,がんばれ <NAME>。<BR>
