Type,Identifier,Text
WriteText,textCutsceneScript2D_WriteText_0011_0,さっきみつけた<BR>この ぶあついほん‥‥<BR>
WriteText,textCutsceneScript2D_WriteText_002E_0,マリアさんのところへ<BR>もっていってみよう。<BR>
WriteText,textCutsceneScript2D_WriteText_0049_0,マリアさん。<BR>ちょっと よろしいですか?<BR>
WriteText,textCutsceneScript2D_WriteText_0065_0,<NAME>くん。<BR>なにかしら?<BR>
WriteText,textCutsceneScript2D_WriteText_0077_0,これ みつけたのですが<BR>マリアさんのですか?<BR>
WriteText,textCutsceneScript2D_WriteText_0095_0,あら? ぶあついほんね～<BR>‥‥‥‥‥‥‥‥‥‥‥‥<BR>
WriteText,textCutsceneScript2D_WriteText_00B6_0,あっ! そのほん!!<BR>よみかけだった<BR>ほんじゃない!!!<BR>
WriteText,textCutsceneScript2D_WriteText_00E3_0,みつけてくれて ありがとう<BR><NAME>くん。<BR>
WriteText,textCutsceneScript2D_WriteText_00FD_0,しょこから かりたほんが<BR>なくなってしまって<BR>さがしていたのよ。<BR>
WriteText,textCutsceneScript2D_WriteText_0125_0,みつかって よかったわ‥‥<BR>
WriteText,textCutsceneScript2D_WriteText_0139_0,こんな ぶあついほんを<BR>よむなんて ものすごく<BR>ほんが すきなんですね。<BR>
WriteText,textCutsceneScript2D_WriteText_0165_0,ほんは だいすきよ。<BR>たのしませてくれるし<BR>べんきょうにも なるから。<BR>
WriteText,textCutsceneScript2D_WriteText_018C_0,<NAME>くんは<BR>どんな ほんが<BR>すきなのかしら。<BR>
OptionSelectTimed,textCutsceneScript2D_OptionSelectTimed_01A5_0,すいりしょうせつ
OptionSelectTimed,textCutsceneScript2D_OptionSelectTimed_01A5_1,マンガ
OptionSelectTimed,textCutsceneScript2D_OptionSelectTimed_01A5_2,テイゲキグラフ
WriteText,textCutsceneScript2D_WriteText_01E1_0,すいりしょうせつを<BR>よくよみます。<BR>
WriteText,textCutsceneScript2D_WriteText_0203_0,あら いいわね。<BR>
WriteText,textCutsceneScript2D_WriteText_020F_0,でも すいりしょうせつは<BR>よみはじめると やめられなく<BR>なってしまうのよね。<BR>
WriteText,textCutsceneScript2D_WriteText_023D_0,よみすぎて あさねぼう‥‥<BR>なんてこと ないようにね<BR><NAME>くん。<BR>
WriteText,textCutsceneScript2D_WriteText_0264_0,それじゃあ わざわざ<BR>ありがとう。<BR>
WriteText,textCutsceneScript2D_WriteText_027D_0,マンガです。<BR>マンガが だいすきです。<BR>
WriteText,textCutsceneScript2D_WriteText_0298_0,そう‥‥<BR>マンガでも ほんを<BR>よまないよりは いいわね。<BR>
WriteText,textCutsceneScript2D_WriteText_02B8_0,それに マンガは もじとえを<BR>どうじに りかいしなくては<BR>いけないから<BR>
WriteText,textCutsceneScript2D_WriteText_02DF_0,のうのはったつに いいって<BR>いわれてるらしいし。<BR>
WriteText,textCutsceneScript2D_WriteText_02FB_0,でも マンガばかり<BR>よんでないで たまには<BR>ふつうのほんも よむのよ。<BR>
WriteText,textCutsceneScript2D_WriteText_0326_0,それじゃあ <NAME>くん<BR>わざわざ ありがとう。<BR>
WriteText,textCutsceneScript2D_WriteText_0343_0,テイゲキグラフは<BR>まいごう かかさずに<BR>よんでいます。<BR>
WriteText,textCutsceneScript2D_WriteText_0362_0,あ でも<BR>いまは ホンモノのみなさんに<BR>あえるなんて かんげきです。<BR>
WriteText,textCutsceneScript2D_WriteText_038C_0,あ‥‥ あらそうなの。<BR>それは どうも‥‥<BR>ありがとうございます‥‥<BR>
WriteText,textCutsceneScript2D_WriteText_03B6_0,‥‥そうじゃなくてね<BR><NAME>くん。<BR>
WriteText,textCutsceneScript2D_WriteText_03CC_0,みなさんの だいファン<BR>なんですよ。<BR>
WriteText,textCutsceneScript2D_WriteText_03E6_0,‥‥そうなの。<BR>でも にんむのことは<BR>わすれないでね。<BR>
WriteText,textCutsceneScript2D_WriteText_0405_0,それじゃあ <NAME>くん<BR>わざわざ ありがとう。<BR>
WriteText,textCutsceneScript2D_WriteText_0422_0,‥‥‥‥ほんは ほとんど<BR>よまないです‥‥‥‥‥‥<BR>
WriteText,textCutsceneScript2D_WriteText_0443_0,あら そうなの。<BR>
WriteText,textCutsceneScript2D_WriteText_0453_0,まあ ムリに よめとは<BR>いわないけど たまには<BR>よむといいわよ。<BR>
WriteText,textCutsceneScript2D_WriteText_0477_0,あたらしいせかいが<BR>ひらけるかも しれないしね。<BR>
WriteText,textCutsceneScript2D_WriteText_0497_0,それじゃあ <NAME>くん<BR>わざわざ ありがとう。<BR>
WriteText,textCutsceneScript2D_WriteText_04B1_0,さっきみつけた<BR>この ぶあついほん‥‥<BR>
WriteText,textCutsceneScript2D_WriteText_04CE_0,マリアさんのところへ<BR>もっていってみましょう。<BR>
WriteText,textCutsceneScript2D_WriteText_04EB_0,マリアさん。<BR>ちょっと よろしいですか?<BR>
WriteText,textCutsceneScript2D_WriteText_0507_0,あら <NAME>。<BR>なにかよう?<BR>
WriteText,textCutsceneScript2D_WriteText_0520_0,これを みつけたのですが<BR>マリアさんのですか?<BR>
