Type,Identifier,Text
WriteText,textCutsceneScript51_WriteText_0011_0,あっ そうだ。<BR>
WriteText,textCutsceneScript51_WriteText_0021_0,さっきもらった たんもの<BR>だれかに あげよう。<BR>
WriteText,textCutsceneScript51_WriteText_003C_0,だれに あげようかな～?<BR>
OptionSelect,textCutsceneScript51_OptionSelect_004C_0,おおがみに あげる
OptionSelect,textCutsceneScript51_OptionSelect_004C_1,さくらに あげる
OptionSelect,textCutsceneScript51_OptionSelect_004C_2,ほかのひとに あげる
OptionSelect,textCutsceneScript51_OptionSelect_008B_0,すみれに あげる
OptionSelect,textCutsceneScript51_OptionSelect_008B_1,マリアに あげる
OptionSelect,textCutsceneScript51_OptionSelect_008B_2,ほかのひと にあげる
OptionSelect,textCutsceneScript51_OptionSelect_00C9_0,アイリスに あげる
OptionSelect,textCutsceneScript51_OptionSelect_00C9_1,こうらんに あげる
OptionSelect,textCutsceneScript51_OptionSelect_00C9_2,ほかのひとに あげる
OptionSelect,textCutsceneScript51_OptionSelect_0109_0,カンナに あげる
OptionSelect,textCutsceneScript51_OptionSelect_0109_1,おりひめに あげる
OptionSelect,textCutsceneScript51_OptionSelect_0109_2,ほかのひとに あげる
OptionSelect,textCutsceneScript51_OptionSelect_0148_0,レニに あげる
OptionSelect,textCutsceneScript51_OptionSelect_0148_1,ほかのひとに あげる
WriteText,textCutsceneScript51_WriteText_0175_0,おおがみさんに<BR>あげよう。<BR>
WriteText,textCutsceneScript51_WriteText_018C_0,やあ <NAME>くん。<BR>どうしたんだい。<BR>
WriteText,textCutsceneScript51_WriteText_01A3_0,おおがみさん<BR>このたんもの さしあげます。<BR>
WriteText,textCutsceneScript51_WriteText_01C0_0,えっ!?<BR>いいのかい?<BR>
WriteText,textCutsceneScript51_WriteText_01D2_0,おおがみさんの<BR>かっこいい きものすがたを<BR>みせてくださいよ。<BR>
WriteText,textCutsceneScript51_WriteText_01F9_0,そうかい。<BR>じゃあ いただくよ。<BR>
WriteText,textCutsceneScript51_WriteText_0216_0,ありがとう<BR><NAME>くん。<BR>
WriteText,textCutsceneScript51_WriteText_0228_0,さくらさんに<BR>あげよう。<BR>
WriteText,textCutsceneScript51_WriteText_023E_0,あら <NAME>さん<BR>どうかしたんですか?<BR>
WriteText,textCutsceneScript51_WriteText_0256_0,さくらさん<BR>このたんもの さしあげます。<BR>
WriteText,textCutsceneScript51_WriteText_0272_0,あら?<BR>いいんですか?<BR>
WriteText,textCutsceneScript51_WriteText_0284_0,ええ。 それで さくらさんの<BR>うつくしい きものすがたを<BR>みせてくださいよ。<BR>
WriteText,textCutsceneScript51_WriteText_02B2_0,あら うつくしいだなんて‥‥<BR>
WriteText,textCutsceneScript51_WriteText_02C8_0,では ありがたく<BR>いただきますね。<BR>
WriteText,textCutsceneScript51_WriteText_02E6_0,ありがとう<BR><NAME>さん。<BR>
WriteText,textCutsceneScript51_WriteText_02F8_0,すみれさんに<BR>あげよう。<BR>
WriteText,textCutsceneScript51_WriteText_030E_0,あら <NAME>さん<BR>どうかしたんですの?<BR>
WriteText,textCutsceneScript51_WriteText_0326_0,すみれさん<BR>このたんもの さしあげます。<BR>
WriteText,textCutsceneScript51_WriteText_0342_0,たんもの?<BR>あら これは なかなか<BR>いいもの ですわね。<BR>
WriteText,textCutsceneScript51_WriteText_0365_0,うつくしい すみれさん<BR>だからこそ にあう きものに<BR>なると おもいますよ。<BR>
WriteText,textCutsceneScript51_WriteText_0393_0,あら <NAME>さん<BR>よくわかって<BR>おりますわね。<BR>
WriteText,textCutsceneScript51_WriteText_03B0_0,では ありがたく<BR>ちょうだい いたしますわ。<BR>
WriteText,textCutsceneScript51_WriteText_03D3_0,ありがとう<BR><NAME>さん。<BR>
WriteText,textCutsceneScript51_WriteText_03E5_0,マリアさんに<BR>あげよう。<BR>
WriteText,textCutsceneScript51_WriteText_03FB_0,あら <NAME>くん<BR>どうかしたの?<BR>
WriteText,textCutsceneScript51_WriteText_0410_0,マリアさん<BR>このたんもの さしあげます。<BR>
WriteText,textCutsceneScript51_WriteText_042C_0,えっ? わたしに?<BR>
WriteText,textCutsceneScript51_WriteText_043C_0,ええ。<BR>このがら マリアさんに <BR>よくにあうと おもいますよ。<BR>
WriteText,textCutsceneScript51_WriteText_0463_0,そうかしら。<BR>うれしいわね。<BR>
WriteText,textCutsceneScript51_WriteText_0475_0,じゃあ ありがたく<BR>いただくわ。<BR>
WriteText,textCutsceneScript51_WriteText_0492_0,<NAME>くん<BR>ありがとう。<BR>
WriteText,textCutsceneScript51_WriteText_04A4_0,アイリスに あげよう。<BR>
WriteText,textCutsceneScript51_WriteText_04B9_0,<NAME><BR>なに?<BR>
WriteText,textCutsceneScript51_WriteText_04C5_0,アイリス。<BR>このたんもの あげるよ。<BR>
WriteText,textCutsceneScript51_WriteText_04DF_0,ホントに!?<BR>
WriteText,textCutsceneScript51_WriteText_04EC_0,ああ。 きっと アイリスに<BR>にあうと おもうんだ。<BR>
WriteText,textCutsceneScript51_WriteText_050D_0,やったーっ!<BR>
WriteText,textCutsceneScript51_WriteText_0520_0,ありがとう!<BR><NAME>!!<BR>
WriteText,textCutsceneScript51_WriteText_0532_0,こうらんさんに<BR>あげよう。<BR>
WriteText,textCutsceneScript51_WriteText_0549_0,<NAME>はん<BR>なんかようか?<BR>
WriteText,textCutsceneScript51_WriteText_055B_0,こうらんさん<BR>このたんもの さしあげます。<BR>
WriteText,textCutsceneScript51_WriteText_0578_0,えっ? ウチに?<BR>
WriteText,textCutsceneScript51_WriteText_0587_0,ええ。こうらんさんの<BR>きものすがたって きっと<BR>ステキだろうな～とおもって。<BR>
WriteText,textCutsceneScript51_WriteText_05B5_0,ホンマか?<BR>こりゃ きれいやなぁ‥‥<BR>
WriteText,textCutsceneScript51_WriteText_05CF_0,ほな ありがたく<BR>いただくわ。<BR>
WriteText,textCutsceneScript51_WriteText_05EB_0,ありがとう<BR><NAME>はん。<BR>
WriteText,textCutsceneScript51_WriteText_05FD_0,カンナさんに<BR>あげよう。<BR>
WriteText,textCutsceneScript51_WriteText_0613_0,よう <NAME><BR>なにかようか?<BR>
WriteText,textCutsceneScript51_WriteText_0626_0,カンナさん<BR>このたんもの さしあげます。<BR>
WriteText,textCutsceneScript51_WriteText_0642_0,えっ? あ あたいに?<BR>
WriteText,textCutsceneScript51_WriteText_0654_0,ええ。これで たまには<BR>おんならしく‥‥<BR>
WriteText,textCutsceneScript51_WriteText_0670_0,たまにはって なんだよ!<BR>
WriteText,textCutsceneScript51_WriteText_0683_0,じゃなくて このがら きっと<BR>カンナさんに にあうと<BR>おもいまして‥‥<BR>
WriteText,textCutsceneScript51_WriteText_06AE_0,まっいいや。<BR>じゃ ありがたく<BR>いただくぜ。<BR>
WriteText,textCutsceneScript51_WriteText_06D5_0,ありがとよ<BR><NAME>。<BR>
WriteText,textCutsceneScript51_WriteText_06E5_0,おりひめさんに<BR>あげよう。<BR>
WriteText,textCutsceneScript51_WriteText_06FC_0,はーい <NAME>さん<BR>なにか ようでーすか?<BR>
