Type,Identifier,Text
WriteText,textCutsceneScript29_WriteText_0011_0,さっきみつけた<BR>ピンクのぼくとう‥‥<BR>
WriteText,textCutsceneScript29_WriteText_002C_0,ぼくとうなのに ピンクか‥‥<BR>
WriteText,textCutsceneScript29_WriteText_003E_0,ぼくとうで ピンクときたら<BR>さくらさんのところに<BR>もっていくしかないな。<BR>
WriteText,textCutsceneScript29_WriteText_0068_0,さくらさん。<BR>
WriteText,textCutsceneScript29_WriteText_0076_0,<NAME>さん<BR>どうかしたんですか?<BR>
WriteText,textCutsceneScript29_WriteText_008B_0,こんなものを みつけたの<BR>ですが‥‥<BR>さくらさんのですか?<BR>
WriteText,textCutsceneScript29_WriteText_00B0_0,ピンクのぼくとう?<BR>あっ それ あたしのです。<BR>
WriteText,textCutsceneScript29_WriteText_00D4_0,わざわざ すみません。<BR><NAME>さん。<BR>
WriteText,textCutsceneScript29_WriteText_00EB_0,さくらさん ぼくとうまで<BR>ピンクなんですか?<BR>
WriteText,textCutsceneScript29_WriteText_0109_0,ええ まあ これだけ<BR>なんですけどね。<BR>
WriteText,textCutsceneScript29_WriteText_0124_0,ところで <NAME>さんは<BR>すきなスポーツとか<BR>ありますか?<BR>
OptionSelectTimed,textCutsceneScript29_OptionSelectTimed_0142_0,じゅうどう
OptionSelectTimed,textCutsceneScript29_OptionSelectTimed_0142_1,やきゅう
OptionSelectTimed,textCutsceneScript29_OptionSelectTimed_0142_2,じょうき じどうしゃレース
WriteText,textCutsceneScript29_WriteText_0182_0,じゅうどうが すきです。<BR>
WriteText,textCutsceneScript29_WriteText_0192_0,にほんこらいの ぶじゅつは<BR>からだだけでなく せいしんも<BR>きたえますからね。<BR>
WriteText,textCutsceneScript29_WriteText_01C9_0,そうですよね。<BR>じゅうどうにしろ<BR>けんどうにしろ<BR>
WriteText,textCutsceneScript29_WriteText_01E5_0,にほんこらいの ぶじゅつって<BR>ほんとうに いいですよね。<BR>
WriteText,textCutsceneScript29_WriteText_0205_0,あたしも ちちにおしえられて<BR>すすんだ けんのみち‥‥<BR>とっても だいすきなんです。<BR>
WriteText,textCutsceneScript29_WriteText_0233_0,それじゃ <NAME>さん<BR>わざわざ とどけてくださって<BR>ありがとうございました。<BR>
WriteText,textCutsceneScript29_WriteText_025F_0,やきゅうが すきです。<BR>
WriteText,textCutsceneScript29_WriteText_027B_0,あたしも すきですよ。<BR>みてると おもしろいん<BR>ですよね～。<BR>
WriteText,textCutsceneScript29_WriteText_02A0_0,やっても おもしろいですよ。<BR>
WriteText,textCutsceneScript29_WriteText_02B6_0,そうなんですか?<BR>おんなの あたしにも<BR>できますか?<BR>
WriteText,textCutsceneScript29_WriteText_02D7_0,もちろんですよ。<BR>
WriteText,textCutsceneScript29_WriteText_02E7_0,じゃあ こんど<BR>おしえてくださいね。<BR>
WriteText,textCutsceneScript29_WriteText_0301_0,それじゃ <NAME>さん<BR>わざわざ とどけてくださって<BR>ありがとうございました。<BR>
WriteText,textCutsceneScript29_WriteText_032D_0,じょうき じどうしゃレースが<BR>すきです。<BR>
WriteText,textCutsceneScript29_WriteText_0349_0,しってますよ。<BR>あの ぬきつ ぬかれつって<BR>やつですね。<BR>
WriteText,textCutsceneScript29_WriteText_036C_0,そうなんですよ。<BR>いのちをかけて いっしゅんの<BR>はんだんで かけぬける。<BR>
WriteText,textCutsceneScript29_WriteText_0394_0,コーナーでの デッドヒート<BR>なんか もう だいこうふん<BR>ですよ。<BR>
WriteText,textCutsceneScript29_WriteText_03BC_0,へ～ そんなに<BR>おもしろいんですか。<BR>
WriteText,textCutsceneScript29_WriteText_03D2_0,じゃあ こんど<BR>こうらんもつれて いっしょに<BR>みにいきましょう。<BR>
WriteText,textCutsceneScript29_WriteText_03FA_0,それじゃ <NAME>さん<BR>わざわざ とどけてくださって<BR>ありがとうございました。<BR>
WriteText,textCutsceneScript29_WriteText_0426_0,‥‥‥‥‥‥‥‥すみません。<BR>これといって ないんです。<BR>
WriteText,textCutsceneScript29_WriteText_044A_0,そうなんですか?<BR>すみません。<BR>へんなことを きいて‥‥<BR>
WriteText,textCutsceneScript29_WriteText_046E_0,それじゃ <NAME>さん<BR>わざわざ とどけてくださって<BR>ありがとうございました。<BR>
WriteText,textCutsceneScript29_WriteText_0497_0,さっきみつけた<BR>ピンクのぼくとう‥‥<BR>
WriteText,textCutsceneScript29_WriteText_04B2_0,ぼくとうなのに ピンク‥‥<BR>
WriteText,textCutsceneScript29_WriteText_04C3_0,ぼくとうで ピンクときたら<BR>さくらさんのところに<BR>もっていくしかないわね。<BR>
WriteText,textCutsceneScript29_WriteText_04EE_0,さくらさん。<BR>
WriteText,textCutsceneScript29_WriteText_04FC_0,<NAME>さん<BR>どうかしたんですか?<BR>
WriteText,textCutsceneScript29_WriteText_0511_0,こんなものを みつけたの<BR>ですが‥‥<BR>さくらさんのですか?<BR>
WriteText,textCutsceneScript29_WriteText_0536_0,ピンクのぼくとう?<BR>あっ それ あたしのです。<BR>
WriteText,textCutsceneScript29_WriteText_055E_0,わざわざ すみません。<BR><NAME>さん。<BR>
WriteText,textCutsceneScript29_WriteText_0575_0,ぼくとうまで ピンクだなんて<BR>さくらさん らしいですね。<BR>
WriteText,textCutsceneScript29_WriteText_0599_0,ええ まあ これだけ<BR>なんですけどね。<BR>
WriteText,textCutsceneScript29_WriteText_05B4_0,ところで <NAME>さんは<BR>すきなスポーツとか<BR>ありますか?<BR>
OptionSelectTimed,textCutsceneScript29_OptionSelectTimed_05D2_0,フェンシング
OptionSelectTimed,textCutsceneScript29_OptionSelectTimed_05D2_1,すいえい
OptionSelectTimed,textCutsceneScript29_OptionSelectTimed_05D2_2,テニス
WriteText,textCutsceneScript29_WriteText_0609_0,フェンシングが すきです。<BR>
WriteText,textCutsceneScript29_WriteText_061E_0,フェンシング?<BR>ああ せいようのけんどう<BR>ですね。<BR>
WriteText,textCutsceneScript29_WriteText_0648_0,あたしも すきですよ。<BR>おなじ けんのみち<BR>ですもんね。<BR>
WriteText,textCutsceneScript29_WriteText_0668_0,でも フェンシングだなんて<BR><NAME>さんって なかなか<BR>シャレてますね。<BR>
WriteText,textCutsceneScript29_WriteText_068D_0,それじゃ <NAME>さん<BR>わざわざ とどけてくださって<BR>ありがとうございました。<BR>
WriteText,textCutsceneScript29_WriteText_06B9_0,すいえいが すきです。<BR>
WriteText,textCutsceneScript29_WriteText_06CC_0,すみれさんや レニも<BR>すいえい すきなんですよ。<BR>
WriteText,textCutsceneScript29_WriteText_06E8_0,いいですよね～。<BR>およぐのは ぜんしんの<BR>うんどうに なりますし。<BR>
WriteText,textCutsceneScript29_WriteText_071A_0,なによりも みずにういてる<BR>のって きもちいいじゃ<BR>ないですか。<BR>
WriteText,textCutsceneScript29_WriteText_073E_0,ね <NAME>さん。<BR>
WriteText,textCutsceneScript29_WriteText_074B_0,ええ そうですね。<BR>
WriteText,textCutsceneScript29_WriteText_075C_0,それじゃ <NAME>さん<BR>わざわざ とどけてくださって<BR>ありがとうございました。<BR>
WriteText,textCutsceneScript29_WriteText_0788_0,テニスが すきです。<BR>
WriteText,textCutsceneScript29_WriteText_079A_0,テニスとは なかなか<BR>おシャレさんですね。<BR><NAME>さんは。<BR>
WriteText,textCutsceneScript29_WriteText_07BC_0,じつはテニスって<BR>すごくハードなスポーツ<BR>なんですよ。<BR>
WriteText,textCutsceneScript29_WriteText_07DB_0,じそく200キロで<BR>とんでくるボールを<BR>うちあうんですから。<BR>
WriteText,textCutsceneScript29_WriteText_0801_0,エエッ!<BR>そうなんですか!?<BR>
WriteText,textCutsceneScript29_WriteText_0813_0,それは スゴイですね。<BR>
WriteText,textCutsceneScript29_WriteText_082B_0,それをやっている<BR><NAME>さんも <BR>スゴイです。<BR>
WriteText,textCutsceneScript29_WriteText_0848_0,それじゃ <NAME>さん<BR>わざわざ とどけてくださって<BR>ありがとうございました。<BR>
WriteText,textCutsceneScript29_WriteText_0874_0,‥‥‥‥‥‥‥‥すみません。<BR>これといって ないんです。<BR>
WriteText,textCutsceneScript29_WriteText_0898_0,そうなんですか?<BR>すみません。<BR>へんなことを きいて‥‥<BR>
WriteText,textCutsceneScript29_WriteText_08BC_0,それじゃ <NAME>さん<BR>わざわざ とどけてくださって<BR>ありがとうございました。<BR>
