Type,Identifier,Text
WriteText,textCutsceneScript55_WriteText_0012_0,よう <NAME>!<BR>つぎの しゅつげきばしょは<BR>ミカサ つうきこうだ。<BR>
WriteText,textCutsceneScript55_WriteText_0035_0,こんかい <NAME>と<BR>いっしょに しゅつげき<BR>できるのは<BR>
WriteText,textCutsceneScript55_WriteText_0056_0,あたいと<BR>
WriteText,textCutsceneScript55_WriteText_0062_0,わたしと<BR>
WriteText,textCutsceneScript55_WriteText_006E_0,ボクだ。<BR>
WriteText,textCutsceneScript55_WriteText_007A_0,じゃあ それぞれの<BR>とくいわざを <NAME>に<BR>おしえておくぜ。<BR>
WriteText,textCutsceneScript55_WriteText_009A_0,あたいの とくいわざは<BR>カラテだ。せっきんせんなら<BR>まかしといてくれよ。<BR>
WriteText,textCutsceneScript55_WriteText_00C2_0,ちかくにいる てきしか<BR>こうげきできないけど<BR>はかいりょくは すげぇぜ!<BR>
WriteText,textCutsceneScript55_WriteText_00EE_0,わたしは れいりょくを<BR>つかった こうげきが<BR>とくいでーす。<BR>
WriteText,textCutsceneScript55_WriteText_0110_0,れいりょくのビームで<BR>とおくにいる てきにも<BR>こうげきできまーす。<BR>
WriteText,textCutsceneScript55_WriteText_0135_0,しかも ふくすうのてきに<BR>いちどで こうげきすることも<BR>できるのでーす。<BR>
WriteText,textCutsceneScript55_WriteText_0161_0,ボクのぶきは ランス‥‥<BR>つまり ヤリだ。<BR>
WriteText,textCutsceneScript55_WriteText_017A_0,つうじょうは<BR>いったいのてきに たいしての<BR>こうげきだけど‥‥<BR>
WriteText,textCutsceneScript55_WriteText_019D_0,れいりょくを つかえば<BR>ふくすうのてきを<BR>こうげきすることができる。<BR>
WriteText,textCutsceneScript55_WriteText_01C7_0,てな かんじだな。<BR>
WriteText,textCutsceneScript55_WriteText_01D4_0,じぶんの そうびと<BR>パートナーの のうりょくを<BR>よくかんがえて<BR>
WriteText,textCutsceneScript55_WriteText_01F7_0,バランスのとれた<BR>チームをくめば せんとうが<BR>ゆうりになるぜ。<BR>
WriteText,textCutsceneScript55_WriteText_021E_0,ところで <NAME>さんは<BR>せんとうちゅうに ぶきを<BR>もちかえてまーすか?<BR>
OptionSelect,textCutsceneScript55_OptionSelect_0243_0,はい
OptionSelect,textCutsceneScript55_OptionSelect_0243_1,いいえ
WriteText,textCutsceneScript55_WriteText_0264_0,はい。<BR>もちかえています。<BR>
WriteText,textCutsceneScript55_WriteText_0282_0,さすがは <NAME>さん。<BR>やりまーすね。<BR>
WriteText,textCutsceneScript55_WriteText_029B_0,ぶきの もちかえには<BR>1ターン しょうひしますが<BR>
WriteText,textCutsceneScript55_WriteText_02B7_0,それぞれの ぶきに<BR>ぞくせいのちがう わざを<BR>セットしておくと<BR>
WriteText,textCutsceneScript55_WriteText_02DA_0,どんなてきが あらわれても<BR>ぶきを もちかえるだけで<BR>らくに たたかえて<BR>
WriteText,textCutsceneScript55_WriteText_0306_0,とーーっても<BR>べんりですからね!!<BR>
