Type,Identifier,Text
WriteText,textCutsceneScript15_WriteText_000A_0,～だい2しょう～<BR>『ぼうそうエンジンをとめろ』<BR>
WriteText,textCutsceneScript15_WriteText_003C_0,みんな あつまってるわね。<BR>では こんかいのじけんに<BR>ついて かんがえましょう。<BR>
WriteText,textCutsceneScript15_WriteText_0068_0,いま おこっているのは<BR>ミカサを ちゅうしんとした<BR>れいりょくの いへんです。<BR>
WriteText,textCutsceneScript15_WriteText_0093_0,そして そのミカサの<BR>なかには まものが いて‥‥<BR>
WriteText,textCutsceneScript15_WriteText_00B0_0,さらに ミカサのなかに <BR>いるはずのない<BR>まちのひとが いた‥‥<BR>
WriteText,textCutsceneScript15_WriteText_00D8_0,ふつうでは かんがえられない<BR>ことですね。<BR>
WriteText,textCutsceneScript15_WriteText_00F5_0,おかしいぜ なんで<BR>あんなところに まものが<BR>いるんだ?<BR>
WriteText,textCutsceneScript15_WriteText_0119_0,あら それをいうなら <BR>まちのひとが ミカサのなかに<BR>いたのも おかしいですわよ。<BR>
WriteText,textCutsceneScript15_WriteText_014A_0,れいりょくのいへん といい<BR>まものや まちのひと‥‥<BR>おかしなことだらけだわ。<BR>
WriteText,textCutsceneScript15_WriteText_0179_0,ミカサを ちゅうしんに<BR>おこっている いへんなら<BR>
WriteText,textCutsceneScript15_WriteText_0195_0,やはり もんだいは<BR>ミカサにあるんじゃ<BR>ないだろうか?<BR>
WriteText,textCutsceneScript15_WriteText_01B8_0,‥‥‥‥‥‥‥‥‥‥‥‥‥‥<BR>‥‥‥‥‥‥‥‥‥‥‥‥‥‥<BR>
WriteText,textCutsceneScript15_WriteText_01DD_0,あっ! 『まじんき』!!<BR>
WriteText,textCutsceneScript15_WriteText_01F3_0,そうだわ!<BR>ミカサに のこしてきた<BR>3つの『まじんき』!!<BR>
OptionSelect,textCutsceneScript15_OptionSelect_0216_0,『まじんき』についてきく
OptionSelect,textCutsceneScript15_OptionSelect_0216_1,はなしを つづける
WriteText,textCutsceneScript15_WriteText_024A_0,‥‥そうか こんかいの<BR>じけんは おそらく<BR>『まじんき』のしわざやで。<BR>
WriteText,textCutsceneScript15_WriteText_0277_0,どういうことでーすか?!<BR>
WriteText,textCutsceneScript15_WriteText_028B_0,しずんだミカサに のこして<BR>きた 3つの『まじんき』が<BR>なんかの えいきょうで<BR>
WriteText,textCutsceneScript15_WriteText_02B8_0,いじょうにたかい<BR>れいりょくを<BR>はっせい させたんや!!<BR>
WriteText,textCutsceneScript15_WriteText_02D8_0,まものは その たかい <BR>れいりょくに ひかれて<BR>ミカサにあらわれたんや。<BR>
WriteText,textCutsceneScript15_WriteText_0305_0,じゃあ<BR>まちのひとたちは?<BR>
WriteText,textCutsceneScript15_WriteText_031A_0,『まじんき』から だされた<BR>たかすぎる れいりょくが<BR>くうかんを ゆがめたんやな。<BR>
WriteText,textCutsceneScript15_WriteText_0349_0,まちのひとは ゆがめられた<BR>くうかんを とおって<BR>ミカサへと とばされたんや。<BR>
WriteText,textCutsceneScript15_WriteText_0374_0,せやから つばきはんのように<BR>とつぜん ミカサのなかに<BR>あらわれてしまうんや!<BR>
WriteText,textCutsceneScript15_WriteText_03A3_0,‥‥アイリス<BR>むずかしくて<BR>よくわかんないよ‥‥<BR>
WriteText,textCutsceneScript15_WriteText_03C3_0,あくまで すいそくだね。<BR>
WriteText,textCutsceneScript15_WriteText_03D7_0,そうね。レニのいうように<BR>『まじんき』が げんいんだと<BR>いう しょうこはないわね。<BR>
WriteText,textCutsceneScript15_WriteText_0406_0,でも かんがえられる<BR>さいだいの げんいんは<BR>『まじんき』じゃないかしら。<BR>
WriteText,textCutsceneScript15_WriteText_0431_0,あれほどの れいりょくを<BR>だすものは 『まじんき』の<BR>ほかには ないとおもうの。<BR>
WriteText,textCutsceneScript15_WriteText_0463_0,と いうことは ミカサに<BR>はいって 『まじんき』を<BR>さがすんだな。<BR>
WriteText,textCutsceneScript15_WriteText_048E_0,ええ。<BR>そういうことに なるわね。<BR>
WriteText,textCutsceneScript15_WriteText_04A7_0,では せいしきに<BR>めいれいします。<BR>
WriteText,textCutsceneScript15_WriteText_04BC_0,<NAME>くん あなたに<BR>『まじんき』かいしゅうの<BR>にんむを めいじます。<BR>
WriteText,textCutsceneScript15_WriteText_04E3_0,ただし ちょうさでわかった<BR>ように ミカサのなかには<BR>まものがいて きけんです。<BR>
WriteText,textCutsceneScript15_WriteText_050F_0,しゅつどうするときには<BR>かならず パートナーを<BR>つれて しゅつどうすること。<BR>
WriteText,textCutsceneScript15_WriteText_0539_0,パートナーは そのとき<BR>ての あいている<BR>たいいんから えらぶのよ。<BR>
WriteText,textCutsceneScript15_WriteText_055F_0,いいわね。<BR>
OptionSelectTimed,textCutsceneScript15_OptionSelectTimed_0568_0,りょうかい!
WriteText,textCutsceneScript15_WriteText_0582_0,‥‥‥‥‥‥‥‥‥‥‥‥<BR>
WriteText,textCutsceneScript15_WriteText_0596_0,<NAME>くん。<BR>しっかりしなさい。<BR>
WriteText,textCutsceneScript15_WriteText_05AB_0,は はい!<BR>りょうかい!<BR>
WriteText,textCutsceneScript15_WriteText_05BF_0,がんばりや <NAME>はん。<BR>こうぶの パワーアップは<BR>ウチに まかせとき。<BR>
WriteText,textCutsceneScript15_WriteText_05EB_0,りょうかい!<BR>
