Type,Identifier,Text
WriteText,textCutsceneScript12_WriteText_005A_0,よう <NAME>!<BR>ぶじ もどってきたな?<BR>げんきそうで なによりだぜ。<BR>
WriteText,textCutsceneScript12_WriteText_0085_0,<NAME>さん<BR>おかえりなさい。<BR>
WriteText,textCutsceneScript12_WriteText_009C_0,<NAME>おかえり!!<BR>ねぇ ねぇ<BR>おもしろかったー?!<BR>
WriteText,textCutsceneScript12_WriteText_00BF_0,<NAME>さん<BR>おかえりでーす。<BR>
WriteText,textCutsceneScript12_WriteText_00D6_0,<NAME>くん。<BR>おつかれさま。<BR>
WriteText,textCutsceneScript12_WriteText_00ED_0,あら どうやら ぶじに<BR>もどってきた ようですわね<BR><NAME>さん。<BR>
WriteText,textCutsceneScript12_WriteText_0116_0,<NAME>はん おかえり。<BR>おつかれさんやったな。<BR>
WriteText,textCutsceneScript12_WriteText_0136_0,‥‥‥‥にんむ<BR>ごくろう。<BR>
WriteText,textCutsceneScript12_WriteText_014E_0,おかえりなさい<BR><NAME>さん。<BR>
WriteText,textCutsceneScript12_WriteText_015E_0,つばきを たすけてくれて<BR>ありがとうございました。<BR>
WriteText,textCutsceneScript12_WriteText_017F_0,おかえり! <NAME>くん。<BR>つばきのこと ありがとうね。<BR>
WriteText,textCutsceneScript12_WriteText_01A0_0,おかえりなさい。おおがみくん<BR><NAME>くん。<BR>ごくろうだったわね。<BR>
WriteText,textCutsceneScript12_WriteText_01C6_0,さっそくだけど<BR>ほうこくを おねがいするわ。<BR>
WriteText,textCutsceneScript12_WriteText_01E3_0,はい ほうこくします。<BR>
WriteText,textCutsceneScript12_WriteText_01F2_0,ミカサに まものがいました。<BR>また なぜか まちのひとも<BR>ミカサのなかに いました。<BR>
WriteText,textCutsceneScript12_WriteText_0220_0,やはり ミカサでは<BR>なにか おこっていると<BR>かんがえられます。<BR>
WriteText,textCutsceneScript12_WriteText_0247_0,わかったわ。<BR>ぶんせきを いそぎましょう。<BR>
WriteText,textCutsceneScript12_WriteText_0260_0,<NAME>くんは<BR>つぎの しじがあるまで<BR>やすんでいてちょうだい。<BR>
WriteText,textCutsceneScript12_WriteText_02CE_0,<NAME>! おかえり!<BR>ぶじにかえってきたな～。<BR>がんばったじゃないか。<BR>
WriteText,textCutsceneScript12_WriteText_02FA_0,<NAME>さん<BR>おかえりなさい。<BR>
WriteText,textCutsceneScript12_WriteText_030E_0,おおがみさんも<BR>おつかれさまです。<BR>
WriteText,textCutsceneScript12_WriteText_032A_0,<NAME>おかえり!!<BR>ねぇ ねぇ<BR>おもしろかったー?!<BR>
WriteText,textCutsceneScript12_WriteText_034D_0,<NAME>さん<BR>おかえりでーす。<BR>
WriteText,textCutsceneScript12_WriteText_0364_0,<NAME> なんとかぶじに<BR>もどってきたようね。<BR>おつかれさま。<BR>
WriteText,textCutsceneScript12_WriteText_038B_0,あら どうやら ぶじに<BR>もどってきた ようですわね<BR><NAME>さん。<BR>
WriteText,textCutsceneScript12_WriteText_03B0_0,しょういに ごめいわくを<BR>かけてないでしょうね。<BR>
WriteText,textCutsceneScript12_WriteText_03D0_0,<NAME>はん おかえり。<BR>おつかれさんやったな。<BR>
WriteText,textCutsceneScript12_WriteText_03F0_0,‥‥‥‥にんむ<BR>ごくろう。<BR>
WriteText,textCutsceneScript12_WriteText_0408_0,おかえりなさい<BR><NAME>さん。<BR>
WriteText,textCutsceneScript12_WriteText_0418_0,つばきを たすけてくれて<BR>ありがとうございました。<BR>
WriteText,textCutsceneScript12_WriteText_0439_0,おかえり! <NAME>さん。<BR>つばきのこと ありがとうね。<BR>
WriteText,textCutsceneScript12_WriteText_045A_0,おかえりなさい。<BR>おおがみくん <NAME>。<BR>ごくろうだったわね。<BR>
WriteText,textCutsceneScript12_WriteText_047F_0,さっそくだけど<BR>ほうこくを おねがいするわ。<BR>
WriteText,textCutsceneScript12_WriteText_049C_0,はい ほうこくします。<BR>
WriteText,textCutsceneScript12_WriteText_04AB_0,ミカサに まものがいました。<BR>また なぜか まちのひとも<BR>ミカサのなかに いました。<BR>
WriteText,textCutsceneScript12_WriteText_04D9_0,やはり ミカサでは<BR>なにか おこっていると<BR>かんがえられます。<BR>
WriteText,textCutsceneScript12_WriteText_0500_0,わかったわ。<BR>ぶんせきを いそぎましょう。<BR>
WriteText,textCutsceneScript12_WriteText_0519_0,<NAME>は<BR>つぎの しじがあるまで<BR>やすんでいてちょうだい。<BR>
