Type,Identifier,Text
WriteText,textCutsceneScript19_WriteText_0012_0,<NAME>くん<BR>おつかれさま。<BR>
WriteText,textCutsceneScript19_WriteText_0021_0,では ほうこくを<BR>おねがいするわ。<BR>
WriteText,textCutsceneScript19_WriteText_0039_0,はい。<BR>『まじんき・けん』を<BR>かいしゅうしてきました。<BR>
WriteText,textCutsceneScript19_WriteText_005E_0,よくやったわね。<BR><NAME>くん。<BR>
WriteText,textCutsceneScript19_WriteText_006F_0,では つぎの しじがあるまで<BR>やすんでいてちょうだい。<BR>
WriteText,textCutsceneScript19_WriteText_008F_0,<NAME><BR>おつかれさま。<BR>
WriteText,textCutsceneScript19_WriteText_009C_0,では ほうこくを<BR>おねがいするわ。<BR>
WriteText,textCutsceneScript19_WriteText_00B4_0,はい。<BR>『まじんき・けん』を<BR>かいしゅうしてきました。<BR>
WriteText,textCutsceneScript19_WriteText_00D9_0,よくやったわね。<BR><NAME>。<BR>
WriteText,textCutsceneScript19_WriteText_00E8_0,では つぎの しじがあるまで<BR>やすんでいてちょうだい。<BR>
