Type,Identifier,Text
WriteText,textCutsceneScript2C_WriteText_0011_0,ミカサのなかで ひろった<BR>コーヒーカップ‥‥<BR>
WriteText,textCutsceneScript2C_WriteText_0031_0,これって マリアさんのじゃ<BR>ないのかな?<BR>
WriteText,textCutsceneScript2C_WriteText_004B_0,マリアさん。<BR>しつれいします。<BR>
WriteText,textCutsceneScript2C_WriteText_0062_0,<NAME>くん。<BR>どうしたの?<BR>
WriteText,textCutsceneScript2C_WriteText_0074_0,これ ひろったんですが<BR>マリアさんのですか?<BR>
WriteText,textCutsceneScript2C_WriteText_0092_0,くろい コーヒーカップ‥‥<BR>
WriteText,textCutsceneScript2C_WriteText_00A3_0,そうよ<BR>たしかに わたしのだわ。<BR>
WriteText,textCutsceneScript2C_WriteText_00C4_0,みつけてくれたのね。<BR>ありがとう<BR><NAME>くん。<BR>
WriteText,textCutsceneScript2C_WriteText_00E1_0,ちょうどよかった。<BR>いまコーヒーを いれたとこ<BR>なのよ。のんでいかない?<BR>
WriteText,textCutsceneScript2C_WriteText_0119_0,フー‥‥ やっぱり<BR>コーヒーは いいわね。<BR>ホッとするわ‥‥<BR>
WriteText,textCutsceneScript2C_WriteText_013F_0,リラックスして<BR>こころを やすませることは<BR>たいせつなことなのよ。<BR>
WriteText,textCutsceneScript2C_WriteText_0164_0,そのためには<BR>どくしょ なんかも<BR>いいわね。<BR>
WriteText,textCutsceneScript2C_WriteText_017E_0,<NAME>くんは<BR>どういうふうに リラックス<BR>しているのかしら。<BR>
OptionSelectTimed,textCutsceneScript2C_OptionSelectTimed_019E_0,スポーツです
OptionSelectTimed,textCutsceneScript2C_OptionSelectTimed_019E_1,おんがくです
OptionSelectTimed,textCutsceneScript2C_OptionSelectTimed_019E_2,どくしょです
WriteText,textCutsceneScript2C_WriteText_01DA_0,スポーツです。からだを <BR>うごかして あせをかくと<BR>きもち いいんです。<BR>
WriteText,textCutsceneScript2C_WriteText_020F_0,そうね。<BR>スポーツはいいわね。<BR>
WriteText,textCutsceneScript2C_WriteText_0226_0,でも つかれが のこらない<BR>ようにしなくてはダメよ。<BR>
WriteText,textCutsceneScript2C_WriteText_0248_0,それじゃあ <NAME>くん<BR>わざわざ ありがとう。<BR>
WriteText,textCutsceneScript2C_WriteText_0265_0,おんがくを きくことです。<BR>
WriteText,textCutsceneScript2C_WriteText_0283_0,そうね。<BR>おんがくはいいわ。<BR>こころが やすまるものね。<BR>
WriteText,textCutsceneScript2C_WriteText_02A3_0,それじゃあ <NAME>くん<BR>わざわざ ありがとう。<BR>
WriteText,textCutsceneScript2C_WriteText_02C0_0,どくしょ です。<BR>
