Type,Identifier,Text
WriteText,textCutsceneScript54_WriteText_0012_0,<NAME>さん。<BR>つぎの しゅつげきばしょは<BR>ミカサきかんぶですね。<BR>
WriteText,textCutsceneScript54_WriteText_0034_0,こんかい <NAME>さんと<BR>いっしょに しゅつげき<BR>できるのは<BR>
WriteText,textCutsceneScript54_WriteText_0053_0,あたしと<BR>
WriteText,textCutsceneScript54_WriteText_005F_0,アイリスと<BR>
WriteText,textCutsceneScript54_WriteText_006C_0,そして‥‥<BR>わたくし ですわ。<BR>
WriteText,textCutsceneScript54_WriteText_0083_0,では こんかい いっしょに<BR>しゅつげきできる たいいんの<BR>とくいわざを おしえますね。<BR>
WriteText,textCutsceneScript54_WriteText_00B2_0,あたしは けんをつかった<BR>こうげきが とくいです。<BR>
WriteText,textCutsceneScript54_WriteText_00CF_0,ちかくにいる てきを<BR>いったいずつ<BR>こうげきすることができます。<BR>
WriteText,textCutsceneScript54_WriteText_00F7_0,アイリスはね れいりょくを<BR>つかった こうげきが<BR>とくいなんだ!<BR>
WriteText,textCutsceneScript54_WriteText_011B_0,でんげきで ビカーッて<BR>てきをこうげきしたり<BR>できるんだよ。<BR>
WriteText,textCutsceneScript54_WriteText_013D_0,それと ピンチになったら<BR>アイリスのちょうのうりょくで<BR>かいふくして あげるからね!<BR>
WriteText,textCutsceneScript54_WriteText_016F_0,わたくしの とくぎは<BR>なぎなた ですわ!<BR>
WriteText,textCutsceneScript54_WriteText_0187_0,てきが どんなじんけいで<BR>あらわれても なぎなたの<BR>ながさを いかして<BR>
WriteText,textCutsceneScript54_WriteText_01AE_0,ぜんたいを こうげきしたり<BR>ならんでるてきを くしざしに<BR>したりと‥‥<BR>
WriteText,textCutsceneScript54_WriteText_01D5_0,かれいに うつくしく<BR>たたかうのが わたくし<BR>かんざきすみれ なのですわ。<BR>
WriteText,textCutsceneScript54_WriteText_0202_0,それでは <NAME>さん<BR>じゅんびは いいですか?<BR>
WriteText,textCutsceneScript54_WriteText_021F_0,さくらさん。<NAME>さんに<BR>ワザのせつめいを しないと<BR>いけませんわよ。<BR>
WriteText,textCutsceneScript54_WriteText_0248_0,あっ! そうだわ!!<BR>わすれるとこ でした。<BR>
WriteText,textCutsceneScript54_WriteText_0266_0,<NAME>さん。 ワザを<BR>おぼえたら かならず ぶきに<BR>セットしてください。<BR>
WriteText,textCutsceneScript54_WriteText_028C_0,ワザは ぶきにセットして<BR>はじめて つかえるように<BR>なるんです。<BR>
WriteText,textCutsceneScript54_WriteText_02B0_0,ワザのセットは<BR>バックパックで<BR>おこなうことができます。<BR>
WriteText,textCutsceneScript54_WriteText_02D0_0,それから せんとうちゅうに<BR>ワザの せつめいを<BR>みたく なったときは<BR>
WriteText,textCutsceneScript54_WriteText_02FA_0,セレクトボタンを<BR>おせば せつめいが<BR>みられますからね。<BR>
WriteText,textCutsceneScript54_WriteText_031E_0,<NAME>!<BR>リペアキットは ちゃんと<BR>バックパックにいれた?<BR>
WriteText,textCutsceneScript54_WriteText_033D_0,リペアキットは そうこから<BR>すきなだけ バックパックに<BR>いれて もっていけるんだよ。<BR>
WriteText,textCutsceneScript54_WriteText_036B_0,つかったら なくなるから<BR>ちゃんと じぶんで<BR>ほじゅうしないとダメだよ。<BR>
WriteText,textCutsceneScript54_WriteText_0397_0,それでは <NAME>さん。<BR>じゅんびは よろしくて?<BR>
OptionSelect,textCutsceneScript54_OptionSelect_03B1_0,ワザのせつめいを もういちど
OptionSelect,textCutsceneScript54_OptionSelect_03B1_1,リペアキットについて きく
OptionSelect,textCutsceneScript54_OptionSelect_03B1_2,バッチリです
WriteText,textCutsceneScript54_WriteText_03F9_0,すみません。<BR>ワザのせつめいを もういちど<BR>おねがいします。<BR>
WriteText,textCutsceneScript54_WriteText_041F_0,はい。<BR>ワザのセットについて<BR>ですね。<BR>
WriteText,textCutsceneScript54_WriteText_043A_0,<NAME>さんが ワザを<BR>おぼえたら かならず ぶきに<BR>セットしてください。<BR>
WriteText,textCutsceneScript54_WriteText_0460_0,ワザは ぶきにセットして<BR>はじめて つかえるように<BR>なるんです。<BR>
WriteText,textCutsceneScript54_WriteText_0484_0,ワザのセットは<BR>バックパックで おこなって<BR>くださいね。<BR>
WriteText,textCutsceneScript54_WriteText_04A4_0,それから せんとうちゅうに<BR>ワザの せつめいを<BR>みたく なったときは<BR>
WriteText,textCutsceneScript54_WriteText_04CE_0,セレクトボタンを<BR>おせば せつめいが<BR>みられますからね。<BR>
WriteText,textCutsceneScript54_WriteText_04F4_0,すみません。<BR>リペアキットのせつめいを<BR>もういちど おねがいします。<BR>
WriteText,textCutsceneScript54_WriteText_051E_0,リペアキットはね そうこから<BR>すきなだけ バックパックに<BR>いれて もっていけるんだよ。<BR>
WriteText,textCutsceneScript54_WriteText_054D_0,つかったら なくなるから<BR>ちゃんと じぶんで<BR>ほじゅうしないとダメだよ。<BR>
WriteText,textCutsceneScript54_WriteText_057B_0,はい バッチリです。<BR>
WriteText,textCutsceneScript54_WriteText_058D_0,では <NAME>さん。<BR>がんばって いきましょう!!<BR>
WriteText,textCutsceneScript54_WriteText_05AB_0,<NAME>さん。<BR>しなないていどに<BR>がんばりなさい。<BR>
WriteText,textCutsceneScript54_WriteText_05C9_0,<NAME>!<BR>がんばってね。<BR>
WriteText,textCutsceneScript54_WriteText_05D8_0,<NAME>さん。<BR>つぎの しゅつげきばしょは<BR>ミカサきかんぶですね。<BR>
WriteText,textCutsceneScript54_WriteText_05FA_0,こんかい <NAME>さんと<BR>いっしょに しゅつげき<BR>できるのは<BR>
WriteText,textCutsceneScript54_WriteText_0619_0,あたしと<BR>
WriteText,textCutsceneScript54_WriteText_0625_0,アイリスと<BR>
WriteText,textCutsceneScript54_WriteText_0632_0,ボクだ。<BR>
WriteText,textCutsceneScript54_WriteText_063E_0,では こんかい いっしょに<BR>しゅつげきできる たいいんの<BR>とくいわざを おしえますね。<BR>
WriteText,textCutsceneScript54_WriteText_066D_0,あたしは けんをつかった<BR>こうげきが とくいです。<BR>
WriteText,textCutsceneScript54_WriteText_068A_0,ちかくにいる てきを<BR>いったいずつ<BR>こうげきすることができます。<BR>
