Type,Identifier,Text
WriteText,textCutsceneScript34_WriteText_0011_0,さっき ミカサのなかで<BR>ひろった ことわざじてん。<BR>
WriteText,textCutsceneScript34_WriteText_0034_0,たぶん おりひめさんのもの<BR>だとおもうから<BR>わたしにいこう。<BR>
WriteText,textCutsceneScript34_WriteText_0058_0,おりひめさん。<BR>しつれいします。<BR>
WriteText,textCutsceneScript34_WriteText_0070_0,<NAME>さん<BR>どうしたですか?<BR>
WriteText,textCutsceneScript34_WriteText_0083_0,こんなものを<BR>ひろったのですが‥‥<BR>おりひめさんのですか?<BR>
WriteText,textCutsceneScript34_WriteText_00A8_0,ことわざじてん?<BR>Oh! それは わたしの<BR>だいじなものでーす。<BR>
WriteText,textCutsceneScript34_WriteText_00D9_0,わざわざ どーもです。<BR><NAME>さん。<BR>
WriteText,textCutsceneScript34_WriteText_00F0_0,おりひめさん ことわざ<BR>すきなんですか?<BR>
WriteText,textCutsceneScript34_WriteText_010C_0,ことわざは サイコーでーす。<BR>
WriteText,textCutsceneScript34_WriteText_011E_0,ショートワードのなかに<BR>きょうくんや ふうしが<BR>テンコもりでーす。<BR>
WriteText,textCutsceneScript34_WriteText_0143_0,わたし たくさん たくさん<BR>べんきょうしてまーす。<BR>
WriteText,textCutsceneScript34_WriteText_0164_0,いまから そのせいかの<BR>いちぶを はっぴょう<BR>しまーす。いいですね?<BR>
OptionSelectTimed,textCutsceneScript34_OptionSelectTimed_018A_0,だまってきく
OptionSelectTimed,textCutsceneScript34_OptionSelectTimed_018A_1,つっこみをいれる
OptionSelectTimed,textCutsceneScript34_OptionSelectTimed_018A_2,まちがいをしてきする
WriteText,textCutsceneScript34_WriteText_01CC_0,はい どうぞ。<BR>
WriteText,textCutsceneScript34_WriteText_01DB_0,わたる せけんに<BR>おにいさん。<BR>
WriteText,textCutsceneScript34_WriteText_01EE_0,いっけん こわくみえる<BR>おにいさんも ほんとうは<BR>やさしいこころを もってる。<BR>
WriteText,textCutsceneScript34_WriteText_0219_0,すなわち ほんとうに<BR>つめたいひとは いない<BR>ということを いってまーす。<BR>
