Type,Identifier,Text
WriteText,textCutsceneScript3E_WriteText_005A_0,<NAME>くん。<BR>こんやは なかなか<BR>きもちのいい よるだ。<BR>
WriteText,textCutsceneScript3E_WriteText_0078_0,みんな なかにわで<BR>すずんでいるから<BR><NAME>くんも いこう。<BR>
WriteText,textCutsceneScript3E_WriteText_009B_0,はい。<BR>
WriteText,textCutsceneScript3E_WriteText_00AD_0,<NAME>さん。<BR>きょうは きもちのいい<BR>よるですよ。<BR>
WriteText,textCutsceneScript3E_WriteText_00C8_0,みんな なかにわで すずんで<BR>いますから <NAME>さんも<BR>いきましょうよ。<BR>
WriteText,textCutsceneScript3E_WriteText_00F1_0,はい。<BR>
WriteText,textCutsceneScript3E_WriteText_0103_0,<NAME>さん。<BR>こんやは なかなか<BR>きもちのいい よるですわ。<BR>
WriteText,textCutsceneScript3E_WriteText_0123_0,みんな なかにわで すずんで<BR>いますのよ。<NAME>さんも<BR>いきますわよね。<BR>
WriteText,textCutsceneScript3E_WriteText_014C_0,はい。<BR>
WriteText,textCutsceneScript3E_WriteText_015E_0,<NAME>くん。<BR>こんやは なかなか<BR>きもちのいい よるよ。<BR>
WriteText,textCutsceneScript3E_WriteText_017C_0,みんな なかにわで すずんで<BR>いるから <NAME>くんも<BR>いきましょう。<BR>
WriteText,textCutsceneScript3E_WriteText_01A3_0,はい。<BR>
WriteText,textCutsceneScript3E_WriteText_01B5_0,<NAME>!<BR>こんやは おそとが<BR>きもちいいよ。<BR>
WriteText,textCutsceneScript3E_WriteText_01CD_0,みんな なかにわで<BR>すずんでいるから<BR><NAME>も いこう。<BR>
WriteText,textCutsceneScript3E_WriteText_01EE_0,うん!<BR>
WriteText,textCutsceneScript3E_WriteText_0200_0,<NAME>はん。<BR>こんやは なかなか<BR>きもちのエエ よるや。<BR>
WriteText,textCutsceneScript3E_WriteText_021E_0,みんな なかにわで<BR>すずんでるから<BR><NAME>はんも いこう。<BR>
