Type,Identifier,Text
WriteText,textCutsceneScript2F_WriteText_0011_0,ミカサのなかで ひろった<BR>この かわいいウキワ‥‥<BR>
WriteText,textCutsceneScript2F_WriteText_0033_0,だれのかな～?<BR>
WriteText,textCutsceneScript2F_WriteText_003E_0,アイリスのところへいって<BR>きいてみよう。<BR>
WriteText,textCutsceneScript2F_WriteText_0058_0,アイリス。<BR>ちょっといいかい?<BR>
WriteText,textCutsceneScript2F_WriteText_006F_0,<NAME> どうしたの?<BR>
WriteText,textCutsceneScript2F_WriteText_007E_0,これ ひろったんだけど<BR>だれのかしってる?<BR>
WriteText,textCutsceneScript2F_WriteText_009B_0,えっ? ウキワ?<BR>
WriteText,textCutsceneScript2F_WriteText_00AB_0,あっ!<BR>はくちょうさんのウキワだ!<BR>これ アイリスの!<BR>
WriteText,textCutsceneScript2F_WriteText_00D7_0,みつけてくれて ありがとう<BR><NAME>。<BR>
WriteText,textCutsceneScript2F_WriteText_00EE_0,アイリスのだったのか。<BR>ところで アイリス‥‥<BR>
OptionSelectTimed,textCutsceneScript2F_OptionSelectTimed_0109_0,アイリスって およげないの?
OptionSelectTimed,textCutsceneScript2F_OptionSelectTimed_0109_1,かわいい ウキワだね
OptionSelectTimed,textCutsceneScript2F_OptionSelectTimed_0109_2,ステキな みずぎだね
WriteText,textCutsceneScript2F_WriteText_0155_0,アイリスって およげないの?<BR>
WriteText,textCutsceneScript2F_WriteText_016B_0,アイリスおよげるよ。<BR>
WriteText,textCutsceneScript2F_WriteText_017C_0,エッ! だってウキワが‥‥<BR>
WriteText,textCutsceneScript2F_WriteText_0191_0,アイリス ウキワをつかって<BR>ちゃんと およげるよ。<BR>
WriteText,textCutsceneScript2F_WriteText_01B1_0,そ‥‥<BR>そうなんだ‥‥‥‥<BR>
WriteText,textCutsceneScript2F_WriteText_01C6_0,それじゃ <NAME><BR>ウキワを みつけてくれて<BR>ありがとう!<BR>
WriteText,textCutsceneScript2F_WriteText_01E8_0,そのウキワ かわいいね。<BR>
WriteText,textCutsceneScript2F_WriteText_0205_0,エヘヘ いいでしょー。<BR>アイリスの おきにいり<BR>だったんだー。<BR>
WriteText,textCutsceneScript2F_WriteText_0228_0,こんど いっしょに<BR>およごうね <NAME>。<BR>
WriteText,textCutsceneScript2F_WriteText_023E_0,それじゃ <NAME><BR>ウキワを みつけてくれて<BR>ありがとう!<BR>
WriteText,textCutsceneScript2F_WriteText_0260_0,そのてに もってるの<BR>アイリスの あたらしい<BR>みずぎかい?<BR>
WriteText,textCutsceneScript2F_WriteText_0281_0,すごくステキなデザインだね。<BR>アイリスに よくにあうと<BR>おもうよ。<BR>
WriteText,textCutsceneScript2F_WriteText_02B3_0,エヘヘ‥‥<BR>ホント? <NAME>。<BR>うれしいな～。<BR>
WriteText,textCutsceneScript2F_WriteText_02D0_0,こんどいっしょに<BR>うみに いこうよ。<BR>ねっ <NAME>。<BR>
WriteText,textCutsceneScript2F_WriteText_02EC_0,それじゃ <NAME><BR>ウキワを みつけてくれて<BR>ありがとう!<BR>
WriteText,textCutsceneScript2F_WriteText_030E_0,‥‥‥‥‥‥そのウキワ<BR>あなが あいてるよ。<BR>
WriteText,textCutsceneScript2F_WriteText_032C_0,エ～ ウッソー!!!<BR>
WriteText,textCutsceneScript2F_WriteText_033D_0,うそだよ～ん。<BR>
WriteText,textCutsceneScript2F_WriteText_034C_0,あー もーーーっ!<BR>ビックリしたじゃない!!<BR><NAME>!!!<BR>
WriteText,textCutsceneScript2F_WriteText_036E_0,ごめん ごめん。<BR>そして めんご めんご。<BR>ゆるしてチョリソ!<BR>
WriteText,textCutsceneScript2F_WriteText_0395_0,もー <NAME>ったら～。<BR>しょうがないなぁ‥‥<BR>
WriteText,textCutsceneScript2F_WriteText_03AD_0,それじゃ <NAME><BR>ウキワを みつけてくれて<BR>ありがとう!<BR>
WriteText,textCutsceneScript2F_WriteText_03CC_0,ミカサのなかで ひろった<BR>この かわいいウキワ‥‥<BR>
WriteText,textCutsceneScript2F_WriteText_03EE_0,だれのかしら?<BR>
WriteText,textCutsceneScript2F_WriteText_03F9_0,アイリスのところへいって<BR>きいてみましょう。<BR>
WriteText,textCutsceneScript2F_WriteText_0415_0,アイリス。<BR>ちょっといい?<BR>
WriteText,textCutsceneScript2F_WriteText_042A_0,<NAME> どうしたの?<BR>
WriteText,textCutsceneScript2F_WriteText_0439_0,これ ひろったんだけど<BR>だれのかしってる?<BR>
WriteText,textCutsceneScript2F_WriteText_0456_0,えっ? ウキワ?<BR>
WriteText,textCutsceneScript2F_WriteText_0466_0,あっ!<BR>はくちょうさんのウキワだ!<BR>これ アイリスの!<BR>
WriteText,textCutsceneScript2F_WriteText_0492_0,みつけてくれて ありがとう<BR><NAME>。<BR>
WriteText,textCutsceneScript2F_WriteText_04A9_0,アイリスのだったのね。<BR>ところで アイリス‥‥<BR>
OptionSelectTimed,textCutsceneScript2F_OptionSelectTimed_04C4_0,アイリスって およげるの?
OptionSelectTimed,textCutsceneScript2F_OptionSelectTimed_04C4_1,かわいい ウキワね
OptionSelectTimed,textCutsceneScript2F_OptionSelectTimed_04C4_2,かわいい みずぎね
WriteText,textCutsceneScript2F_WriteText_050D_0,アイリスって およげるの?<BR>
WriteText,textCutsceneScript2F_WriteText_0522_0,うん! このウキワをつかえば<BR>ずーっと およげるよ。<BR>
WriteText,textCutsceneScript2F_WriteText_0543_0,へー<BR>スゴイのね アイリスは。<BR>
WriteText,textCutsceneScript2F_WriteText_0563_0,エヘヘ。<BR>
WriteText,textCutsceneScript2F_WriteText_056B_0,それじゃ <NAME><BR>ウキワを みつけてくれて<BR>ありがとう!<BR>
WriteText,textCutsceneScript2F_WriteText_058D_0,そのウキワ かわいいわね。<BR>
WriteText,textCutsceneScript2F_WriteText_05AB_0,エヘヘ いいでしょー。<BR>アイリスの おきにいり<BR>だったんだー。<BR>
WriteText,textCutsceneScript2F_WriteText_05CE_0,こんど いっしょに<BR>およごうよ <NAME>。<BR>
WriteText,textCutsceneScript2F_WriteText_05E4_0,それじゃ <NAME><BR>ウキワを みつけてくれて<BR>ありがとう!<BR>
WriteText,textCutsceneScript2F_WriteText_0606_0,あっ! そのてに もってるの<BR>アイリスの あたらしい<BR>みずぎ?<BR>
WriteText,textCutsceneScript2F_WriteText_0629_0,すごく かわいいデザインね!<BR>きっと アイリスに<BR>にあうと おもうわ。<BR>
WriteText,textCutsceneScript2F_WriteText_065D_0,エヘヘ‥‥<BR>ありがとう <NAME>。<BR>
WriteText,textCutsceneScript2F_WriteText_066F_0,パパがおくってくれたんだよ。<BR>アイリスの おきにいり<BR>なんだよ!<BR>
WriteText,textCutsceneScript2F_WriteText_0697_0,それじゃ <NAME><BR>ウキワを みつけてくれて<BR>ありがとう!<BR>
WriteText,textCutsceneScript2F_WriteText_06B9_0,‥‥‥‥‥‥そのウキワ<BR>あなが あいてるわよ。<BR>
WriteText,textCutsceneScript2F_WriteText_06D8_0,エ～ ウッソー!!!<BR>
WriteText,textCutsceneScript2F_WriteText_06E9_0,だいじょうぶよ あとで<BR>しゅうりして あげるから。<BR>
WriteText,textCutsceneScript2F_WriteText_070A_0,ホントに!?<BR>ありがとう <NAME>。<BR>
WriteText,textCutsceneScript2F_WriteText_071D_0,じゃあ おねがいするね。<BR>ウキワを みつけてくれて<BR>ありがとう!<BR>
