Type,Identifier,Text
WriteText,textCutsceneScript20_WriteText_000A_0,～だい7しょう～<BR> 『のろわれた ろうごく』<BR>
WriteText,textCutsceneScript20_WriteText_0037_0,みんな あつまったわね。<BR>かすみ ほうこくを<BR>おねがい。<BR>
WriteText,textCutsceneScript20_WriteText_005B_0,ミカサのちか ふかいところで<BR>きょだいな れいりょくが<BR>かくにんされました。<BR>
WriteText,textCutsceneScript20_WriteText_0085_0,しかし そのれいりょくは<BR>ふあんていで おおきさが<BR>つねに へんかしています。<BR>
WriteText,textCutsceneScript20_WriteText_00B4_0,どういうこっちゃ‥‥<BR>
WriteText,textCutsceneScript20_WriteText_00C6_0,わからないわ‥‥‥‥‥‥‥‥<BR>‥‥‥‥‥‥‥‥‥‥‥‥‥‥<BR>
WriteText,textCutsceneScript20_WriteText_00EB_0,<NAME>くんが<BR>『たま』を とりかえした<BR>とき まものが<BR>
WriteText,textCutsceneScript20_WriteText_010A_0,『まかいおう』という<BR>ことばを いったそうね。<BR>
WriteText,textCutsceneScript20_WriteText_012B_0,『まかいおう』‥‥‥‥‥‥<BR>ってことは<BR>こんかいの じけん‥‥<BR>
WriteText,textCutsceneScript20_WriteText_0154_0,ウラで いとをひいている<BR>ものがいる ということね。<BR>
WriteText,textCutsceneScript20_WriteText_0176_0,いったい だれなんでしょう<BR>‥‥‥‥<BR>
WriteText,textCutsceneScript20_WriteText_0190_0,わからないことだらけでーす。<BR>ネコも けだらけでーす。<BR>
WriteText,textCutsceneScript20_WriteText_01B3_0,わからなかったら<BR>しらべるしかないんじゃ<BR>ありませんこと。<BR>
WriteText,textCutsceneScript20_WriteText_01D8_0,そうだな。<BR><NAME>くん<BR>たのんだぞ。<BR>
OptionSelectTimed,textCutsceneScript20_OptionSelectTimed_01EC_0,ラクショーですよ
OptionSelectTimed,textCutsceneScript20_OptionSelectTimed_01EC_1,がんばります
WriteText,textCutsceneScript20_WriteText_0219_0,ラクショーですよ。<BR>まかせてください。<BR>
WriteText,textCutsceneScript20_WriteText_0234_0,おごりは しにつながる‥‥<BR>
WriteText,textCutsceneScript20_WriteText_0249_0,<NAME>さん。<BR>きを ひきしめてください。<BR>
WriteText,textCutsceneScript20_WriteText_0265_0,がんばります。<BR>
WriteText,textCutsceneScript20_WriteText_0274_0,きおいすぎては<BR>ちからを だせない‥‥<BR>
WriteText,textCutsceneScript20_WriteText_028F_0,<NAME>さん。<BR>リラックスですよ。<BR>
WriteText,textCutsceneScript20_WriteText_02A7_0,‥‥‥‥‥‥‥‥‥‥<BR>
WriteText,textCutsceneScript20_WriteText_02C2_0,てきどな きんちょうは<BR>いい‥‥<BR>
WriteText,textCutsceneScript20_WriteText_02DA_0,<NAME>さん。<BR>がんばってください。<BR>
WriteText,textCutsceneScript20_WriteText_02F1_0,では <NAME>くん。<BR>『せいまじょう』のちょうさを<BR>つづけて ちょうだい。<BR>
WriteText,textCutsceneScript20_WriteText_0319_0,のこる『まじんき』は<BR>あとひとつよ。<BR>
WriteText,textCutsceneScript20_WriteText_0335_0,しっかりね。<BR>
WriteText,textCutsceneScript20_WriteText_0340_0,みんな あつまったわね。<BR>かすみ ほうこくを<BR>おねがい。<BR>
WriteText,textCutsceneScript20_WriteText_0364_0,ミカサのちか ふかいところで<BR>きょだいな れいりょくが<BR>かくにんされました。<BR>
WriteText,textCutsceneScript20_WriteText_038E_0,しかし そのれいりょくは<BR>ふあんていで おおきさが<BR>つねに へんかしています。<BR>
WriteText,textCutsceneScript20_WriteText_03BD_0,どういうこっちゃ‥‥<BR>
WriteText,textCutsceneScript20_WriteText_03CF_0,わからないわ‥‥‥‥‥‥‥‥<BR>‥‥‥‥‥‥‥‥‥‥‥‥‥‥<BR>
WriteText,textCutsceneScript20_WriteText_03F4_0,<NAME>が<BR>『たま』を とりかえした<BR>とき まものが<BR>
WriteText,textCutsceneScript20_WriteText_0411_0,『まかいおう』という<BR>ことばを いったそうね。<BR>
WriteText,textCutsceneScript20_WriteText_0432_0,『まかいおう』‥‥‥‥‥‥<BR>ってことは<BR>こんかいの じけん‥‥<BR>
WriteText,textCutsceneScript20_WriteText_045B_0,ウラで いとをひいている<BR>ものがいる ということね。<BR>
WriteText,textCutsceneScript20_WriteText_047D_0,いったい だれなんでしょう<BR>‥‥‥‥<BR>
WriteText,textCutsceneScript20_WriteText_0497_0,わからないことだらけでーす。<BR>ネコも けだらけでーす。<BR>
WriteText,textCutsceneScript20_WriteText_04BA_0,わからなかったら<BR>しらべるしかないんじゃ<BR>ありませんこと。<BR>
WriteText,textCutsceneScript20_WriteText_04DF_0,そうだな。<BR><NAME>くん<BR>たのんだぞ。<BR>
OptionSelectTimed,textCutsceneScript20_OptionSelectTimed_04F3_0,はい まかせてください
OptionSelectTimed,textCutsceneScript20_OptionSelectTimed_04F3_1,がんばります
WriteText,textCutsceneScript20_WriteText_0523_0,はい!<BR>まかせてください。<BR>
WriteText,textCutsceneScript20_WriteText_0538_0,ゆだんするな。<BR>
WriteText,textCutsceneScript20_WriteText_0547_0,<NAME>さん。<BR>いまこそ きを ひきしめて<BR>いきましょう。<BR>
WriteText,textCutsceneScript20_WriteText_056B_0,がんばります。<BR>
WriteText,textCutsceneScript20_WriteText_057A_0,きおいすぎては<BR>ちからを だせない‥‥<BR>
WriteText,textCutsceneScript20_WriteText_0595_0,<NAME>さん。<BR>リラックスですよ。<BR>
WriteText,textCutsceneScript20_WriteText_05AD_0,‥‥‥‥‥‥‥‥‥‥<BR>
WriteText,textCutsceneScript20_WriteText_05C8_0,てきどな きんちょうは<BR>いい‥‥<BR>
WriteText,textCutsceneScript20_WriteText_05E0_0,<NAME>さん。<BR>がんばってください。<BR>
WriteText,textCutsceneScript20_WriteText_05F7_0,では <NAME>。<BR>『せいまじょう』のちょうさを<BR>つづけて ちょうだい。<BR>
WriteText,textCutsceneScript20_WriteText_061D_0,のこる『まじんき』は<BR>あとひとつよ。<BR>
WriteText,textCutsceneScript20_WriteText_0639_0,しっかりね。<BR>
