Type,Identifier,Text
WriteText,textCutsceneScript1A_WriteText_000A_0,～だい4しょう～<BR> 『くらやみからのSOS』<BR>
WriteText,textCutsceneScript1A_WriteText_0037_0,みんな あつまってるわね。<BR>では はじめましょう。<BR>
WriteText,textCutsceneScript1A_WriteText_0054_0,こんかい あらためて<BR>わかったことが あります。<BR>
WriteText,textCutsceneScript1A_WriteText_0074_0,あきらかに 『まじんき』を<BR>ねらっている なぞのてきが<BR>ミカサにいる‥‥<BR>
WriteText,textCutsceneScript1A_WriteText_009E_0,そうですね かえでさん。<BR>
WriteText,textCutsceneScript1A_WriteText_00B2_0,そうよ。<BR>
WriteText,textCutsceneScript1A_WriteText_00BE_0,でも だれが なんのために<BR>ということは <BR>まだ わかっていない‥‥<BR>
WriteText,textCutsceneScript1A_WriteText_00E8_0,『けん』を まもっていた<BR>まものが さいごに いった<BR>ことば‥‥<BR>
WriteText,textCutsceneScript1A_WriteText_0112_0,「これで かったと<BR> おもうなよ」って<BR>どういう いみなんやろ?<BR>
WriteText,textCutsceneScript1A_WriteText_013A_0,それはおそらく まものが<BR>ミカサのなかに まだまだ<BR>いるって ことじゃないか。<BR>
WriteText,textCutsceneScript1A_WriteText_0169_0,ほかの『まじんき』も<BR>まものに とられてるの?<BR>
WriteText,textCutsceneScript1A_WriteText_018A_0,その かのうせいは<BR>たかいな。<BR>
WriteText,textCutsceneScript1A_WriteText_01A1_0,てきは 『まじんき』を<BR>つかって なにをやろうと<BR>しているのでーすか?<BR>
WriteText,textCutsceneScript1A_WriteText_01CE_0,それが わからないから<BR>しらべてるんじゃ<BR>ありませんこと。<BR>
WriteText,textCutsceneScript1A_WriteText_01F3_0,いまは てきのしょうたいも<BR>てきのもくてきも<BR>わからないわ。<BR>
WriteText,textCutsceneScript1A_WriteText_0219_0,だから 『まじんき』をはやく<BR>かいしゅうしないと<BR>なにがおこるか わからない‥<BR>
WriteText,textCutsceneScript1A_WriteText_024A_0,そう 『まじんき』を<BR>いっこくも はやく<BR>かいしゅう しなきゃ‥‥<BR>
WriteText,textCutsceneScript1A_WriteText_0271_0,こんかいは <NAME>くんの<BR>ほかに もうひとつの<BR>チームを だしましょう。<BR>
WriteText,textCutsceneScript1A_WriteText_0297_0,2つのチームで <BR>いっきに かたを<BR>つけるのよ。<BR>
WriteText,textCutsceneScript1A_WriteText_02B3_0,カンナ アイリス。<BR>あなたたち ふたりに<BR>おねがいするわ。<BR>
WriteText,textCutsceneScript1A_WriteText_02D8_0,では <NAME>くん<BR>しゅつどう!<BR>
WriteText,textCutsceneScript1A_WriteText_02EA_0,みんな あつまってるわね。<BR>では はじめましょう。<BR>
WriteText,textCutsceneScript1A_WriteText_0307_0,こんかい あらためて<BR>わかったことが あるわ。<BR>
WriteText,textCutsceneScript1A_WriteText_0326_0,あきらかに 『まじんき』を<BR>ねらっている なぞのてきが<BR>ミカサにいる‥‥<BR>
WriteText,textCutsceneScript1A_WriteText_0350_0,そうですね かえでさん。<BR>
WriteText,textCutsceneScript1A_WriteText_0364_0,そうよ。<BR>
WriteText,textCutsceneScript1A_WriteText_0370_0,でも だれが なんのために<BR>ということは <BR>まだ わかっていない‥‥<BR>
WriteText,textCutsceneScript1A_WriteText_039A_0,『けん』を まもっていた<BR>まものが さいごに いった<BR>ことば‥‥<BR>
WriteText,textCutsceneScript1A_WriteText_03C4_0,「これで かったと<BR> おもうなよ」って<BR>どういう いみなんやろ?<BR>
WriteText,textCutsceneScript1A_WriteText_03EC_0,それはおそらく まものが<BR>ミカサのなかに まだまだ<BR>いるって ことじゃないか。<BR>
WriteText,textCutsceneScript1A_WriteText_041B_0,ほかの『まじんき』も<BR>まものに とられてるの?<BR>
WriteText,textCutsceneScript1A_WriteText_043C_0,その かのうせいは<BR>たかいな。<BR>
WriteText,textCutsceneScript1A_WriteText_0453_0,てきは 『まじんき』を<BR>つかって なにをやろうと<BR>しているのでーすか?<BR>
WriteText,textCutsceneScript1A_WriteText_0480_0,それが わからないから<BR>しらべてるんじゃ<BR>ありませんこと。<BR>
WriteText,textCutsceneScript1A_WriteText_04A5_0,いまは てきのしょうたいも<BR>てきのもくてきも<BR>わからないわ。<BR>
WriteText,textCutsceneScript1A_WriteText_04CB_0,だから 『まじんき』をはやく<BR>かいしゅうしないと<BR>なにがおこるか わからない‥<BR>
WriteText,textCutsceneScript1A_WriteText_04FC_0,そう 『まじんき』を<BR>いっこくも はやく<BR>かいしゅう しなきゃ‥‥<BR>
WriteText,textCutsceneScript1A_WriteText_0523_0,こんかいは <NAME>の<BR>ほかに もうひとつの<BR>チームを だしましょう。<BR>
WriteText,textCutsceneScript1A_WriteText_0547_0,2つのチームで <BR>いっきに かたを<BR>つけるのよ。<BR>
WriteText,textCutsceneScript1A_WriteText_0563_0,カンナ アイリス。<BR>あなたたち ふたりに<BR>おねがいするわ。<BR>
WriteText,textCutsceneScript1A_WriteText_0588_0,では <NAME><BR>しゅつどう!<BR>
