Type,Identifier,Text
WriteText,textCutsceneScript30_WriteText_0011_0,ミカサのなかで ひろった<BR>この まるいメガネ‥‥<BR>
WriteText,textCutsceneScript30_WriteText_0032_0,きっと こうらんさんのだな。<BR>
WriteText,textCutsceneScript30_WriteText_0044_0,こうらんさんの ところへ<BR>もっていこう。<BR>
WriteText,textCutsceneScript30_WriteText_005E_0,こうらんさん。<BR>しつれいします。<BR>
WriteText,textCutsceneScript30_WriteText_0076_0,<NAME>はん。<BR>どないしたんや?<BR>
WriteText,textCutsceneScript30_WriteText_008A_0,これ ひろったんですが<BR>こうらんさんのですか?<BR>
WriteText,textCutsceneScript30_WriteText_00A9_0,まるいメガネ?<BR>
WriteText,textCutsceneScript30_WriteText_00B4_0,ああ それは ウチのや。<BR>
WriteText,textCutsceneScript30_WriteText_00D1_0,わざわざ とどけてくれて<BR>ありがとう <NAME>はん。<BR>
WriteText,textCutsceneScript30_WriteText_00EF_0,こうらんさんって<BR>おなじメガネを いくつも<BR>もっているんですか?<BR>
WriteText,textCutsceneScript30_WriteText_0117_0,そうや。<BR>はつめいしてて ばくはつ<BR>することもあるし<BR>
WriteText,textCutsceneScript30_WriteText_0135_0,あと たたかってるときも<BR>けっこう こわれるし<BR>それと あれやな‥‥<BR>
WriteText,textCutsceneScript30_WriteText_015B_0,あたまのうえに メガネが<BR>あるのに ついうっかり<BR>さがしてしもたり するしな。<BR>
WriteText,textCutsceneScript30_WriteText_0189_0,あー あの「メガネ メガネ」<BR>っていう やつですね。<BR>
WriteText,textCutsceneScript30_WriteText_01AB_0,そや。<BR>そやから スペアはけっこう<BR>もってるで。<BR>
WriteText,textCutsceneScript30_WriteText_01C7_0,いくつくらい<BR>もってるとおもう?<BR>カンでええから いうてみ。<BR>
WriteText,textCutsceneScript30_WriteText_01E9_0,ヒントは 3ケタのきすうや。<BR>さあ わかるかな～?<BR>
OptionSelectTimed,textCutsceneScript30_OptionSelectTimed_0206_0,101こ
OptionSelectTimed,textCutsceneScript30_OptionSelectTimed_0206_1,1011こ
OptionSelectTimed,textCutsceneScript30_OptionSelectTimed_0206_2,102こ
WriteText,textCutsceneScript30_WriteText_023D_0,101こ じゃないですか?<BR>
WriteText,textCutsceneScript30_WriteText_025B_0,ピンポン! ピンポン!<BR>おおあたりやーーー!!<BR>
WriteText,textCutsceneScript30_WriteText_027A_0,まえから もってたんが<BR>100こ。それに この1こを<BR>くわえて 101こなんや。<BR>
WriteText,textCutsceneScript30_WriteText_02A6_0,ほな <NAME>はん<BR>わざわざ とどけてくれて<BR>ありがとな。<BR>
