Type,Identifier,Text
WriteText,textCutsceneScript52_WriteText_0012_0,おおがみ～。<BR>ありがとう～。<BR>
WriteText,textCutsceneScript52_WriteText_002A_0,オレの たいせつな<BR>しろい とくべつしようの<BR>ギターを みつけてくれて。<BR>
WriteText,textCutsceneScript52_WriteText_0056_0,いやいや。<BR>おれいなら <NAME>くんに<BR>いってくれよ。<BR>
WriteText,textCutsceneScript52_WriteText_0072_0,そのギターを まものから<BR>とりもどせたのは<BR>
WriteText,textCutsceneScript52_WriteText_008B_0,<NAME>くんが<BR>がんばってくれたから<BR>なんだぞ。<BR>
WriteText,textCutsceneScript52_WriteText_00A8_0,そうだったのか‥‥<BR>
WriteText,textCutsceneScript52_WriteText_00B9_0,ありがとう <NAME>くん。<BR>これで ヤスモノのギターとも<BR>おさらばできるよ。<BR>
WriteText,textCutsceneScript52_WriteText_00E0_0,かやま ゆういち<BR>こころから おれいを<BR>いわせてもらいますよ。<BR>
WriteText,textCutsceneScript52_WriteText_0106_0,ありがと～～～～。<BR>
WriteText,textCutsceneScript52_WriteText_0116_0,あの かやまさん。<BR>ひとつだけ きいても<BR>いいですか?<BR>
WriteText,textCutsceneScript52_WriteText_0139_0,ああ いいとも～。<BR>
WriteText,textCutsceneScript52_WriteText_0149_0,とくべつしようのギターと<BR>ヤスモノのギターは<BR>どこが ちがうんですか?<BR>
WriteText,textCutsceneScript52_WriteText_0174_0,おとが ちがうんだよ。<BR>よ～く きいてみて。<BR>まずは ヤスモノだよ。<BR>
WriteText,textCutsceneScript52_WriteText_019F_0,『ビヨヨヨヨヨヨ～ン』<BR>
WriteText,textCutsceneScript52_WriteText_01B2_0,そして これが<BR>しろい とくべつしようの<BR>ギターのおとだ。<BR>
WriteText,textCutsceneScript52_WriteText_01D8_0,『ピロリロリロリン!』<BR>
WriteText,textCutsceneScript52_WriteText_01EB_0,な? ちがうだろ?<BR>
OptionSelect,textCutsceneScript52_OptionSelect_01F8_0,もういちど おねがいします
OptionSelect,textCutsceneScript52_OptionSelect_01F8_1,ほんとですね
WriteText,textCutsceneScript52_WriteText_0227_0,すみませんが もういちど<BR>おねがいします。<BR>
WriteText,textCutsceneScript52_WriteText_0244_0,しょうがないなぁ。<BR>よ～く きいてみてくれよ。<BR>まずは ヤスモノだ。<BR>
WriteText,textCutsceneScript52_WriteText_026F_0,『ビヨヨヨヨヨヨ～ン』<BR>
WriteText,textCutsceneScript52_WriteText_0282_0,そして これが<BR>しろい とくべつしようの<BR>ギターのおとだ。<BR>
WriteText,textCutsceneScript52_WriteText_02A8_0,『ピロリロリロリン!』<BR>
WriteText,textCutsceneScript52_WriteText_02BB_0,な? ちがうだろ?<BR>
OptionSelect,textCutsceneScript52_OptionSelect_02C8_0,もういちど おねがいします
OptionSelect,textCutsceneScript52_OptionSelect_02C8_1,ほんとですね
OptionSelect,textCutsceneScript52_OptionSelect_02C8_2,ちがいが わかりません
WriteText,textCutsceneScript52_WriteText_030D_0,ほんとですね。<BR>たしかに とくべつしようの<BR>ギターのほうが いいですね。<BR>
WriteText,textCutsceneScript52_WriteText_0339_0,そーなんだよ。<BR>わかってくれて ありがとう<BR><NAME>くん。<BR>
WriteText,textCutsceneScript52_WriteText_036B_0,そして 3つの『まじんき』<BR>ぜんぶ かいしゅう<BR>おめでとう!<BR>
WriteText,textCutsceneScript52_WriteText_0392_0,それじゃあ アディオス。<BR>またあおう!<BR>
WriteText,textCutsceneScript52_WriteText_03AA_0,それじゃあ あと ひとつの<BR>『まじんき』<BR>がんばって みつけてくれよ。<BR>
WriteText,textCutsceneScript52_WriteText_03D6_0,それじゃあ アディオス。<BR>またあおう!<BR>
WriteText,textCutsceneScript52_WriteText_03F1_0,すみません。<BR>ボクには ちがいが<BR>わかりません。<BR>
WriteText,textCutsceneScript52_WriteText_0411_0,そーなのかい?<BR>それは ざんねんだな～。<BR>
WriteText,textCutsceneScript52_WriteText_0441_0,まあ それはともかく<BR>3つの『まじんき』 ぜんぶ <BR>かいしゅう おめでとう!<BR>
WriteText,textCutsceneScript52_WriteText_0470_0,それじゃあ アディオス。<BR>
