Type,Identifier,Text
WriteText,textCutsceneScript50_WriteText_0012_0,おかえり <NAME>はん。<BR>
WriteText,textCutsceneScript50_WriteText_0022_0,こうらんさん。<BR>
WriteText,textCutsceneScript50_WriteText_002D_0,メカのてんさい<BR>こうらんさんに おりいって<BR>おねがいが あるのですが‥‥<BR>
WriteText,textCutsceneScript50_WriteText_0059_0,なんや なんや。<BR>そないに いわれると<BR>てれるやんか。<BR>
WriteText,textCutsceneScript50_WriteText_007C_0,まあ <NAME>はんの<BR>たのみやったら できることは<BR>なんでも やったるで。<BR>
WriteText,textCutsceneScript50_WriteText_00A5_0,じつは‥‥ミカサのきょだい<BR>ファンのせいで さきに<BR>すすめないんですよ。<BR>
WriteText,textCutsceneScript50_WriteText_00CD_0,それでですね こうぶに<BR>キャタピラを そうびすれば<BR>つよいかぜのなかでも<BR>
WriteText,textCutsceneScript50_WriteText_00F5_0,すすむことが できるんじゃ<BR>ないかと おもったんですが<BR>どうでしょう?<BR>
WriteText,textCutsceneScript50_WriteText_0120_0,‥‥‥‥ふむ‥‥なるほど。<BR>キャタピラか‥‥<BR>おもしろいやん。<BR>
WriteText,textCutsceneScript50_WriteText_0147_0,よっしゃ!<BR>まかしとき!<BR>
WriteText,textCutsceneScript50_WriteText_0157_0,ウチが ちゃちゃっと<BR>つくったるわ。<BR>ちょっと まっときや。<BR>
WriteText,textCutsceneScript50_WriteText_0189_0,よっしゃ!<BR>できたで <NAME>はん!!<BR>
WriteText,textCutsceneScript50_WriteText_019D_0,キャタピラそうびの<BR>こうぶ‥‥なづけて<BR>『こうぶ・タンク』や!!<BR>
WriteText,textCutsceneScript50_WriteText_01C6_0,エエッ!!<BR>こんなに はやく!?<BR>
WriteText,textCutsceneScript50_WriteText_01DA_0,スゴイですね。<BR>さすがは こうらんさん。<BR>ありがとうございました。<BR>
WriteText,textCutsceneScript50_WriteText_0203_0,ウチにかかったら<BR>こんなもん おちゃのこ<BR>さいさいや!!<BR>
WriteText,textCutsceneScript50_WriteText_0227_0,ちなみに『こうぶ・タンク』は<BR>かぜに とばされないだけや<BR>なくて‥‥<BR>
WriteText,textCutsceneScript50_WriteText_0253_0,ぼうぎょせいのうも ふつうの<BR>ボディより たかいんや!<BR>
WriteText,textCutsceneScript50_WriteText_0276_0,ただし じゃっかん<BR>すばやさは おちるけどな。<BR>
WriteText,textCutsceneScript50_WriteText_0291_0,まあ じょうきょうや<BR>そうびによって つかいわける<BR>ことやな。<BR>
WriteText,textCutsceneScript50_WriteText_02B4_0,ほな。<BR>がんばりや～。<BR>
WriteText,textCutsceneScript50_WriteText_02C4_0,おかえり <NAME>はん。<BR>
WriteText,textCutsceneScript50_WriteText_02D4_0,こうらんさん。<BR>
WriteText,textCutsceneScript50_WriteText_02DF_0,すみませんが<BR>こうらんさんに おりいって<BR>おねがいが あるのですが‥‥<BR>
WriteText,textCutsceneScript50_WriteText_030A_0,<NAME>はんの<BR>たのみやったら できることは<BR>なんでも やったるで。<BR>
WriteText,textCutsceneScript50_WriteText_0330_0,じつは‥‥ミカサのきょだい<BR>ファンのせいで さきに<BR>すすめないんです。<BR>
WriteText,textCutsceneScript50_WriteText_0357_0,それでですね こうぶに<BR>キャタピラを そうびすれば<BR>つよいかぜのなかでも<BR>
WriteText,textCutsceneScript50_WriteText_037F_0,すすむことが できるんじゃ<BR>ないかと おもったのですが<BR>どうでしょうか?<BR>
WriteText,textCutsceneScript50_WriteText_03AB_0,ふむ‥‥なるほど。<BR>キャタピラか‥‥<BR>おもしろいやん。<BR>
WriteText,textCutsceneScript50_WriteText_03CE_0,よっしゃ!<BR>まかしとき!<BR>
WriteText,textCutsceneScript50_WriteText_03DE_0,ウチが ちゃちゃっと<BR>つくったるわ。<BR>ちょっと まっときや。<BR>
WriteText,textCutsceneScript50_WriteText_0410_0,よっしゃ!<BR>できたで <NAME>はん!!<BR>
WriteText,textCutsceneScript50_WriteText_0424_0,キャタピラそうびの<BR>こうぶ‥‥なづけて<BR>『こうぶ・タンク』や!!<BR>
WriteText,textCutsceneScript50_WriteText_044D_0,エエッ!!<BR>こんなに はやく!?<BR>
WriteText,textCutsceneScript50_WriteText_0461_0,スゴイですね。<BR>さすがは こうらんさん。<BR>ありがとうございました。<BR>
WriteText,textCutsceneScript50_WriteText_048A_0,ウチにかかったら<BR>こんなもん おちゃのこ<BR>さいさいや!!<BR>
WriteText,textCutsceneScript50_WriteText_04AE_0,ちなみに『こうぶ・タンク』は<BR>かぜに とばされないだけや<BR>なくて‥‥<BR>
WriteText,textCutsceneScript50_WriteText_04DA_0,ぼうぎょせいのうも ふつうの<BR>ボディより たかいんや!<BR>
WriteText,textCutsceneScript50_WriteText_04FD_0,ただし じゃっかん<BR>すばやさは おちるけどな。<BR>
WriteText,textCutsceneScript50_WriteText_0518_0,まあ じょうきょうや<BR>そうびによって つかいわける<BR>ことやな。<BR>
WriteText,textCutsceneScript50_WriteText_053B_0,ほな。<BR>がんばりや～。<BR>
