Type,Identifier,Text
WriteText,textCutsceneScript2B_WriteText_0011_0,さっき みつけた<BR>この むらさきのセンス‥‥<BR>
WriteText,textCutsceneScript2B_WriteText_0031_0,これは きっと<BR>すみれさんのだろう‥‥<BR>
WriteText,textCutsceneScript2B_WriteText_004A_0,すみれさん。<BR>ちょっとよろしいでしょうか?<BR>
WriteText,textCutsceneScript2B_WriteText_0067_0,<NAME>さん。<BR>なにかごようですの?<BR>
WriteText,textCutsceneScript2B_WriteText_007D_0,これ みつけたんですけど<BR>すみれさんのですか?<BR>
WriteText,textCutsceneScript2B_WriteText_009C_0,むらさきのセンス‥‥<BR>むらさき?<BR>
WriteText,textCutsceneScript2B_WriteText_00B4_0,その むらさきのセンスは<BR>たしかに わたくしの<BR>ものですわ。<BR>
WriteText,textCutsceneScript2B_WriteText_00E3_0,わざわざ とどけてくださって<BR>すみませんわね<BR><NAME>さん。<BR>
WriteText,textCutsceneScript2B_WriteText_0105_0,いえいえ それにしても<BR>そのセンス‥‥<BR>
OptionSelectTimed,textCutsceneScript2B_OptionSelectTimed_011C_0,センスがいいですね
OptionSelectTimed,textCutsceneScript2B_OptionSelectTimed_011C_1,ハデですね
OptionSelectTimed,textCutsceneScript2B_OptionSelectTimed_011C_2,たかそうですね
WriteText,textCutsceneScript2B_WriteText_015B_0,そのセンス なかなか<BR>センスがいいですね<BR>なーんちゃって。<BR>
WriteText,textCutsceneScript2B_WriteText_0180_0,エッ‥‥‥‥‥‥‥‥‥‥‥‥<BR>‥‥‥‥‥‥‥‥‥‥‥‥‥‥<BR>‥‥‥‥‥‥‥‥‥‥‥‥‥‥<BR>
WriteText,textCutsceneScript2B_WriteText_01B4_0,お‥‥ おっほほほほほ‥‥<BR>あら おもしろい‥‥<BR>
WriteText,textCutsceneScript2B_WriteText_01D4_0,そ‥‥<BR>それじゃあ <NAME>さん。<BR>わざわざ ありがとう。<BR>
WriteText,textCutsceneScript2B_WriteText_01F6_0,そのセンス ハデですよね～。<BR>
WriteText,textCutsceneScript2B_WriteText_020B_0,むらさきに きんいろで<BR>トップスタアと おおきく<BR>かかれていて。<BR>
WriteText,textCutsceneScript2B_WriteText_0233_0,あ～ら ぶたいのうえでは<BR>これくらいが ふつう<BR>ですのよ。<BR>
WriteText,textCutsceneScript2B_WriteText_0257_0,あっ!<BR>こどうぐ だったんですか。<BR>
WriteText,textCutsceneScript2B_WriteText_026C_0,そのハデさから てっきり<BR>すみれさんの ものかと<BR>おもっちゃいましたよ。<BR>
WriteText,textCutsceneScript2B_WriteText_0298_0,いいえ これはわたくしの<BR>ものですわよ。<BR>
WriteText,textCutsceneScript2B_WriteText_02B0_0,ぶたいのうえでも つかって<BR>おりますけど。<BR>
WriteText,textCutsceneScript2B_WriteText_02CD_0,それじゃあ <NAME>さん。<BR>わざわざ ありがとう。<BR>
WriteText,textCutsceneScript2B_WriteText_02EB_0,そのセンス たかそうですね。<BR>
