Type,Identifier,Text
WriteText,textCutsceneScript3D_WriteText_000E_0,すこし じかんが できたわ。<BR>どうしようかしら‥‥<BR>
WriteText,textCutsceneScript3D_WriteText_002B_0,そうだわ。みんなに<BR>たたかいについて いろいろと<BR>アドバイスをもらいましょう。<BR>
WriteText,textCutsceneScript3D_WriteText_0056_0,だれのところに<BR>いこうかしら?<BR>
OptionSelect,textCutsceneScript3D_OptionSelect_0069_0,おおがみ さん
OptionSelect,textCutsceneScript3D_OptionSelect_0069_1,さくら さん
OptionSelect,textCutsceneScript3D_OptionSelect_0069_2,ほかの たいいん
OptionSelect,textCutsceneScript3D_OptionSelect_00A2_0,すみれ さん
OptionSelect,textCutsceneScript3D_OptionSelect_00A2_1,マリア さん
OptionSelect,textCutsceneScript3D_OptionSelect_00A2_2,ほかの たいいん
OptionSelect,textCutsceneScript3D_OptionSelect_00DA_0,アイリス
OptionSelect,textCutsceneScript3D_OptionSelect_00DA_1,こうらん さん
OptionSelect,textCutsceneScript3D_OptionSelect_00DA_2,ほかの たいいん
OptionSelect,textCutsceneScript3D_OptionSelect_0111_0,カンナ さん
OptionSelect,textCutsceneScript3D_OptionSelect_0111_1,おりひめ さん
OptionSelect,textCutsceneScript3D_OptionSelect_0111_2,ほかの たいいん
OptionSelect,textCutsceneScript3D_OptionSelect_014A_0,レニ さん
OptionSelect,textCutsceneScript3D_OptionSelect_014A_1,ほかの たいいん
WriteText,textCutsceneScript3D_WriteText_0170_0,まだ じかんがあるみたいね。<BR>こんどは だれのところへ<BR>いこうかしら?<BR>
WriteText,textCutsceneScript3D_WriteText_019A_0,じかんてきには あとひとり<BR>ぐらいね。さいごは だれの<BR>ところへ いこうかしら?<BR>
WriteText,textCutsceneScript3D_WriteText_01D4_0,ビー! ビー! ビー!<BR>
WriteText,textCutsceneScript3D_WriteText_01E6_0,けいほうだわ!<BR>
WriteText,textCutsceneScript3D_WriteText_01F4_0,はなぐみたいいんは<BR>ぜんいん ただちに<BR>さくせんしつに しゅうごう!<BR>
WriteText,textCutsceneScript3D_WriteText_021F_0,さくせんしつへ<BR>いそがなくちゃ。<BR>
WriteText,textCutsceneScript3D_WriteText_0237_0,おおがみさん のところへ<BR>いきましょう。<BR>
WriteText,textCutsceneScript3D_WriteText_0261_0,‥‥おおがみさんの<BR>ところへは さっき<BR>いったわね‥‥<BR>
WriteText,textCutsceneScript3D_WriteText_0280_0,ほかのひとの ところへ<BR>いきましょう。<BR>
WriteText,textCutsceneScript3D_WriteText_02A6_0,おおがみさん。<BR>しつれいします。<BR>
WriteText,textCutsceneScript3D_WriteText_02C5_0,\x01\x28
WriteText,textCutsceneScript3D_WriteText_02CC_0,やあ <NAME>くん<BR>どうしたんだい?<BR>なにかようかい?<BR>
WriteText,textCutsceneScript3D_WriteText_02EB_0,はい おおがみさん。<BR>つぎの さくせんまで すこし<BR>じかんが あきましたので。<BR>
WriteText,textCutsceneScript3D_WriteText_0316_0,そこで おおがみさんに<BR>たたかいの アドバイスを<BR>いただこうと おもいまして。<BR>
WriteText,textCutsceneScript3D_WriteText_0344_0,なるほど。<BR>そういうことなら<BR>きょうりょくするよ。<BR>
WriteText,textCutsceneScript3D_WriteText_0361_0,オレからの アドバイスは<BR>たったひとつだ。<BR>
WriteText,textCutsceneScript3D_WriteText_037E_0,たたかいにおいて<BR>いちばん たいせつなものは<BR>なんだか わかるかい?<BR>
OptionSelectTimed,textCutsceneScript3D_OptionSelectTimed_03A4_0,こうぶのせいのう
OptionSelectTimed,textCutsceneScript3D_OptionSelectTimed_03A4_1,つよい ぶき
OptionSelectTimed,textCutsceneScript3D_OptionSelectTimed_03A4_2,つよい せいしんりょく
WriteText,textCutsceneScript3D_WriteText_03E7_0,そうですね‥‥<BR>こうぶのせいのう ですか?<BR>
WriteText,textCutsceneScript3D_WriteText_0404_0,ちょっと ちがうな。<BR>
WriteText,textCutsceneScript3D_WriteText_0416_0,こうぶのせいのうは あくまで<BR>こじんのちからを ひきだす<BR>ための ものだからね。<BR>
WriteText,textCutsceneScript3D_WriteText_0442_0,ほかには なにか<BR>おもいあたることは<BR>ないかい? <NAME>くん。<BR>
WriteText,textCutsceneScript3D_WriteText_0469_0,そうですね‥‥<BR>つよいぶき ですか?<BR>
WriteText,textCutsceneScript3D_WriteText_0483_0,ちょっと ちがうな。<BR>
WriteText,textCutsceneScript3D_WriteText_0495_0,ぶきがいくら つよくても<BR>それを つかいこなすのは<BR>ひとだからね。<BR>
WriteText,textCutsceneScript3D_WriteText_04BE_0,ほかには なにか<BR>おもいあたることは<BR>ないかい? <NAME>くん。<BR>
WriteText,textCutsceneScript3D_WriteText_04E5_0,そうですね‥‥<BR>つよい せいしんりょく<BR>ですか?<BR>
WriteText,textCutsceneScript3D_WriteText_050A_0,\x01\x28
WriteText,textCutsceneScript3D_WriteText_050E_0,つよい せいしんりょく‥‥<BR>うん。 それもたいせつだね。<BR>
WriteText,textCutsceneScript3D_WriteText_052E_0,でも ほかには なにか<BR>おもいあたることは<BR>ないかい? <NAME>くん。<BR>
WriteText,textCutsceneScript3D_WriteText_0558_0,‥‥‥‥‥‥‥‥‥‥‥‥<BR>
WriteText,textCutsceneScript3D_WriteText_056C_0,わからないのかい?<BR>
WriteText,textCutsceneScript3D_WriteText_0579_0,まあ じっせんなんて<BR>こんかいの にんむが<BR>はじめてだからね。<BR>
